1205577707	20231023	202310	2023	2023.8027	AFR	AFRICA	AFR								RUS	RUSSIA	RUS								1	111	111	11	3	-2.0	1	1	1	2.72108843537415	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20241022133000	https://www.thesouthafrican.com/news/politics/cyril-ramaphosa-tells-vladimir-putin-he-sees-russia-as-ally-bombshell-breaking-news-brics/
1205577708	20231023	202310	2023	2023.8027	AFR	AFRICA	AFR								RUS	RUSSIA	RUS								1	111	111	11	3	-2.0	4	1	4	2.72108843537415	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20241022133000	https://www.thesouthafrican.com/news/politics/cyril-ramaphosa-tells-vladimir-putin-he-sees-russia-as-ally-bombshell-breaking-news-brics/
1205577709	20231023	202310	2023	2023.8027	BUS	COMPANY						BUS			USA	A US	USA								1	130	130	13	3	-4.4	10	1	10	-1.1090573012939	4	Masuka, Zimbabwe (general), Zimbabwe	ZI	ZI00	21857	-21.3833	31.9667	-2315826	4	Masuka, Zimbabwe (general), Zimbabwe	ZI	ZI00	21857	-21.3833	31.9667	-2315826	4	Masuka, Zimbabwe (general), Zimbabwe	ZI	ZI00	21857	-21.3833	31.9667	-2315826	20241022133000	https://allafrica.com/stories/202410220272.html
1205577710	20231023	202310	2023	2023.8027	EDU	SCHOOL						EDU			LEG	LAWMAKER						LEG			0	010	010	01	1	0.0	5	1	5	-0.99290780141844	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20241022133000	https://www.heritage.org/education/commentary/lawmakers-not-session-bureaucrats-should-not-regulate-pods
1205577711	20231023	202310	2023	2023.8027	IGOUNO	THE UN		UNO				IGO			USA	NEW YORK	USA								1	013	013	01	1	0.4	1	1	1	0.90439276485788	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20241022133000	https://astanatimes.com/2024/10/one-water-summit-set-to-foster-global-cooperation-to-deliver-concrete-results/
1205577712	20231023	202310	2023	2023.8027	IGOUNO	THE UN		UNO				IGO			USA	NEW YORK	USA								1	013	013	01	1	0.4	1	1	1	0.90439276485788	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20241022133000	https://astanatimes.com/2024/10/one-water-summit-set-to-foster-global-cooperation-to-deliver-concrete-results/
1205577713	20231023	202310	2023	2023.8027	IGOUNO	THE UN		UNO				IGO			USA	NEW YORK	USA								1	013	013	01	1	0.4	3	1	3	0.90439276485788	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20241022133000	https://astanatimes.com/2024/10/one-water-summit-set-to-foster-global-cooperation-to-deliver-concrete-results/
1205577714	20231023	202310	2023	2023.8027	IGOUNO	THE UN		UNO				IGO			USA	NEW YORK	USA								1	020	020	02	1	3.0	1	1	1	0.90439276485788	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20241022133000	https://astanatimes.com/2024/10/one-water-summit-set-to-foster-global-cooperation-to-deliver-concrete-results/
1205577715	20231023	202310	2023	2023.8027	IGOUNO	THE UN		UNO				IGO			USA	NEW YORK	USA								1	020	020	02	1	3.0	1	1	1	0.90439276485788	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20241022133000	https://astanatimes.com/2024/10/one-water-summit-set-to-foster-global-cooperation-to-deliver-concrete-results/
1205577716	20231023	202310	2023	2023.8027	LEG	LEGISLATOR						LEG													0	120	120	12	3	-4.0	10	1	10	-0.99290780141844	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	0								2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20241022133000	https://www.heritage.org/education/commentary/lawmakers-not-session-bureaucrats-should-not-regulate-pods
1205577717	20240922	202409	2024	2024.7178											USA	UNITED STATES	USA								0	042	042	04	1	1.9	4	1	4	-4.62724935732648	0								2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20241022133000	https://92q.com/5530940/feds-send-black-woman-to-prison-for-pro-life-protest-outside-planned-parenthood/
1205577718	20240922	202409	2024	2024.7178	AFR	AFRICA	AFR																		1	043	043	04	1	2.8	4	1	4	2.46305418719212	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	0								4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20241022133000	https://www.timeslive.co.za/tshisa-live/tshisa-live/2024-10-22-mission-to-discover-another-star-mandla-n-and-sibulele-ntlebi-to-host-acting-workshop/
1205577719	20240922	202409	2024	2024.7178	CAN	SASKATCHEWAN	CAN								BUS	INDUSTRY						BUS			1	036	036	03	1	4.0	10	1	10	0.982800982800979	4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	20241022133000	https://www.farmscape.com/f2ShowScript.aspx?i=28573&q=Changes+to+Canada
1205577720	20240922	202409	2024	2024.7178	COP	POLICE						COP													0	010	010	01	1	0.0	3	1	3	-7.98548094373866	3	Cottonwood Heights, Utah, United States	US	USUT	UT035	40.6197	-111.81	1440025	0								3	Cottonwood Heights, Utah, United States	US	USUT		40.6197	-111.81	1440025	20241022133000	https://www.dailymail.co.uk/news/article-13986933/Jennifer-Gledhill-husband-domestic-violence.html
1205577721	20240922	202409	2024	2024.7178	USA	UNITED STATES	USA																		0	043	043	04	1	2.8	4	1	4	-4.62724935732648	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	0								2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20241022133000	https://92q.com/5530940/feds-send-black-woman-to-prison-for-pro-life-protest-outside-planned-parenthood/
1205577722	20240922	202409	2024	2024.7178	USA	UNITED STATES	USA																		0	172	172	17	4	-5.0	6	3	6	-3.44181612038754	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	0								2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20241022133000	https://www.clickorlando.com/health/2024/10/22/women-in-states-with-bans-are-getting-abortions-at-similar-rates-as-under-roe-report-says/
1205577723	20240922	202409	2024	2024.7178	USA	UNITED STATES	USA								COP	POLICE						COP			0	010	010	01	1	0.0	2	1	2	-7.98548094373866	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20241022133000	https://www.dailymail.co.uk/news/article-13986933/Jennifer-Gledhill-husband-domestic-violence.html
1205577724	20240922	202409	2024	2024.7178	USA	UNITED STATES	USA								GOV	PRESIDENT						GOV			1	051	051	05	1	3.4	2	1	2	-4.05063291139241	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20241022133000	https://www.rttnews.com/story.aspx?Id=3483005
1205577725	20240922	202409	2024	2024.7178	ZAF	JOHANNESBURG	ZAF																		1	043	043	04	1	2.8	2	1	2	2.46305418719212	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	0								4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20241022133000	https://www.timeslive.co.za/tshisa-live/tshisa-live/2024-10-22-mission-to-discover-another-star-mandla-n-and-sibulele-ntlebi-to-host-acting-workshop/
1205577726	20241015	202410	2024	2024.7808											CVL	RESIDENTS						CVL			1	070	070	07	2	7.0	3	1	3	-5.88235294117647	0								4	Yelahanka, Karnataka, India	IN	IN19	70159	13.1075	77.6003	-2114864	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20241022133000	https://www.oneindia.com/bengaluru/after-cloudburst-imd-predicts-heavy-rains-in-bengaluru-for-the-next-3-hours-3966833.html
1205577727	20241015	202410	2024	2024.7808											CVL	RESIDENTS						CVL			1	070	070	07	2	7.0	3	1	3	-5.88235294117647	0								4	Yelahanka, Karnataka, India	IN	IN19	70159	13.1075	77.6003	-2114864	4	Tatanagar, Jharkhand, India	IN	IN38	70155	22.7667	86.1833	-2098752	20241022133000	https://www.oneindia.com/bengaluru/after-cloudburst-imd-predicts-heavy-rains-in-bengaluru-for-the-next-3-hours-3966833.html
1205577728	20241015	202410	2024	2024.7808											CVL	RESIDENTS						CVL			1	070	070	07	2	7.0	2	1	2	-5.88235294117647	0								4	Yelahanka, Karnataka, India	IN	IN19	70159	13.1075	77.6003	-2114864	4	Yelahanka, Karnataka, India	IN	IN19	70159	13.1075	77.6003	-2114864	20241022133000	https://www.oneindia.com/bengaluru/after-cloudburst-imd-predicts-heavy-rains-in-bengaluru-for-the-next-3-hours-3966833.html
1205577729	20241015	202410	2024	2024.7808											ZWE	BULAWAYO	ZWE								1	042	042	04	1	1.9	2	1	2	-1.1090573012939	0								4	Masuka, Zimbabwe (general), Zimbabwe	ZI	ZI00	21857	-21.3833	31.9667	-2315826	4	Masuka, Zimbabwe (general), Zimbabwe	ZI	ZI00	21857	-21.3833	31.9667	-2315826	20241022133000	https://allafrica.com/stories/202410220272.html
