1223460992	20150201	201502	2015	2015.0849											GOV	GOVERNMENT						GOV			0	050	050	05	1	3.5	5	1	5	6.32911392405063	0								4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	20250129150000	https://news.artnet.com/art-world/saudi-art-scene-basman-al-sulaiman-2602809
1223460993	20150201	201502	2015	2015.0849											GOV	GOVERNMENT						GOV			0	051	051	05	1	3.4	5	1	5	6.32911392405063	0								4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	20250129150000	https://news.artnet.com/art-world/saudi-art-scene-basman-al-sulaiman-2602809
1223460994	20240130	202401	2024	2024.0822											AREGOV	ABU DHABI	ARE					GOV			1	050	050	05	1	3.5	3	1	3	6.32911392405063	0								4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20250129150000	https://news.artnet.com/art-world/saudi-art-scene-basman-al-sulaiman-2602809
1223460995	20240130	202401	2024	2024.0822											MED	TELEVISION						MED			1	173	173	17	4	-5.0	6	1	6	-2.14132762312633	0								4	Sydenham, Belfast, United Kingdom	UK	UKR3	40158	54.6	-5.88333	-2609293	4	Sydenham, Belfast, United Kingdom	UK	UKR3	40158	54.6	-5.88333	-2609293	20250129150000	https://www.aol.co.uk/david-tennant-toby-jones-star-143317104.html
1223460996	20240130	202401	2024	2024.0822											MNCUSAMED	NEWS CORP	USA					MNC	MED		0	050	050	05	1	3.5	2	1	2	0.74388947927737	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250129150000	https://nypost.com/2025/01/29/business/openai-says-it-has-proof-deepseek-used-its-technology-to-develop-ai-model/
1223460997	20240130	202401	2024	2024.0822											MNCUSAMED	NEWS CORP	USA					MNC	MED		0	050	050	05	1	3.5	8	1	8	0.74388947927737	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250129150000	https://nypost.com/2025/01/29/business/openai-says-it-has-proof-deepseek-used-its-technology-to-develop-ai-model/
1223460998	20240130	202401	2024	2024.0822											SAU	SAUDI ARABIA	SAU								1	050	050	05	1	3.5	2	1	2	6.32911392405063	0								4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	20250129150000	https://news.artnet.com/art-world/saudi-art-scene-basman-al-sulaiman-2602809
1223460999	20240130	202401	2024	2024.0822	AREGOV	ABU DHABI	ARE					GOV													1	050	050	05	1	3.5	3	1	3	6.32911392405063	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	0								4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20250129150000	https://news.artnet.com/art-world/saudi-art-scene-basman-al-sulaiman-2602809
1223461000	20240130	202401	2024	2024.0822	AREGOV	ABU DHABI	ARE					GOV													1	071	071	07	2	7.4	3	1	3	6.32911392405063	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	0								4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	20250129150000	https://news.artnet.com/art-world/saudi-art-scene-basman-al-sulaiman-2602809
1223461001	20240130	202401	2024	2024.0822	AREGOV	ABU DHABI	ARE					GOV			SAU	SAUDI ARABIA	SAU								1	050	050	05	1	3.5	2	1	2	6.32911392405063	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20250129150000	https://news.artnet.com/art-world/saudi-art-scene-basman-al-sulaiman-2602809
1223461002	20240130	202401	2024	2024.0822	AREGOV	ABU DHABI	ARE					GOV			SAU	SAUDI ARABIA	SAU								1	071	071	07	2	7.4	2	1	2	6.32911392405063	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	20250129150000	https://news.artnet.com/art-world/saudi-art-scene-basman-al-sulaiman-2602809
1223461003	20240130	202401	2024	2024.0822	EDU	STUDENT						EDU			USA	UNITED STATES	USA								0	010	010	01	1	0.0	2	1	2	-0.5307855626327	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20250129150000	https://www.stlamerican.com/education/when-school-choice-becomes-picking-your-poison/
1223461004	20240130	202401	2024	2024.0822	GBR	UNITED KINGDOM	GBR								FRA	FRANCE	FRA								0	013	013	01	1	0.4	2	1	2	-5.92300098716683	1	United Kingdom	UK	UK		54	-4	UK	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20250129150000	https://www.dailymail.co.uk/news/article-14337901/Harrowing-moment-asylum-seeker-breaks-nurses-spine-wedding-crash-police.html
1223461005	20240130	202401	2024	2024.0822	GBR	UNITED KINGDOM	GBR								FRA	FRANCE	FRA								0	013	013	01	1	0.4	2	1	2	-5.92300098716683	1	United Kingdom	UK	UK		54	-4	UK	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	1	United Kingdom	UK	UK		54	-4	UK	20250129150000	https://www.dailymail.co.uk/news/article-14337901/Harrowing-moment-asylum-seeker-breaks-nurses-spine-wedding-crash-police.html
1223461006	20240130	202401	2024	2024.0822	GBR	UNITED KINGDOM	GBR								MED	TELEVISION						MED			1	051	051	05	1	3.4	2	1	2	-2.14132762312633	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250129150000	https://www.aol.co.uk/david-tennant-toby-jones-star-143317104.html
1223461007	20240130	202401	2024	2024.0822	GBR	UNITED KINGDOM	GBR								MED	TELEVISION						MED			1	051	051	05	1	3.4	2	1	2	-2.14132762312633	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Sydenham, Belfast, United Kingdom	UK	UKR3	40158	54.6	-5.88333	-2609293	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250129150000	https://www.aol.co.uk/david-tennant-toby-jones-star-143317104.html
1223461008	20240130	202401	2024	2024.0822	GBR	UNITED KINGDOM	GBR								MED	TELEVISION						MED			1	173	173	17	4	-5.0	4	1	4	-2.14132762312633	4	Sydenham, Belfast, United Kingdom	UK	UKR3	40158	54.6	-5.88333	-2609293	4	Sydenham, Belfast, United Kingdom	UK	UKR3	40158	54.6	-5.88333	-2609293	4	Sydenham, Belfast, United Kingdom	UK	UKR3	40158	54.6	-5.88333	-2609293	20250129150000	https://www.aol.co.uk/david-tennant-toby-jones-star-143317104.html
1223461009	20240130	202401	2024	2024.0822	GBROPP	UNITED KINGDOM	GBR					OPP			GBR	UNITED KINGDOM	GBR								1	112	112	11	3	-2.0	2	1	2	-7.47663551401869	4	Stonehenge, Wiltshire, United Kingdom	UK	UKP8	40139	51.1667	-1.83333	-2608840	4	Stonehenge, Wiltshire, United Kingdom	UK	UKP8	40139	51.1667	-1.83333	-2608840	4	Stonehenge, Wiltshire, United Kingdom	UK	UKP8	40139	51.1667	-1.83333	-2608840	20250129150000	https://www.yahoo.com/news/stonehenge-just-stop-oil-protester-142031035.html
1223461010	20240130	202401	2024	2024.0822	HLH	NURSE						HLH													0	0874	087	08	2	10.0	4	1	4	-5.92300098716683	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20250129150000	https://www.dailymail.co.uk/news/article-14337901/Harrowing-moment-asylum-seeker-breaks-nurses-spine-wedding-crash-police.html
1223461011	20240130	202401	2024	2024.0822	MNCUSAMED	NEWS CORP	USA					MNC	MED												0	050	050	05	1	3.5	2	1	2	0.74388947927737	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250129150000	https://nypost.com/2025/01/29/business/openai-says-it-has-proof-deepseek-used-its-technology-to-develop-ai-model/
1223461012	20240130	202401	2024	2024.0822	MNCUSAMED	NEWS CORP	USA					MNC	MED												0	050	050	05	1	3.5	8	1	8	0.74388947927737	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250129150000	https://nypost.com/2025/01/29/business/openai-says-it-has-proof-deepseek-used-its-technology-to-develop-ai-model/
1223461013	20240130	202401	2024	2024.0822	MNCUSAMED	NEWS CORP	USA					MNC	MED												0	0862	086	08	2	9.0	8	1	8	0.74388947927737	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250129150000	https://nypost.com/2025/01/29/business/openai-says-it-has-proof-deepseek-used-its-technology-to-develop-ai-model/
1223461014	20240130	202401	2024	2024.0822	MNCUSAMED	NEWS CORP	USA					MNC	MED												0	0862	086	08	2	9.0	2	1	2	0.74388947927737	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250129150000	https://nypost.com/2025/01/29/business/openai-says-it-has-proof-deepseek-used-its-technology-to-develop-ai-model/
