1215215620	20231213	202312	2023	2023.9397											CHNGOV	BEIJING	CHN					GOV			0	046	046	04	1	7.0	2	1	2	-7.23014256619144	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20241212111500	https://www.washingtontimes.com/news/2024/dec/12/south-korea-yoon-speaks-slams-opposition-obstructi/
1215215621	20231213	202312	2023	2023.9397											DEU	GERMAN	DEU								1	130	130	13	3	-4.4	8	1	8	-4.54545454545454	0								1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20241212111500	https://www.forexlive.com/news/ifo-institute-warns-that-german-economy-could-only-grow-by-04-next-year-20241212/
1215215622	20231213	202312	2023	2023.9397											GOV	GOVERNMENT						GOV			0	033	033	03	1	5.2	10	1	10	-3.59116022099447	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20241212111500	https://www.yahoo.com/news/analysis-irelands-sinn-fein-faces-105805803.html
1215215623	20231213	202312	2023	2023.9397	BUS	EXPORTER						BUS			CAN	CANADA	CAN								1	010	010	01	1	0.0	2	1	2	-1.20481927710844	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20241212111500	https://www.yahoo.com/news/ontario-threatens-cut-off-u-105811743.html
1215215624	20231213	202312	2023	2023.9397	BUS	EXPORTER						BUS			CAN	ONTARIO	CAN								1	010	010	01	1	0.0	3	1	3	-1.20481927710844	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20241212111500	https://www.yahoo.com/news/ontario-threatens-cut-off-u-105811743.html
1215215625	20231213	202312	2023	2023.9397	CHN	CHINA	CHN								CHNGOV	CHINA	CHN					GOV			0	046	046	04	1	7.0	1	1	1	-7.23014256619144	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20241212111500	https://www.washingtontimes.com/news/2024/dec/12/south-korea-yoon-speaks-slams-opposition-obstructi/
1215215626	20231213	202312	2023	2023.9397	CHN	CHINA	CHN								CHNGOV	CHINA	CHN					GOV			0	046	046	04	1	7.0	1	1	1	-7.23014256619144	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20241212111500	https://www.washingtontimes.com/news/2024/dec/12/south-korea-yoon-speaks-slams-opposition-obstructi/
1215215627	20231213	202312	2023	2023.9397	CHN	CHINA	CHN								CHNGOV	CHINA	CHN					GOV			0	046	046	04	1	7.0	1	1	1	-7.23014256619144	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20241212111500	https://www.washingtontimes.com/news/2024/dec/12/south-korea-yoon-speaks-slams-opposition-obstructi/
1215215628	20231213	202312	2023	2023.9397	CHN	CHINA	CHN								CHNGOV	CHINA	CHN					GOV			0	046	046	04	1	7.0	1	1	1	-7.23014256619144	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20241212111500	https://www.washingtontimes.com/news/2024/dec/12/south-korea-yoon-speaks-slams-opposition-obstructi/
1215215629	20231213	202312	2023	2023.9397	CHNGOV	BEIJING	CHN					GOV													0	046	046	04	1	7.0	2	1	2	-7.23014256619144	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20241212111500	https://www.washingtontimes.com/news/2024/dec/12/south-korea-yoon-speaks-slams-opposition-obstructi/
