1225211360	20240208	202402	2024	2024.1041	CVL	TOURIST						CVL			THA	THAILAND	THA								1	070	070	07	2	7.0	5	1	5	4.58015267175573	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20250207144500	https://deadline.com/2025/02/jurassic-world-bangkok-thailand-immersive-attraction-unveiled-2025-1236281395/
1225211361	20240208	202402	2024	2024.1041	EDU	STUDENT						EDU			GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	10	1	10	-4.39276485788114	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	20250207144500	https://www.indiatimes.com/news/india/punjab-woman-deported-from-us-to-india-says-she-wants-to-return-to-uk-652288.html
1225211362	20240208	202402	2024	2024.1041	GBR	UNITED KINGDOM	GBR								EDU	STUDENT						EDU			1	043	043	04	1	2.8	10	1	10	-4.39276485788114	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	20250207144500	https://www.indiatimes.com/news/india/punjab-woman-deported-from-us-to-india-says-she-wants-to-return-to-uk-652288.html
1225211363	20240208	202402	2024	2024.1041	USA	UNITED STATES	USA																		0	192	192	19	4	-9.5	6	1	6	-1.38518913159297	3	Altadena, California, United States	US	USCA	CA037	34.1897	-118.131	1652662	0								3	Altadena, California, United States	US	USCA	CA037	34.1897	-118.131	1652662	20250207144500	https://www.americanbanker.com/news/banks-mull-their-role-in-rebuilding-diverse-la-community
1225211364	20240208	202402	2024	2024.1041	USA	AMERICAN	USA								USALEG	UNITED STATES	USA					LEG			1	071	071	07	2	7.4	2	1	2	-6.42201834862385	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250207144500	https://www.bignewsnetwork.com/news/275032476/biden-spent-10mn-in-taxpayer-funds-on-transgender-mice-us-lawmaker
1225211365	20250108	202501	2025	2025.0219											USA	UNITED STATES	USA								1	020	020	02	1	3.0	2	1	2	1.16525423728813	0								3	Watertown, New York, United States	US	USNY	NY045	43.9748	-75.9108	968914	3	Watertown, New York, United States	US	USNY	NY045	43.9748	-75.9108	968914	20250207144500	https://www.nny360.com/communitynews/agriculture/lonesome-llama-in-adams-set-to-get-a-friend/article_2b902d07-42b4-5dc4-a37e-e4837674073c.html
1225211366	20250108	202501	2025	2025.0219											USA	UNITED STATES	USA								1	020	020	02	1	3.0	2	1	2	1.16525423728813	0								3	Seneca County, New York, United States	US	USNY		42.7834	-76.8497	974147	3	Watertown, New York, United States	US	USNY	NY045	43.9748	-75.9108	968914	20250207144500	https://www.nny360.com/communitynews/agriculture/lonesome-llama-in-adams-set-to-get-a-friend/article_2b902d07-42b4-5dc4-a37e-e4837674073c.html
1225211367	20250108	202501	2025	2025.0219											USA	UNITED STATES	USA								1	020	020	02	1	3.0	4	1	4	1.16525423728813	0								3	Seneca County, New York, United States	US	USNY		42.7834	-76.8497	974147	3	Seneca County, New York, United States	US	USNY		42.7834	-76.8497	974147	20250207144500	https://www.nny360.com/communitynews/agriculture/lonesome-llama-in-adams-set-to-get-a-friend/article_2b902d07-42b4-5dc4-a37e-e4837674073c.html
1225211368	20250108	202501	2025	2025.0219	AFR	AFRICA	AFR								COP	POLICE						COP			1	190	190	19	4	-10.0	2	1	2	-10.15625	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20250207144500	https://www.ewn.co.za/2025/02/07/off-duty-metro-cop-shot-and-killed-in-gautengs-ekurhuleni
1225211369	20250108	202501	2025	2025.0219	AUS	AUSTRALIA	AUS								VAT	VATICAN	VAT								1	013	013	01	1	0.4	2	1	2	0.17182130584192	4	Bundaberg, Queensland, Australia	AS	AS04	154665	-24.8662	152.348	-1562758	1	Vatican City	VT	VT		41.9	12.45	VT	4	Bundaberg, Queensland, Australia	AS	AS04	154665	-24.8662	152.348	-1562758	20250207144500	https://www.dailymail.co.uk/news/article-14372297/Anthony-Albanese-Australia-ambassador-Vatican.html
1225211370	20250108	202501	2025	2025.0219	AUS	AUSTRALIA	AUS								VAT	VATICAN	VAT								1	013	013	01	1	0.4	2	1	2	0.17182130584192	4	Bundaberg, Queensland, Australia	AS	AS04	154665	-24.8662	152.348	-1562758	1	Vatican City	VT	VT		41.9	12.45	VT	1	Vatican City	VT	VT		41.9	12.45	VT	20250207144500	https://www.dailymail.co.uk/news/article-14372297/Anthony-Albanese-Australia-ambassador-Vatican.html
1225211371	20250108	202501	2025	2025.0219	COP	POLICE						COP			USA	MISSISSIPPI	USA								1	042	042	04	1	1.9	8	1	8	-9.19540229885057	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	20250207144500	https://www.yahoo.com/news/pregnant-mississippi-black-woman-allegedly-111200364.html
1225211372	20250108	202501	2025	2025.0219	GOV	PRIME MINISTER						GOV			USA	LOS ANGELES	USA								1	040	040	04	1	1.0	7	1	7	2.83018867924528	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20250207144500	https://www.startribune.com/thailand-white-lotus-travel-tourism-hbo/601218599
1225211373	20250108	202501	2025	2025.0219	MNCUSAMED	GOOGLE	USA					MNC	MED												1	012	012	01	1	-0.4	10	1	10	-1.43472022955523	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20250207144500	https://www.mirror.co.uk/lifestyle/four-signs-your-dog-isnt-34636205
1225211374	20250108	202501	2025	2025.0219	MNCUSAMED	GOOGLE	USA					MNC	MED												1	020	020	02	1	3.0	10	1	10	-1.43472022955523	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20250207144500	https://www.mirror.co.uk/lifestyle/four-signs-your-dog-isnt-34636205
1225211375	20250108	202501	2025	2025.0219	RUS	RUSSIA	RUS								SYR	DAMASCUS	SYR								0	042	042	04	1	1.9	1	1	1	-1.21065375302663	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250207144500	https://www.bignewsnetwork.com/news/275032477/syria-open-to-keeping-russian-bases-wapo
1225211376	20250108	202501	2025	2025.0219	SYR	DAMASCUS	SYR								RUS	RUSSIA	RUS								0	043	043	04	1	2.8	1	1	1	-1.21065375302663	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250207144500	https://www.bignewsnetwork.com/news/275032477/syria-open-to-keeping-russian-bases-wapo
1225211377	20250108	202501	2025	2025.0219	USA	UNITED STATES	USA																		1	1712	171	17	4	-9.2	4	1	4	-1.38518913159297	1	Japan	JA	JA		36	138	JA	0								1	Japan	JA	JA		36	138	JA	20250207144500	https://www.americanbanker.com/news/banks-mull-their-role-in-rebuilding-diverse-la-community
1225211378	20250108	202501	2025	2025.0219	USA	MISSISSIPPI	USA								COP	POLICE						COP			1	043	043	04	1	2.8	8	1	8	-9.19540229885057	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	20250207144500	https://www.yahoo.com/news/pregnant-mississippi-black-woman-allegedly-111200364.html
1225211379	20250108	202501	2025	2025.0219	USA	LOS ANGELES	USA								GOV	PRIME MINISTER						GOV			1	040	040	04	1	1.0	7	1	7	2.83018867924528	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20250207144500	https://www.startribune.com/thailand-white-lotus-travel-tourism-hbo/601218599
1225211380	20250108	202501	2025	2025.0219	USA	LOS ANGELES	USA								GOV	PRIME MINISTER						GOV			1	186	186	18	4	-10.0	2	1	2	2.83018867924528	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20250207144500	https://www.startribune.com/thailand-white-lotus-travel-tourism-hbo/601218599
1225211381	20250108	202501	2025	2025.0219	USA	UNITED STATES	USA								USAGOV	UNITED STATES	USA					GOV			1	040	040	04	1	1.0	1	1	1	2.83018867924528	1	Thailand	TH	TH		15	100	TH	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20250207144500	https://www.startribune.com/thailand-white-lotus-travel-tourism-hbo/601218599
1225211382	20250108	202501	2025	2025.0219	USAGOV	UNITED STATES	USA					GOV			USA	UNITED STATES	USA								1	040	040	04	1	1.0	1	1	1	2.83018867924528	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	1	Thailand	TH	TH		15	100	TH	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20250207144500	https://www.startribune.com/thailand-white-lotus-travel-tourism-hbo/601218599
1225211383	20250108	202501	2025	2025.0219	ZAF	GAUTENG	ZAF								COP	POLICE						COP			1	190	190	19	4	-10.0	6	1	6	-10.15625	4	Kwathema, Gauteng, South Africa	SF	SF06	77340	-26.2958	28.4001	-1250430	4	Kwathema, Gauteng, South Africa	SF	SF06	77340	-26.2958	28.4001	-1250430	4	Kwathema, Gauteng, South Africa	SF	SF06	77340	-26.2958	28.4001	-1250430	20250207144500	https://www.ewn.co.za/2025/02/07/off-duty-metro-cop-shot-and-killed-in-gautengs-ekurhuleni
