1220732516	20240116	202401	2024	2024.0438											HTI	HAITI	HTI								1	063	063	06	2	7.4	3	1	3	-6.45933014354067	0								1	Haiti	HA	HA		19	-72.416667	HA	1	Haiti	HA	HA		19	-72.416667	HA	20250115133000	https://www.globalsecurity.org/military/library/news/2025/01/mil-250114-voa04.htm
1220732517	20240116	202401	2024	2024.0438											USA	NEW YORK	USA								0	043	043	04	1	2.8	1	1	1	2.79069767441861	0								4	Brecon, Powys, United Kingdom	UK	UKY8	40184	51.95	-3.38333	-2590777	4	Brecon, Powys, United Kingdom	UK	UKY8	40184	51.95	-3.38333	-2590777	20250115133000	https://www.walesonline.co.uk/whats-on/whats-on-news/beautifully-bleak-welsh-destination-lonely-30786067
1220732518	20240116	202401	2024	2024.0438	CHN	CHINESE	CHN								IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO			1	061	061	06	2	6.4	7	1	7	-3.1958762886598	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250115133000	https://www.globalsecurity.org/wmd/library/news/china/2025/01/china-250114-rfa03.htm
1220732519	20240116	202401	2024	2024.0438	CVL	SCIENTIST						CVL													1	100	100	10	3	-5.0	20	2	20	-3.8034082748793	4	Moreton-In-Marsh, Gloucestershire, United Kingdom	UK	UKE6	40135	51.9833	-1.7	-2603439	0								4	Moreton-In-Marsh, Gloucestershire, United Kingdom	UK	UKE6	40135	51.9833	-1.7	-2603439	20250115133000	https://www.theguardian.com/environment/2025/jan/15/3m-firefighting-foams-pfas-forever-chemicals-documents
1220732520	20240116	202401	2024	2024.0438	CVL	SCIENTIST						CVL			GBRGOV	UNITED KINGDOM	GBR					GOV			1	020	020	02	1	3.0	20	2	20	-3.8034082748793	5	Cambridgeshire, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.3333	0.083333	-2591659	5	Cambridgeshire, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.3333	0.083333	-2591659	5	Cambridgeshire, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.3333	0.083333	-2591659	20250115133000	https://www.theguardian.com/environment/2025/jan/15/3m-firefighting-foams-pfas-forever-chemicals-documents
1220732521	20240116	202401	2024	2024.0438	DOM	DOMINICAN REPUBLIC	DOM								HTI	HAITI	HTI								1	063	063	06	2	7.4	4	1	4	-6.45933014354067	1	Dominican Republic	DR	DR		19	-70.666667	DR	1	Haiti	HA	HA		19	-72.416667	HA	1	Haiti	HA	HA		19	-72.416667	HA	20250115133000	https://www.globalsecurity.org/military/library/news/2025/01/mil-250114-voa04.htm
1220732522	20240116	202401	2024	2024.0438	DOM	DOMINICAN REPUBLIC	DOM								HTI	HAITI	HTI								1	063	063	06	2	7.4	1	1	1	-6.45933014354067	1	Haiti	HA	HA		19	-72.416667	HA	1	Dominican Republic	DR	DR		19	-70.666667	DR	1	Dominican Republic	DR	DR		19	-70.666667	DR	20250115133000	https://www.globalsecurity.org/military/library/news/2025/01/mil-250114-voa04.htm
1220732523	20240116	202401	2024	2024.0438	DOM	DOMINICAN REPUBLIC	DOM								HTI	HAITI	HTI								1	073	073	07	2	7.4	2	1	2	-6.45933014354067	1	Dominican Republic	DR	DR		19	-70.666667	DR	1	Haiti	HA	HA		19	-72.416667	HA	1	Dominican Republic	DR	DR		19	-70.666667	DR	20250115133000	https://www.globalsecurity.org/military/library/news/2025/01/mil-250114-voa04.htm
1220732524	20240116	202401	2024	2024.0438	DOM	DOMINICAN REPUBLIC	DOM								HTI	HAITIAN	HTI								1	073	073	07	2	7.4	5	1	5	-6.45933014354067	1	Haiti	HA	HA		19	-72.416667	HA	1	Haiti	HA	HA		19	-72.416667	HA	1	Haiti	HA	HA		19	-72.416667	HA	20250115133000	https://www.globalsecurity.org/military/library/news/2025/01/mil-250114-voa04.htm
1220732525	20240116	202401	2024	2024.0438	GOV	GOVERNMENT						GOV			UAF	ARMED FORCE						UAF			0	010	010	01	1	0.0	10	1	10	0.25706940874035	1	Sweden	SW	SW		62	15	SW	1	Sweden	SW	SW		62	15	SW	1	Sweden	SW	SW		62	15	SW	20250115133000	https://www.globalsecurity.org/military/library/news/2025/01/mil-250114-govse01.htm
1220732526	20240116	202401	2024	2024.0438	IGOUNOKID	UNICEF		UNO				IGO			CHEMED	GENEVA	CHE					MED			1	013	013	01	1	0.4	5	1	5	-10.2083333333334	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	20250115133000	https://www.globalsecurity.org/wmd/library/news/syria/2025/syria-250114-unnews01.htm
1220732527	20240116	202401	2024	2024.0438	INDCOP	DELHI	IND					COP			IND	WEST BENGAL	IND								0	173	173	17	4	-5.0	2	1	2	-4.74226804123712	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250115133000	https://www.medianama.com/2025/01/223-us-japan-and-south-korea-accuse-north-korea-of-659m-cryptocurrency-theft-including-wazirx/
1220732528	20240116	202401	2024	2024.0438	KEN	NAIROBI	KEN																		0	040	040	04	1	1.0	2	1	2	-6.57276995305164	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20250115133000	https://www.garoweonline.com/en/world/africa/sudan-rsf-s-top-leadership-cancels-media-address-in-kenya-as-us-imposes-sanctions
1220732529	20240116	202401	2024	2024.0438	NAM	NAMIBIAN	NAM								GOV	TOURISM MINIST						GOV			0	173	173	17	4	-5.0	8	1	8	3.15614617940199	1	Namibia	WA	WA		-22	17	WA	1	Namibia	WA	WA		-22	17	WA	1	Namibia	WA	WA		-22	17	WA	20250115133000	https://www.namibian.com.na/trophy-hunting-generates-n400-million-annually/
1220732530	20240116	202401	2024	2024.0438	NAM	NAMIBIA	NAM								NAMGOV	NAMIBIA	NAM					GOV			0	173	173	17	4	-5.0	2	1	2	3.15614617940199	1	Namibia	WA	WA		-22	17	WA	1	Namibia	WA	WA		-22	17	WA	1	Namibia	WA	WA		-22	17	WA	20250115133000	https://www.namibian.com.na/trophy-hunting-generates-n400-million-annually/
