1220281184	20240114	202401	2024	2024.0384											AFR	AFRICA	AFR								1	042	042	04	1	1.9	4	1	4	-1.85185185185185	0								4	Kwazulu, Eastern Cape, South Africa	SF	SF05	77353	-31.2895	29.4551	-1250484	4	Kwazulu, Eastern Cape, South Africa	SF	SF05	77353	-31.2895	29.4551	-1250484	20250113104500	https://www.timeslive.co.za/politics/2025-01-13-poll-what-do-you-think-of-mbalulas-luxurious-yacht-grand-entrance-at-robben-island/
1220281185	20240114	202401	2024	2024.0384											GOV	KING						GOV			1	173	173	17	4	-5.0	5	1	5	-4.31372549019608	0								4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20250113104500	https://www.channelnewsasia.com/asia/najib-razak-house-arrest-royal-addendum-malaysia-politics-4853731
1220281186	20240114	202401	2024	2024.0384											ZAF	KWAZULU NATAL	ZAF								1	042	042	04	1	1.9	2	1	2	-1.85185185185185	0								4	Kwazulu, Eastern Cape, South Africa	SF	SF05	77353	-31.2895	29.4551	-1250484	4	Kwazulu, Eastern Cape, South Africa	SF	SF05	77353	-31.2895	29.4551	-1250484	20250113104500	https://www.timeslive.co.za/politics/2025-01-13-poll-what-do-you-think-of-mbalulas-luxurious-yacht-grand-entrance-at-robben-island/
1220281187	20240114	202401	2024	2024.0384	AFR	AFRICA	AFR																		1	043	043	04	1	2.8	4	1	4	-1.85185185185185	4	Kwazulu, Eastern Cape, South Africa	SF	SF05	77353	-31.2895	29.4551	-1250484	0								4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20250113104500	https://www.timeslive.co.za/politics/2025-01-13-poll-what-do-you-think-of-mbalulas-luxurious-yacht-grand-entrance-at-robben-island/
1220281188	20240114	202401	2024	2024.0384	AFR	AFRICA	AFR								ZAF	NATAL	ZAF								1	043	043	04	1	2.8	4	1	4	-1.85185185185185	4	Kwazulu, Eastern Cape, South Africa	SF	SF05	77353	-31.2895	29.4551	-1250484	4	Kwazulu, Eastern Cape, South Africa	SF	SF05	77353	-31.2895	29.4551	-1250484	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20250113104500	https://www.timeslive.co.za/politics/2025-01-13-poll-what-do-you-think-of-mbalulas-luxurious-yacht-grand-entrance-at-robben-island/
1220281189	20240114	202401	2024	2024.0384	AUSGOV	AUSTRALIA	AUS					GOV													1	010	010	01	1	0.0	2	1	2	-0.20140986908359	1	Germany	GM	GM		51.5	10.5	GM	0								1	Germany	GM	GM		51.5	10.5	GM	20250113104500	https://pressgazette.co.uk/publishers/nationals/mirror-page-view-targets-reach/
1220281190	20240114	202401	2024	2024.0384	AUSGOV	AUSTRALIA	AUS					GOV													1	020	020	02	1	3.0	1	1	1	-0.20140986908359	4	Lucan, New South Wales, Australia	AS	AS02	4989	-33.7167	148.983	-1584771	0								4	Lucan, New South Wales, Australia	AS	AS02	4989	-33.7167	148.983	-1584771	20250113104500	https://pressgazette.co.uk/publishers/nationals/mirror-page-view-targets-reach/
1220281191	20240114	202401	2024	2024.0384	BGD	DHAKA	BGD								JUD	MAGISTRATE						JUD			0	114	114	11	3	-2.0	6	1	6	-4.46428571428572	4	Kafrul, Bangladesh (general), Bangladesh	BG	BG00	5778	23.7833	90.3833	-2723342	4	Kafrul, Bangladesh (general), Bangladesh	BG	BG00	5778	23.7833	90.3833	-2723342	4	Kafrul, Bangladesh (general), Bangladesh	BG	BG00	5778	23.7833	90.3833	-2723342	20250113104500	https://www.thedailystar.net/news/bangladesh/crime-justice/news/former-state-minister-kamal-majumder-shown-arrested-attempted-murder-case-3798311
1220281192	20240114	202401	2024	2024.0384	BGD	DHAKA	BGD								JUD	MAGISTRATE						JUD			0	114	114	11	3	-2.0	2	1	2	-4.46428571428572	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20250113104500	https://www.thedailystar.net/news/bangladesh/crime-justice/news/former-state-minister-kamal-majumder-shown-arrested-attempted-murder-case-3798311
1220281193	20240114	202401	2024	2024.0384	CRM	CRIMINAL						CRM			GOV	PRESIDENT						GOV			1	100	100	10	3	-5.0	8	1	8	-3.61842105263158	4	Kilimani, Coast, Kenya	KE	KE02	18585	-2.23333	40.8167	-2250739	4	Kilimani, Coast, Kenya	KE	KE02	18585	-2.23333	40.8167	-2250739	4	Kilimani, Coast, Kenya	KE	KE02	18585	-2.23333	40.8167	-2250739	20250113104500	https://www.kenyan-post.com/2025/01/dci-gives-update-on-abduction-of-cs.html
