1218702002	20240104	202401	2024	2024.0110											IRN	IRAN	IRN								1	050	050	05	1	3.5	10	1	10	-3.8423645320197	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20250103140000	https://www.aa.com.tr/en/opinion/opinion-syrian-regime-change-and-new-years-attacks-could-trump-withdraw-from-middle-east-in-his-2nd-term/3440962
1218702003	20240104	202401	2024	2024.0110	CHN	CHINESE	CHN								AFR	AFRICA	AFR								1	020	020	02	1	3.0	4	1	4	4.16666666666667	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250103140000	https://punchng.com/chinese-foreign-minister-to-visit-nigeria-three-other-african-countries/
1218702004	20240104	202401	2024	2024.0110	CHN	CHINESE	CHN								AFR	AFRICA	AFR								1	026	026	02	1	4.0	4	1	4	4.16666666666667	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250103140000	https://punchng.com/chinese-foreign-minister-to-visit-nigeria-three-other-african-countries/
1218702005	20240104	202401	2024	2024.0110	CHNGOV	CHINESE	CHN					GOV			CHN	BEIJING	CHN								1	026	026	02	1	4.0	6	1	6	4.16666666666667	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250103140000	https://punchng.com/chinese-foreign-minister-to-visit-nigeria-three-other-african-countries/
1218702006	20240104	202401	2024	2024.0110	GOV	TRADE MINIST						GOV													1	061	061	06	2	6.4	10	1	10	-2.05479452054794	1	Italy	IT	IT		42.833333	12.833333	IT	0								1	Italy	IT	IT		42.833333	12.833333	IT	20250103140000	https://www.hurriyetdailynews.com/turkiyes-exports-hit-record-262-billion-in-2024-204328
1218702007	20240104	202401	2024	2024.0110	IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO													1	061	061	06	2	6.4	10	1	10	-2.05479452054794	1	Italy	IT	IT		42.833333	12.833333	IT	0								1	Italy	IT	IT		42.833333	12.833333	IT	20250103140000	https://www.hurriyetdailynews.com/turkiyes-exports-hit-record-262-billion-in-2024-204328
1218702008	20240104	202401	2024	2024.0110	IRN	IRAN	IRN																		1	050	050	05	1	3.5	10	1	10	-3.8423645320197	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20250103140000	https://www.aa.com.tr/en/opinion/opinion-syrian-regime-change-and-new-years-attacks-could-trump-withdraw-from-middle-east-in-his-2nd-term/3440962
1218702009	20241204	202412	2024	2024.9151	DEU	GERMANY	DEU								SYR	SYRIA	SYR								1	042	042	04	1	1.9	2	1	2	-0.27855153203343	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20250103140000	https://www.aa.com.tr/en/europe/german-foreign-minister-appears-in-bulletproof-vest-upon-arrival-in-damascus/3440897
1218702010	20241204	202412	2024	2024.9151	FRA	FRENCH	FRA								SYR	SYRIA	SYR								1	042	042	04	1	1.9	8	1	8	-0.27855153203343	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20250103140000	https://www.aa.com.tr/en/europe/german-foreign-minister-appears-in-bulletproof-vest-upon-arrival-in-damascus/3440897
1218702011	20241204	202412	2024	2024.9151	SPY	INTELLIGENCE						SPY													1	064	064	06	2	7.0	8	1	8	-7.07831325301205	1	Russia	RS	RS		60	100	RS	0								1	Russia	RS	RS		60	100	RS	20250103140000	https://www.washingtontimes.com/news/2025/jan/3/ex-cia-officer-says-agency-covered-havana-syndrome/
