1220755514	20150118	201501	2015	2015.0493	BUS	BUSINESS						BUS													0	010	010	01	1	0.0	5	1	5	-6.85654008438819	4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	25312	19	39.5	-2037160	0								4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	25312	19	39.5	-2037160	20250115153000	https://www.engineeringnews.co.za/article/cybercrime-again-leads-allianz-risk-barometer-this-year-2025-01-15
1220755515	20150118	201501	2015	2015.0493	BUS	BUSINESS						BUS													0	010	010	01	1	0.0	5	1	5	-6.85654008438819	1	Ukraine	UP	UP		49	32	UP	0								1	Ukraine	UP	UP		49	32	UP	20250115153000	https://www.engineeringnews.co.za/article/cybercrime-again-leads-allianz-risk-barometer-this-year-2025-01-15
1220755516	20240116	202401	2024	2024.0438											IDN	INDONESIAN	IDN								0	035	035	03	1	7.0	1	1	1	-0.82758620689656	0								4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	20250115153000	https://www.dw.com/en/indonesia-maintains-apple-iphone-16-sales-ban/a-71292617
1220755517	20240116	202401	2024	2024.0438	BUS	INDUSTRY						BUS													1	045	045	04	1	5.0	2	1	2	8.28402366863905	5	Himachal Pradesh, Himachal Pradesh, India	IN	IN11	17673	31.9167	77.25	-2097441	0								4	Pangi, Himachal Pradesh, India	IN	IN11	17674	31.6	78.2667	-2107085	20250115153000	https://hillpost.in/2025/01/seven-farmers-conferred-with-innovative-women-entrepreneurs-awards/125705/
1220755518	20240116	202401	2024	2024.0438	BUS	INDUSTRY						BUS													1	045	045	04	1	5.0	8	1	8	8.28402366863905	4	Pangi, Himachal Pradesh, India	IN	IN11	17674	31.6	78.2667	-2107085	0								4	Pangi, Himachal Pradesh, India	IN	IN11	17674	31.6	78.2667	-2107085	20250115153000	https://hillpost.in/2025/01/seven-farmers-conferred-with-innovative-women-entrepreneurs-awards/125705/
1220755519	20240116	202401	2024	2024.0438	DEU	GERMAN	DEU								BUS	AUTOMAKER						BUS			1	120	120	12	3	-4.0	7	1	7	-1.08864696734059	1	Sweden	SW	SW		62	15	SW	1	Sweden	SW	SW		62	15	SW	1	Sweden	SW	SW		62	15	SW	20250115153000	https://www.topspeed.com/mercedes-g-class-saves-eqs-sedan/
1220755520	20240116	202401	2024	2024.0438	GOV	MINIST						GOV			IDN	INDONESIAN	IDN								0	035	035	03	1	7.0	7	1	7	-0.82758620689656	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	20250115153000	https://www.dw.com/en/indonesia-maintains-apple-iphone-16-sales-ban/a-71292617
1220755521	20240116	202401	2024	2024.0438	IDNGOV	INDONESIA	IDN					GOV			IDN	INDONESIAN	IDN								0	035	035	03	1	7.0	1	1	1	-0.82758620689656	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	20250115153000	https://www.dw.com/en/indonesia-maintains-apple-iphone-16-sales-ban/a-71292617
1220755522	20240116	202401	2024	2024.0438	NOR	NORWAY	NOR								UIS	THE INTERNATIONAL COMMUNITY						UIS			1	051	051	05	1	3.4	1	1	1	-4.86486486486487	1	West Bank	WE	WE		31.666667	35.25	WE	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	1	West Bank	WE	WE		31.666667	35.25	WE	20250115153000	https://www.middleeastmonitor.com/20250115-palestinian-authority-must-run-gaza-after-war-prime-minister-says/
1220755523	20240116	202401	2024	2024.0438	UKR	UKRAINIAN	UKR								BUS	MANUFACTURER						BUS			0	020	020	02	1	3.0	1	1	1	-2.91479820627803	4	Russkaya, Mykolayivs'ka Oblast', Ukraine	UP	UP16	28557	46.7316	31.9685	-1044760	4	Russkaya, Mykolayivs'ka Oblast', Ukraine	UP	UP16	28557	46.7316	31.9685	-1044760	4	Russkaya, Mykolayivs'ka Oblast', Ukraine	UP	UP16	28557	46.7316	31.9685	-1044760	20250115153000	https://grenadachronicle.com/moscow-hopes-for-talks-with-trump-that-sideline-ukraine-and-europe/
