1218708175	20240104	202401	2024	2024.0110											FRA	PARIS	FRA								1	040	040	04	1	1.0	7	1	7	-1.46198830409357	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20250103150000	https://www.birminghammail.co.uk/travel/uk-tourists-warned-over-415-30703343
1218708176	20240104	202401	2024	2024.0110	BUS	AIRLINE						BUS			GOV	MINISTRY						GOV			1	120	120	12	3	-4.0	10	1	10	1.03734439834025	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	20250103150000	https://www.khaleejtimes.com/uae/low-cost-carrier-air-kerala-owned-by-dubai-residents-to-operate-from-2-indian-airports
1218708177	20240104	202401	2024	2024.0110	FRA	PARIS	FRA																		1	040	040	04	1	1.0	7	1	7	-1.46198830409357	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	0								4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20250103150000	https://www.birminghammail.co.uk/travel/uk-tourists-warned-over-415-30703343
1218708178	20240104	202401	2024	2024.0110	GBR	UNITED KINGDOM	GBR																		1	080	080	08	2	5.0	6	1	6	1.58227848101265	4	Shinfield, Wokingham, United Kingdom	UK	UKQ2	40096	51.4	-0.95	-2607682	0								4	Shinfield, Wokingham, United Kingdom	UK	UKQ2	40096	51.4	-0.95	-2607682	20250103150000	https://www.constructionnews.co.uk/buildings/mace-wins-93m-weather-centre-job-03-01-2025/
1218708179	20240104	202401	2024	2024.0110	GOV	MINIST OF COMMERCE						GOV													1	061	061	06	2	6.4	10	1	10	-3.29153605015674	4	Kang Wu, Sichuan, China	CH	CH32	13272	28.1833	101.233	-1913427	0								1	India	IN	IN		20	77	IN	20250103150000	https://www.hellenicshippingnews.com/indias-petroleum-exports-plunge-amid-weak-global-demand-red-sea-disruptions/
1218708180	20240104	202401	2024	2024.0110	GOV	PRIME MINISTER						GOV			IND	ANDHRA PRADESH	IND								1	042	042	04	1	1.9	2	1	2	0.28169014084507	4	Guntakal, Andhra Pradesh, India	IN	IN02	17557	15.1667	77.3833	-2096869	4	Guntakal, Andhra Pradesh, India	IN	IN02	17557	15.1667	77.3833	-2096869	4	Guntakal, Andhra Pradesh, India	IN	IN02	17557	15.1667	77.3833	-2096869	20250103150000	https://www.gulte.com/political-news/333430/pm-modi-to-kickstart-uttarandhras-dream
1218708181	20240104	202401	2024	2024.0110	GOV	PRIME MINISTER						GOV			IND	ANDHRA PRADESH	IND								1	042	042	04	1	1.9	2	1	2	0.28169014084507	4	Visakhapatnam, Andhra Pradesh, India	IN	IN02	17566	17.7	83.3	-2114520	4	Rayagada, Orissa, India	IN	IN21	70224	19.1667	83.4167	-2109310	4	Waltair, Andhra Pradesh, India	IN	IN02	17566	17.7167	83.3333	-2114638	20250103150000	https://www.gulte.com/political-news/333430/pm-modi-to-kickstart-uttarandhras-dream
1218708182	20240104	202401	2024	2024.0110	GOV	PRIME MINISTER						GOV			IND	ANDHRA PRADESH	IND								1	042	042	04	1	1.9	6	1	6	0.28169014084507	4	Visakhapatnam, Andhra Pradesh, India	IN	IN02	17566	17.7	83.3	-2114520	4	Waltair, Andhra Pradesh, India	IN	IN02	17566	17.7167	83.3333	-2114638	4	Waltair, Andhra Pradesh, India	IN	IN02	17566	17.7167	83.3333	-2114638	20250103150000	https://www.gulte.com/political-news/333430/pm-modi-to-kickstart-uttarandhras-dream
1218708183	20240104	202401	2024	2024.0110	IND	ANDHRA PRADESH	IND								GOV	PRIME MINISTER						GOV			1	043	043	04	1	2.8	10	1	10	0.28169014084507	4	Vizag, Andhra Pradesh, India	IN	IN02	17566	17.7	83.3	-2114520	4	Vizag, Andhra Pradesh, India	IN	IN02	17566	17.7	83.3	-2114520	4	Vizag, Andhra Pradesh, India	IN	IN02	17566	17.7	83.3	-2114520	20250103150000	https://www.gulte.com/political-news/333430/pm-modi-to-kickstart-uttarandhras-dream
1218708184	20240104	202401	2024	2024.0110	USA	NEW YORK	USA																		1	071	071	07	2	7.4	10	1	10	2.05338809034907	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	0								4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	20250103150000	https://www.thisismoney.co.uk/money/markets/article-14246757/Herald-urges-investors-oppose-Sabas-opportunistic-coup-plans.html
1218708185	20240104	202401	2024	2024.0110	USA	UNITED STATES	USA								PSEREB	HAMAS	PSE					REB			0	161	161	16	4	-4.0	2	1	2	-2.35546038543897	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Israel	IS	IS		31.5	34.75	IS	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250103150000	https://timesofindia.indiatimes.com/world/us/did-a-mosque-of-new-orleans-attackers-community-urge-members-to-not-cooperate-with-probe-heres-the-truth/articleshow/116920070.cms
1218708186	20240104	202401	2024	2024.0110	USA	FLORIDA	USA								USALEG	UNITED STATES	USA					LEG			0	114	114	11	3	-2.0	2	1	2	-6.31938514090521	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250103150000	https://www.yahoo.com/news/hellish-tough-love-school-killed-141914184.html
