1219229851	20240108	202401	2024	2024.0219	BUS	COMPANY						BUS													1	070	070	07	2	7.0	2	1	2	2.16606498194946	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	0								4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20250107101500	https://finance.yahoo.com/news/microsoft-invest-3-billion-expand-082702117.html
1219229852	20240108	202401	2024	2024.0219	COP	POLICE						COP													0	020	020	02	1	3.0	5	1	5	-6.54320987654322	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	0								4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20250107101500	https://www.perthnow.com.au/news/wa/david-simmons-arrest-warrant-issued-for-former-partner-of-amy-wensley-after-failing-to-show-at-court-c-17312295
1219229853	20240108	202401	2024	2024.0219	GOV	PRESIDENT						GOV			USA	AMERICAN	USA								0	0874	087	08	2	10.0	8	1	8	1.00125156445557	3	Sarasota, Florida, United States	US	USFL	FL115	27.3364	-82.5307	290675	3	Sarasota, Florida, United States	US	USFL	FL115	27.3364	-82.5307	290675	3	Sarasota, Florida, United States	US	USFL	FL115	27.3364	-82.5307	290675	20250107101500	https://eturbonews.com/cuba-aims-become-tourist-magnet/
1219229854	20240108	202401	2024	2024.0219	MED	MEDIA						MED			ELI	ACTOR						ELI			1	193	193	19	4	-10.0	10	1	10	1.01522842639594	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20250107101500	https://theshillongtimes.com/2025/01/07/bullet-proof-glass-cctv-modern-security-system-installed-at-salman-khans-house-after-birthday-celebrations/
1219229855	20240108	202401	2024	2024.0219	MYS	KUALA LUMPUR	MYS																		1	040	040	04	1	1.0	10	1	10	-2.46913580246914	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	0								4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20250107101500	https://www.thestar.com.my/news/nation/2025/01/07/ahmad-zahid-gets-leave-to-initiate-contempt-proceedings-against-tun-m
1219229856	20241208	202412	2024	2024.9260	GOV	DIPLOMAT						GOV			VAT	VATICAN	VAT								0	013	013	01	1	0.4	4	1	4	-2.29074889867842	4	Aleppo, ?alab, Syria	SY	SY09	26319	36.2028	37.1586	-2541857	4	Aleppo, ?alab, Syria	SY	SY09	26319	36.2028	37.1586	-2541857	4	Aleppo, ?alab, Syria	SY	SY09	26319	36.2028	37.1586	-2541857	20250107101500	https://www.voanews.com/a/what-future-awaits-syria-s-christian-minority-/7926961.html
1219229857	20241208	202412	2024	2024.9260	GOV	DIPLOMAT						GOV			VAT	VATICAN	VAT								0	013	013	01	1	0.4	1	1	1	-2.29074889867842	1	Italy	IT	IT		42.833333	12.833333	IT	4	Aleppo, ?alab, Syria	SY	SY09	26319	36.2028	37.1586	-2541857	1	Italy	IT	IT		42.833333	12.833333	IT	20250107101500	https://www.voanews.com/a/what-future-awaits-syria-s-christian-minority-/7926961.html
1219229858	20241208	202412	2024	2024.9260	ITA	ITALY	ITA								SYR	SYRIA	SYR								0	040	040	04	1	1.0	1	1	1	-2.29074889867842	1	Italy	IT	IT		42.833333	12.833333	IT	4	Aleppo, ?alab, Syria	SY	SY09	26319	36.2028	37.1586	-2541857	4	Aleppo, ?alab, Syria	SY	SY09	26319	36.2028	37.1586	-2541857	20250107101500	https://www.voanews.com/a/what-future-awaits-syria-s-christian-minority-/7926961.html
1219229859	20241208	202412	2024	2024.9260	ITA	ITALY	ITA								SYR	SYRIA	SYR								0	040	040	04	1	1.0	2	1	2	-2.29074889867842	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20250107101500	https://www.voanews.com/a/what-future-awaits-syria-s-christian-minority-/7926961.html
1219229860	20241208	202412	2024	2024.9260	ITA	ITALY	ITA								SYR	SYRIA	SYR								0	042	042	04	1	1.9	1	1	1	-2.29074889867842	1	Italy	IT	IT		42.833333	12.833333	IT	4	Aleppo, ?alab, Syria	SY	SY09	26319	36.2028	37.1586	-2541857	4	Aleppo, ?alab, Syria	SY	SY09	26319	36.2028	37.1586	-2541857	20250107101500	https://www.voanews.com/a/what-future-awaits-syria-s-christian-minority-/7926961.html
1219229861	20241208	202412	2024	2024.9260	ITA	ITALY	ITA								SYR	SYRIA	SYR								0	042	042	04	1	1.9	2	1	2	-2.29074889867842	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20250107101500	https://www.voanews.com/a/what-future-awaits-syria-s-christian-minority-/7926961.html
1219229862	20241208	202412	2024	2024.9260	SYR	SYRIA	SYR								ITA	ITALY	ITA								0	040	040	04	1	1.0	1	1	1	-2.29074889867842	4	Aleppo, ?alab, Syria	SY	SY09	26319	36.2028	37.1586	-2541857	1	Italy	IT	IT		42.833333	12.833333	IT	4	Aleppo, ?alab, Syria	SY	SY09	26319	36.2028	37.1586	-2541857	20250107101500	https://www.voanews.com/a/what-future-awaits-syria-s-christian-minority-/7926961.html
1219229863	20241208	202412	2024	2024.9260	SYR	SYRIA	SYR								ITA	ITALY	ITA								0	040	040	04	1	1.0	2	1	2	-2.29074889867842	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20250107101500	https://www.voanews.com/a/what-future-awaits-syria-s-christian-minority-/7926961.html
1219229864	20241208	202412	2024	2024.9260	SYR	SYRIA	SYR								ITA	ITALY	ITA								0	043	043	04	1	2.8	1	1	1	-2.29074889867842	4	Aleppo, ?alab, Syria	SY	SY09	26319	36.2028	37.1586	-2541857	1	Italy	IT	IT		42.833333	12.833333	IT	4	Aleppo, ?alab, Syria	SY	SY09	26319	36.2028	37.1586	-2541857	20250107101500	https://www.voanews.com/a/what-future-awaits-syria-s-christian-minority-/7926961.html
1219229865	20241208	202412	2024	2024.9260	SYR	SYRIA	SYR								ITA	ITALY	ITA								0	043	043	04	1	2.8	2	1	2	-2.29074889867842	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20250107101500	https://www.voanews.com/a/what-future-awaits-syria-s-christian-minority-/7926961.html
1219229866	20241231	202412	2024	2024.9890	BUS	COMPANY						BUS													1	010	010	01	1	0.0	2	1	2	2.16606498194946	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	0								1	United States	US	US		39.828175	-98.5795	US	20250107101500	https://finance.yahoo.com/news/microsoft-invest-3-billion-expand-082702117.html
1219229867	20241231	202412	2024	2024.9890	BUS	COMPANY						BUS													1	0311	031	03	1	5.2	2	1	2	2.16606498194946	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	0								4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20250107101500	https://finance.yahoo.com/news/microsoft-invest-3-billion-expand-082702117.html
1219229868	20241231	202412	2024	2024.9890	BUS	COMPANY						BUS													1	0311	031	03	1	5.2	2	1	2	2.16606498194946	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	0								1	United States	US	US		39.828175	-98.5795	US	20250107101500	https://finance.yahoo.com/news/microsoft-invest-3-billion-expand-082702117.html
1219229869	20241231	202412	2024	2024.9890	BUS	COMPANY						BUS													1	0311	031	03	1	5.2	6	1	6	2.16606498194946	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20250107101500	https://finance.yahoo.com/news/microsoft-invest-3-billion-expand-082702117.html
1219229870	20250107	202501	2025	2025.0192											AGR	FARMER						AGR			1	036	036	03	1	4.0	10	1	10	-0.29325513196481	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20250107101500	https://www.aginfo.net/report/61560/Farm-of-the-Future/Climate-Change-and-the-Global-Food-System
1219229871	20250107	202501	2025	2025.0192											BUS	BOSS						BUS			0	020	020	02	1	3.0	10	1	10	0.19960079840319	0								4	Zaria, Kaduna, Nigeria	NI	NI23	22834	11.1132	7.72518	-2032065	4	Zaria, Kaduna, Nigeria	NI	NI23	22834	11.1132	7.72518	-2032065	20250107101500	https://thenewsnigeria.com.ng/2025/01/07/yayale-ahmed-filling-gaps-in-nigerias-administrative-reform-history/
1219229872	20250107	202501	2025	2025.0192											BUS	BUSINESS						BUS			1	060	060	06	2	6.0	10	1	10	1.28865979381444	0								4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20250107101500	https://fleetworld.co.uk/be-ev-appoints-new-head-of-bd-from-rival-charging-network/
1219229873	20250107	202501	2025	2025.0192											BUS	COMPANIES						BUS			1	190	190	19	4	-10.0	4	1	4	-2.21285563751317	0								1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20250107101500	https://www.imt.ie/opinion/lol-january-7-2025-07-01-2025/
1219229874	20250107	202501	2025	2025.0192											BUS	COMPANIES						BUS			1	190	190	19	4	-10.0	6	1	6	-2.21285563751317	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250107101500	https://www.imt.ie/opinion/lol-january-7-2025-07-01-2025/
1219229875	20250107	202501	2025	2025.0192											CAN	OTTAWA	CAN								0	046	046	04	1	7.0	10	1	10	-8.07017543859654	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20250107101500	https://www.shorelinemedia.net/ludington_daily_news/news/ag-nessel-shares-resources-highlights-signs-of-trafficking-in-recognition-of-human-trafficking-awareness-month/article_1d1436e0-cc6d-11ef-b8b5-73a416ce3d20.html
1219229876	20250107	202501	2025	2025.0192											CHN	CHINA	CHN								1	141	141	14	3	-6.5	10	1	10	-4.94186046511628	0								4	Hunza, Northern Areas, Pakistan	PK	PK07	40421	36.319	74.6643	-2755729	4	Hunza, Northern Areas, Pakistan	PK	PK07	40421	36.319	74.6643	-2755729	20250107101500	https://dailytimes.com.pk/1254052/kkh-protest-against-power-cuts-halts-pak-china-trade/
