1224472881	20240205	202402	2024	2024.0959											EUR	EUROPE	EUR								1	042	042	04	1	1.9	5	1	5	-1.45631067961165	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250204080000	https://www.yorkpress.co.uk/news/24906322.faithless-orbital-play-scarborough-open-air-theatre/
1224472882	20240205	202402	2024	2024.0959	CAN	CALGARY	CAN								BUS	AIRLINE						BUS			0	036	036	03	1	4.0	9	1	9	4.24954792043399	4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	20250204080000	https://www.traveldailynews.com/aviation/westjet-starts-flights-between-calgary-and-new-york-laguardia-airport-for-summer-2025/
1224472883	20240205	202402	2024	2024.0959	CAN	CALGARY	CAN								BUS	AIRLINE						BUS			0	036	036	03	1	4.0	1	1	1	4.24954792043399	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	20250204080000	https://www.traveldailynews.com/aviation/westjet-starts-flights-between-calgary-and-new-york-laguardia-airport-for-summer-2025/
1224472884	20240205	202402	2024	2024.0959	COP	POLICE						COP													0	180	180	18	4	-9.0	2	1	2	-7.45192307692308	5	North Yorkshire, North Yorkshire, United Kingdom	UK	UKJ7	40123	54.1667	-1.5	-2604430	0								5	North Yorkshire, North Yorkshire, United Kingdom	UK	UKJ7	40123	54.1667	-1.5	-2604430	20250204080000	https://www.yorkpress.co.uk/news/24901450.north-yorkshire-thousands-rape-sex-offences-reported-last-year/
1224472885	20240205	202402	2024	2024.0959	EUR	EUROPE	EUR																		1	043	043	04	1	2.8	5	1	5	-1.45631067961165	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250204080000	https://www.yorkpress.co.uk/news/24906322.faithless-orbital-play-scarborough-open-air-theatre/
1224472886	20240205	202402	2024	2024.0959	GBR	UNITED KINGDOM	GBR																		1	1821	182	18	4	-9.0	4	1	4	-7.45192307692308	5	North Yorkshire, North Yorkshire, United Kingdom	UK	UKJ7	40123	54.1667	-1.5	-2604430	0								5	North Yorkshire, North Yorkshire, United Kingdom	UK	UKJ7	40123	54.1667	-1.5	-2604430	20250204080000	https://www.yorkpress.co.uk/news/24901450.north-yorkshire-thousands-rape-sex-offences-reported-last-year/
1224472887	20240205	202402	2024	2024.0959	GBRCOP	UNITED KINGDOM	GBR					COP													0	180	180	18	4	-9.0	8	1	8	-7.45192307692308	5	North Yorkshire, North Yorkshire, United Kingdom	UK	UKJ7	40123	54.1667	-1.5	-2604430	0								5	North Yorkshire, North Yorkshire, United Kingdom	UK	UKJ7	40123	54.1667	-1.5	-2604430	20250204080000	https://www.yorkpress.co.uk/news/24901450.north-yorkshire-thousands-rape-sex-offences-reported-last-year/
1224472888	20240205	202402	2024	2024.0959	IND	NEW DELHI	IND								REF	REFUGEE						REF			0	0233	023	02	1	3.4	3	1	3	-2.79642058165548	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250204080000	https://www.aljazeera.com/news/2025/2/4/criminalised-for-politics-rohingya-caught-in-delhi-election-crossfire
1224472889	20240205	202402	2024	2024.0959	IND	NEW DELHI	IND								REF	REFUGEE						REF			0	1233	123	12	3	-4.0	3	1	3	-2.79642058165548	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250204080000	https://www.aljazeera.com/news/2025/2/4/criminalised-for-politics-rohingya-caught-in-delhi-election-crossfire
1224472890	20240205	202402	2024	2024.0959	ISR	ISRAEL	ISR								IRN	TEHRAN	IRN								0	138	138	13	3	-7.0	3	3	3	-3.3839169647127	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250204080000	https://www.maitlandmercury.com.au/story/8884163/trump-netanyahu-to-hold-pivotal-talks-on-middle-east/?cs=7607
