1205581849	20231023	202310	2023	2023.8027	BUS	AUTOMAKER						BUS			MNCJPN	TOYOTA	JPN					MNC			1	100	100	10	3	-5.0	10	1	10	0.52966101694915	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20241022140000	https://www.autoweek.com/news/a62193247/2024-autoweek-vanguard-award-company/
1205581850	20231023	202310	2023	2023.8027	GBR	EDINBURGH	GBR								AUS	VICTORIA	AUS								1	051	051	05	1	3.4	10	1	10	7.60233918128655	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	20241022140000	https://www.sussexexpress.co.uk/arts-and-culture/mark-simmons-joke-of-the-fringe-2024-winner-comes-to-hastings-4834677
1205581851	20231023	202310	2023	2023.8027	LEG	SENATOR						LEG													1	012	012	01	1	-0.4	6	1	6	0.14471780028944	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20241022140000	https://www.foxnews.com/politics/anonymous-gop-senator-concerned-about-grassley-91-reclaiming-key-judiciary-committee-chair-report
1205581852	20231023	202310	2023	2023.8027	LEG	SENATOR						LEG			USA	UNITED STATES	USA								1	012	012	01	1	-0.4	4	1	4	0.14471780028944	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20241022140000	https://www.foxnews.com/politics/anonymous-gop-senator-concerned-about-grassley-91-reclaiming-key-judiciary-committee-chair-report
1205581853	20231023	202310	2023	2023.8027	MNCJPN	TOYOTA	JPN					MNC			BUS	AUTOMAKER						BUS			1	0831	083	08	2	5.0	6	1	6	0.52966101694915	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20241022140000	https://www.autoweek.com/news/a62193247/2024-autoweek-vanguard-award-company/
1205581854	20231023	202310	2023	2023.8027	USA	UNITED STATES	USA								MNCJPN	TOYOTA	JPN					MNC			1	0831	083	08	2	5.0	4	1	4	0.52966101694915	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20241022140000	https://www.autoweek.com/news/a62193247/2024-autoweek-vanguard-award-company/
1205581855	20240922	202409	2024	2024.7178											GBR	LONDON	GBR								0	061	061	06	2	6.4	4	1	4	-1.32669983416252	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	Hong Kong	HK	HK		22.25	114.166667	HK	20241022140000	https://www.thelawyermag.com/au/practice-areas/building-and-construction/hfw-welcomes-sean-marriott-as-a-disputes-partner-in-perth/510701
1205581856	20240922	202409	2024	2024.7178	ARE	UNITED ARAB EMIRATES	ARE								HLH	HOSPITAL						HLH			1	043	043	04	1	2.8	12	2	12	-3.93939393939394	4	Ministry Of Health, Dubayy, United Arab Emirates	AE	AE03	28575	25.2501	55.303	11412391	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	20241022140000	https://www.yahoo.com/news/germany-detects-first-case-dangerous-132227459.html
1205581857	20240922	202409	2024	2024.7178	ARE	UNITED ARAB EMIRATES	ARE								HLH	HOSPITAL						HLH			1	043	043	04	1	2.8	8	2	8	-3.93939393939394	4	Ministry Of Health, Dubayy, United Arab Emirates	AE	AE03	28575	25.2501	55.303	11412391	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	4	Ministry Of Health, Dubayy, United Arab Emirates	AE	AE03	28575	25.2501	55.303	11412391	20241022140000	https://www.yahoo.com/news/germany-detects-first-case-dangerous-132227459.html
1205581858	20240922	202409	2024	2024.7178	COP	PRISON						COP													1	084	084	08	2	7.0	8	1	8	-8.23947836395969	4	Wandsworth, Wandsworth, United Kingdom	UK	UKP1	40133	51.45	-0.2	-2610857	0								4	Wandsworth, Wandsworth, United Kingdom	UK	UKP1	40133	51.45	-0.2	-2610857	20241022140000	https://www.lbc.co.uk/news/hm-wandsworth-staff-reveals-the-shocking-state-of-british-prisons/
1205581859	20240922	202409	2024	2024.7178	COP	PRISON						COP													1	111	111	11	3	-2.0	6	1	6	-8.23947836395969	4	Brighton, Brighton and Hove, United Kingdom	UK	UKB6	40137	50.8333	-0.15	-2590884	0								4	Brighton, Brighton and Hove, United Kingdom	UK	UKB6	40137	50.8333	-0.15	-2590884	20241022140000	https://www.lbc.co.uk/news/hm-wandsworth-staff-reveals-the-shocking-state-of-british-prisons/
1205581860	20240922	202409	2024	2024.7178	COP	PRISON						COP			GBR	UNITED KINGDOM	GBR								1	111	111	11	3	-2.0	2	1	2	-8.23947836395969	4	Wandsworth, Wandsworth, United Kingdom	UK	UKP1	40133	51.45	-0.2	-2610857	4	Wandsworth, Wandsworth, United Kingdom	UK	UKP1	40133	51.45	-0.2	-2610857	4	Wandsworth, Wandsworth, United Kingdom	UK	UKP1	40133	51.45	-0.2	-2610857	20241022140000	https://www.lbc.co.uk/news/hm-wandsworth-staff-reveals-the-shocking-state-of-british-prisons/
