1218856574	20150107	201501	2015	2015.0192											MED	JOURNALIST						MED			1	051	051	05	1	3.4	10	1	10	2.9320987654321	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250104163000	https://www.pakistantoday.com.pk/2025/01/04/china-leads-new-media-internet-penetration-reaches-over-1-1b-users/
1218856575	20240105	202401	2024	2024.0137											GBR	UNITED KINGDOM	GBR								0	052	052	05	1	3.5	1	1	1	0.24630541871921	0								4	Clacton, Essex, United Kingdom	UK	UKE4	40108	51.7833	1.16667	-2592633	4	Clacton, Essex, United Kingdom	UK	UKE4	40108	51.7833	1.16667	-2592633	20250104163000	https://www.independent.co.uk/news/uk/politics/nigel-farage-elon-musk-tommy-robinson-reform-uk-b2673654.html
1218856576	20240105	202401	2024	2024.0137											IRL	IRELAND	IRL								1	190	190	19	4	-10.0	2	1	2	1.82767624020888	0								4	Nenagh, North Tipperary, Ireland	EI	EI38	18305	52.8619	-8.19667	-1504831	4	Nenagh, North Tipperary, Ireland	EI	EI38	18305	52.8619	-8.19667	-1504831	20250104163000	https://www.irishmirror.ie/news/irish-news/irish-chef-shot-dead-last-34419026
1218856577	20240105	202401	2024	2024.0137	GBRBUS	UNITED KINGDOM	GBR					BUS			GBR	LONDON	GBR								1	050	050	05	1	3.5	1	1	1	4.45920303605314	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20250104163000	https://www.yahoo.com/news/don-t-let-white-lotus-082546364.html
1218856578	20240105	202401	2024	2024.0137	GBRBUS	UNITED KINGDOM	GBR					BUS			GBR	LONDON	GBR								1	050	050	05	1	3.5	1	1	1	4.45920303605314	1	Laos	LA	LA		18	105	LA	1	Laos	LA	LA		18	105	LA	1	Laos	LA	LA		18	105	LA	20250104163000	https://www.yahoo.com/news/don-t-let-white-lotus-082546364.html
1218856579	20240105	202401	2024	2024.0137	GOV	AUTHORITIES						GOV			IGOEUREEC	EUROPEAN UNION	EUR	EEC				IGO			1	060	060	06	2	6.0	10	1	10	-5.10948905109489	4	Le Havre, Haute-Normandie, France	FR	FRA7	16277	49.5	0.133333	-1441598	4	Le Havre, Haute-Normandie, France	FR	FRA7	16277	49.5	0.133333	-1441598	4	Le Havre, Haute-Normandie, France	FR	FRA7	16277	49.5	0.133333	-1441598	20250104163000	https://www.devdiscourse.com/article/law-order/3215098-major-cocaine-bust-french-police-seize-two-tonnes-at-port-of-le-havre
1218856580	20240105	202401	2024	2024.0137	GOV	PRESIDENT						GOV			RUS	RUSSIA	RUS								1	111	111	11	3	-2.0	8	1	8	-7.69230769230769	4	Belgorod, Belgorodskaya Oblast', Russia	RS	RS09	25036	50.6107	36.5802	-2883930	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20250104163000	https://thedefensepost.com/2025/01/04/russia-response-atacms-belgorod/
1218856581	20240105	202401	2024	2024.0137	IGOEUREEC	EUROPEAN UNION	EUR	EEC				IGO			GOV	AUTHORITIES						GOV			1	010	010	01	1	0.0	10	1	10	-5.10948905109489	4	Le Havre, Haute-Normandie, France	FR	FRA7	16277	49.5	0.133333	-1441598	4	Le Havre, Haute-Normandie, France	FR	FRA7	16277	49.5	0.133333	-1441598	4	Le Havre, Haute-Normandie, France	FR	FRA7	16277	49.5	0.133333	-1441598	20250104163000	https://www.devdiscourse.com/article/law-order/3215098-major-cocaine-bust-french-police-seize-two-tonnes-at-port-of-le-havre
1218856582	20240105	202401	2024	2024.0137	IGOEUREEC	EUROPEAN UNION	EUR	EEC				IGO			GOV	AUTHORITIES						GOV			1	060	060	06	2	6.0	10	1	10	-5.10948905109489	4	Le Havre, Haute-Normandie, France	FR	FRA7	16277	49.5	0.133333	-1441598	4	Le Havre, Haute-Normandie, France	FR	FRA7	16277	49.5	0.133333	-1441598	4	Le Havre, Haute-Normandie, France	FR	FRA7	16277	49.5	0.133333	-1441598	20250104163000	https://www.devdiscourse.com/article/law-order/3215098-major-cocaine-bust-french-police-seize-two-tonnes-at-port-of-le-havre
1218856583	20240105	202401	2024	2024.0137	IRL	IRELAND	IRL																		1	193	193	19	4	-10.0	2	1	2	1.82767624020888	4	Nenagh, North Tipperary, Ireland	EI	EI38	18305	52.8619	-8.19667	-1504831	0								4	Nenagh, North Tipperary, Ireland	EI	EI38	18305	52.8619	-8.19667	-1504831	20250104163000	https://www.irishmirror.ie/news/irish-news/irish-chef-shot-dead-last-34419026
