1225608744	20240211	202402	2024	2024.1123	AUS	QUEENSLAND	AUS								BUS	INDUSTRY						BUS			1	042	042	04	1	1.9	1	1	1	-2.65604249667995	4	Bendigo, Victoria, Australia	AS	AS07	5391	-36.7582	144.28	-1558533	4	Bendigo, Victoria, Australia	AS	AS07	5391	-36.7582	144.28	-1558533	4	Bendigo, Victoria, Australia	AS	AS07	5391	-36.7582	144.28	-1558533	20250210094500	https://www.theland.com.au/story/8888798/alfoxton-poll-merino-rams-reach-top-price-of-4500/
1225608745	20240211	202402	2024	2024.1123	AUS	AUSTRALIA	AUS								BUS	INDUSTRY						BUS			1	042	042	04	1	1.9	1	1	1	-2.65604249667995	4	Stanthorpe, Queensland, Australia	AS	AS04	5091	-28.6572	151.934	-1601987	4	Bendigo, Victoria, Australia	AS	AS07	5391	-36.7582	144.28	-1558533	4	Stanthorpe, Queensland, Australia	AS	AS04	5091	-28.6572	151.934	-1601987	20250210094500	https://www.theland.com.au/story/8888798/alfoxton-poll-merino-rams-reach-top-price-of-4500/
1225608746	20240211	202402	2024	2024.1123	AUS	AUSTRALIA	AUS								BUS	INDUSTRY						BUS			1	042	042	04	1	1.9	1	1	1	-2.65604249667995	4	Stanthorpe, Queensland, Australia	AS	AS04	5091	-28.6572	151.934	-1601987	4	Stanthorpe, Queensland, Australia	AS	AS04	5091	-28.6572	151.934	-1601987	4	Stanthorpe, Queensland, Australia	AS	AS04	5091	-28.6572	151.934	-1601987	20250210094500	https://www.theland.com.au/story/8888798/alfoxton-poll-merino-rams-reach-top-price-of-4500/
1225608747	20240211	202402	2024	2024.1123	AUS	AUSTRALIA	AUS								BUS	INDUSTRY						BUS			1	043	043	04	1	2.8	1	1	1	-2.65604249667995	4	Stanthorpe, Queensland, Australia	AS	AS04	5091	-28.6572	151.934	-1601987	4	Stanthorpe, Queensland, Australia	AS	AS04	5091	-28.6572	151.934	-1601987	4	Stanthorpe, Queensland, Australia	AS	AS04	5091	-28.6572	151.934	-1601987	20250210094500	https://www.theland.com.au/story/8888798/alfoxton-poll-merino-rams-reach-top-price-of-4500/
1225608748	20240211	202402	2024	2024.1123	AUS	AUSTRALIA	AUS								BUS	INDUSTRY						BUS			1	043	043	04	1	2.8	3	1	3	-2.65604249667995	4	Roseville Park, New South Wales, Australia	AS	AS02	5104	-33.7652	151.185	11357216	4	Roseville Park, New South Wales, Australia	AS	AS02	5104	-33.7652	151.185	11357216	4	Stanthorpe, Queensland, Australia	AS	AS04	5091	-28.6572	151.934	-1601987	20250210094500	https://www.theland.com.au/story/8888798/alfoxton-poll-merino-rams-reach-top-price-of-4500/
1225608749	20240211	202402	2024	2024.1123	BUS	COMPANY						BUS													0	0311	031	03	1	5.2	1	1	1	4.32432432432433	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	0								4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	20250210094500	https://www.siliconrepublic.com/jobs-news/mackle-food-company-32-jobs-automation-investment
1225608750	20240211	202402	2024	2024.1123	BUS	INDUSTRY						BUS			AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	2	1	2	-2.65604249667995	4	Bendigo, Victoria, Australia	AS	AS07	5391	-36.7582	144.28	-1558533	4	Bendigo, Victoria, Australia	AS	AS07	5391	-36.7582	144.28	-1558533	4	Bendigo, Victoria, Australia	AS	AS07	5391	-36.7582	144.28	-1558533	20250210094500	https://www.theland.com.au/story/8888798/alfoxton-poll-merino-rams-reach-top-price-of-4500/
1225608751	20240211	202402	2024	2024.1123	BUS	INDUSTRY						BUS			AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	1	1	1	-2.65604249667995	4	Bendigo, Victoria, Australia	AS	AS07	5391	-36.7582	144.28	-1558533	4	Bendigo, Victoria, Australia	AS	AS07	5391	-36.7582	144.28	-1558533	4	Stanthorpe, Queensland, Australia	AS	AS04	5091	-28.6572	151.934	-1601987	20250210094500	https://www.theland.com.au/story/8888798/alfoxton-poll-merino-rams-reach-top-price-of-4500/
1225608752	20240211	202402	2024	2024.1123	BUS	INDUSTRY						BUS			AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	1	1	1	-2.65604249667995	4	Stanthorpe, Queensland, Australia	AS	AS04	5091	-28.6572	151.934	-1601987	4	Stanthorpe, Queensland, Australia	AS	AS04	5091	-28.6572	151.934	-1601987	4	Stanthorpe, Queensland, Australia	AS	AS04	5091	-28.6572	151.934	-1601987	20250210094500	https://www.theland.com.au/story/8888798/alfoxton-poll-merino-rams-reach-top-price-of-4500/
1225608753	20240211	202402	2024	2024.1123	BUS	INDUSTRY						BUS			AUS	AUSTRALIA	AUS								1	043	043	04	1	2.8	1	1	1	-2.65604249667995	4	Stanthorpe, Queensland, Australia	AS	AS04	5091	-28.6572	151.934	-1601987	4	Stanthorpe, Queensland, Australia	AS	AS04	5091	-28.6572	151.934	-1601987	4	Stanthorpe, Queensland, Australia	AS	AS04	5091	-28.6572	151.934	-1601987	20250210094500	https://www.theland.com.au/story/8888798/alfoxton-poll-merino-rams-reach-top-price-of-4500/
