1205590718	20231023	202310	2023	2023.8027	BUS	COMPANY						BUS			USA	UNITED STATES	USA								0	112	112	11	3	-2.0	4	1	4	-6.53266331658291	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20241022144500	https://www.forbes.com/sites/tylerroush/2024/10/22/former-abercrombie--fitch-ceo-mike-jeffries-arrested-in-sex-trafficking-probe/
1205590719	20231023	202310	2023	2023.8027	GOV	PRIME MINISTER						GOV			RUS	RUSSIA	RUS								0	042	042	04	1	1.9	6	1	6	4.02684563758389	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20241022144500	https://en.vietnamplus.vn/vietnam-to-play-active-role-at-expanded-brics-summit-post300712.vnp
1205590720	20231023	202310	2023	2023.8027	ISR	ISRAEL	ISR								PSEREB	HAMAS	PSE					REB			1	190	190	19	4	-10.0	1	1	1	-3.02267002518892	1	Gaza Strip	GZ	GZ		31.425074	34.373398	GZ	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	1	Gaza Strip	GZ	GZ		31.425074	34.373398	GZ	20241022144500	https://www.jpost.com/breaking-news/article-825654
1205590721	20231023	202310	2023	2023.8027	LAB	EMPLOYEE						LAB			ISR	ISRAELI	ISR								0	173	173	17	4	-5.0	5	1	5	-4.3298969072165	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20241022144500	https://gizmodo.com/why-did-kevin-from-the-office-call-for-the-president-of-moldova-to-be-overthrown-2000514805
1205590722	20231023	202310	2023	2023.8027	LAB	EMPLOYEE						LAB			ISR	ISRAEL	ISR								0	173	173	17	4	-5.0	2	1	2	-4.3298969072165	1	Russia	RS	RS		60	100	RS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20241022144500	https://gizmodo.com/why-did-kevin-from-the-office-call-for-the-president-of-moldova-to-be-overthrown-2000514805
1205590723	20231023	202310	2023	2023.8027	LAB	EMPLOYEE						LAB			ISR	ISRAEL	ISR								0	173	173	17	4	-5.0	1	1	1	-4.3298969072165	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20241022144500	https://gizmodo.com/why-did-kevin-from-the-office-call-for-the-president-of-moldova-to-be-overthrown-2000514805
1205590724	20231023	202310	2023	2023.8027	NOR	NORWAY	NOR																		1	040	040	04	1	1.0	4	1	4	-13.0584192439863	4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	0								4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	20241022144500	https://www.tnp.no/norway/panorama/3502-breivik-claims-he-is-tortured/
1205590725	20231023	202310	2023	2023.8027	NOR	NORWAY	NOR																		1	114	114	11	3	-2.0	4	1	4	-13.0584192439863	4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	0								4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	20241022144500	https://www.tnp.no/norway/panorama/3502-breivik-claims-he-is-tortured/
1205590726	20231023	202310	2023	2023.8027	THA	THAI	THA								GOV	PRESIDENT						GOV			1	084	084	08	2	7.0	3	1	3	-0.806451612903226	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	20241022144500	https://www.tnp.no/norway/travel/1520-thai-opens-direct-flights-to-oslo-norway/
1205590727	20231023	202310	2023	2023.8027	THA	THAI	THA								GOV	PRESIDENT						GOV			1	170	170	17	4	-7.0	3	1	3	-0.806451612903226	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20241022144500	https://www.tnp.no/norway/travel/1520-thai-opens-direct-flights-to-oslo-norway/
