1214797520	20231211	202312	2023	2023.9342											ESP	SPAIN	ESP								1	042	042	04	1	1.9	1	1	1	-1.96779964221824	0								1	Spain	SP	SP		40	-4	SP	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20241210143000	https://www.irishmirror.ie/showbiz/irish-showbiz/pat-kenny-eurovision-fake-name-34285126
1214797521	20231211	202312	2023	2023.9342	BUS	COMPANY						BUS													1	010	010	01	1	0.0	3	1	3	0.911854103343465	1	Chile	CI	CI		-30	-71	CI	0								1	Chile	CI	CI		-30	-71	CI	20241210143000	https://www.freshplaza.com/north-america/article/9686351/first-container-of-chilean-cherry-express-arrived-at-guangzhou-jiangnan-market-on-the-evening-of-the-8th/
1214797522	20231211	202312	2023	2023.9342	CHL	CHILE	CHL								BUS	COMPANY						BUS			1	010	010	01	1	0.0	2	1	2	0.911854103343465	1	Chile	CI	CI		-30	-71	CI	1	Chile	CI	CI		-30	-71	CI	1	Chile	CI	CI		-30	-71	CI	20241210143000	https://www.freshplaza.com/north-america/article/9686351/first-container-of-chilean-cherry-express-arrived-at-guangzhou-jiangnan-market-on-the-evening-of-the-8th/
1214797523	20231211	202312	2023	2023.9342	CHN	CHINA	CHN																		1	110	110	11	3	-2.0	3	1	3	-3.2345013477089	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20241210143000	https://von.gov.ng/assads-fall-exposes-limits-of-chinas-middle-east-diplomacy/
1214797524	20231211	202312	2023	2023.9342	CHN	CHINA	CHN								IDN	INDONESIA	IDN								1	010	010	01	1	0.0	2	1	2	-1.13314447592068	4	Xinyi, Anhui, China	CH	CH01	12998	31.1964	118.354	10536981	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Xinyi, Anhui, China	CH	CH01	12998	31.1964	118.354	10536981	20241210143000	https://www.thejakartapost.com/business/2024/12/10/more-than-one-year-later-stalled-relocation-blights-rempang-project.html
1214797525	20231211	202312	2023	2023.9342	ESP	SPAIN	ESP																		1	043	043	04	1	2.8	1	1	1	-1.96779964221824	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20241210143000	https://www.irishmirror.ie/showbiz/irish-showbiz/pat-kenny-eurovision-fake-name-34285126
1214797526	20231211	202312	2023	2023.9342	ESP	SPAIN	ESP								IRL	IRELAND	IRL								1	043	043	04	1	2.8	3	1	3	-1.96779964221824	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20241210143000	https://www.irishmirror.ie/showbiz/irish-showbiz/pat-kenny-eurovision-fake-name-34285126
1214797527	20231211	202312	2023	2023.9342	GOV	STATE OWNED						GOV													1	013	013	01	1	0.4	6	1	6	1.96629213483147	4	Kovacica, , Serbia	RI	RI00	47647	45.1117	20.6214	-85449	0								4	Kovacica, , Serbia	RI	RI00	47647	45.1117	20.6214	-85449	20241210143000	https://www.marketscreener.com/quote/stock/ENLIGHT-RENEWABLE-ENERGY--56536830/news/Enlight-Renewable-Energy-Announces-the-Initial-Commencement-of-Commercial-Operations-at-the-Pupin-Wi-48560125/
1214797528	20231211	202312	2023	2023.9342	GOV	GOVERNMENT						GOV			CHNGOV	CHINA	CHN					GOV			1	010	010	01	1	0.0	2	1	2	-1.13314447592068	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Xinyi, Anhui, China	CH	CH01	12998	31.1964	118.354	10536981	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	20241210143000	https://www.thejakartapost.com/business/2024/12/10/more-than-one-year-later-stalled-relocation-blights-rempang-project.html
1214797529	20231211	202312	2023	2023.9342	GOV	STATE OWNED						GOV			DEU	GERMANY	DEU								1	013	013	01	1	0.4	4	1	4	1.96629213483147	4	Kovacica, , Serbia	RI	RI00	47647	45.1117	20.6214	-85449	4	Kovacica, , Serbia	RI	RI00	47647	45.1117	20.6214	-85449	4	Kovacica, , Serbia	RI	RI00	47647	45.1117	20.6214	-85449	20241210143000	https://www.marketscreener.com/quote/stock/ENLIGHT-RENEWABLE-ENERGY--56536830/news/Enlight-Renewable-Energy-Announces-the-Initial-Commencement-of-Commercial-Operations-at-the-Pupin-Wi-48560125/
1214797530	20231211	202312	2023	2023.9342	IND	MANIPUR	IND								LEG	LEGISLATOR						LEG			1	125	125	12	3	-5.0	4	1	4	-3.99274047186933	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20241210143000	https://www.prokerala.com/news/articles/a1588993.html
1214797531	20231211	202312	2023	2023.9342	IRL	IRELAND	IRL								ESP	SPAIN	ESP								1	042	042	04	1	1.9	3	1	3	-1.96779964221824	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	1	Spain	SP	SP		40	-4	SP	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20241210143000	https://www.irishmirror.ie/showbiz/irish-showbiz/pat-kenny-eurovision-fake-name-34285126
1214797532	20231211	202312	2023	2023.9342	JUD	SUPREME COURT						JUD													0	120	120	12	3	-4.0	4	1	4	-2.04808548530721	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	0								3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20241210143000	https://www.arkansasonline.com/news/2024/dec/10/justices-decline-to-decide-on-issues/
1214797533	20231211	202312	2023	2023.9342	JUD	SUPREME COURT						JUD													0	120	120	12	3	-4.0	6	1	6	-2.04808548530721	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	0								2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20241210143000	https://www.arkansasonline.com/news/2024/dec/10/justices-decline-to-decide-on-issues/
1214797534	20231211	202312	2023	2023.9342	NZL	NEW ZEALAND	NZL																		1	073	073	07	2	7.4	10	1	10	-4.80769230769231	5	Auckland, Auckland, New Zealand	NZ	NZE7	22379	-36.75	174.583	11483124	0								5	Auckland, Auckland, New Zealand	NZ	NZE7	22379	-36.75	174.583	11483124	20241210143000	https://www.itv.com/news/2024-12-10/meth-worth-17m-found-wrapped-as-christmas-presents-in-airport-carry-on
1214797535	20231211	202312	2023	2023.9342	USA	THE US	USA								GOV	PRESIDENT						GOV			1	010	010	01	1	0.0	8	1	8	-1.13314447592068	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Xinyi, Anhui, China	CH	CH01	12998	31.1964	118.354	10536981	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	20241210143000	https://www.thejakartapost.com/business/2024/12/10/more-than-one-year-later-stalled-relocation-blights-rempang-project.html
1214797536	20241110	202411	2024	2024.8493	COP	POLICE						COP			GBR	LONDON	GBR								1	112	112	11	3	-2.0	3	1	3	-6.5625	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20241210143000	https://www.aa.com.tr/en/europe/6-charged-with-being-members-of-pkk-terror-group-in-uk/3420096
1214797537	20241110	202411	2024	2024.8493	NGOENV	GREENPEACE						NGO	ENV		GBR	BRITAIN	GBR								0	060	060	06	2	6.0	7	1	7	-1.2987012987013	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20241210143000	https://www.theglobeandmail.com/business/industry-news/energy-and-resources/article-shell-settles-lawsuit-against-greenpeace-over-activists-boarding-oil/
1214797538	20241110	202411	2024	2024.8493	UAF	TERRORIST ORGANIZATION						UAF			GBR	LONDON	GBR								1	112	112	11	3	-2.0	7	1	7	-6.5625	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20241210143000	https://www.aa.com.tr/en/europe/6-charged-with-being-members-of-pkk-terror-group-in-uk/3420096
1214797539	20241110	202411	2024	2024.8493	USA	UNITED STATES	USA																		1	036	036	03	1	4.0	2	1	2	-2.09424083769633	3	Highlands Ranch High School, Colorado, United States	US	USCO	CO035	39.5448	-104.933	2085568	0								3	Highlands Ranch High School, Colorado, United States	US	USCO		39.5448	-104.933	2085568	20241210143000	https://www.denverpost.com/2024/12/10/douglas-county-schools-ap-african-american-studies/
1214797540	20241203	202412	2024	2024.9123											BRA	BRASILIA	BRA								1	042	042	04	1	1.9	3	1	3	-3.52422907488987	0								1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20241210143000	https://www.transylvaniatimes.com/news/nation_world/brazils-lula-recovering-in-icu-after-undergoing-surgery-to-drain-head-hemorrhage-hospital-says/article_ad2d8d0e-6f23-54e8-b53c-0fffdc66bda6.html
1214797541	20241203	202412	2024	2024.9123	BRA	BRASILIA	BRA								HLH	DOCTOR						HLH			1	043	043	04	1	2.8	5	1	5	-3.52422907488987	4	Brasilia, Distrito Federal, Brazil	BR	BR07	40202	-15.7833	-47.9167	-631243	4	Brasilia, Distrito Federal, Brazil	BR	BR07	40202	-15.7833	-47.9167	-631243	4	Brasilia, Distrito Federal, Brazil	BR	BR07	40202	-15.7833	-47.9167	-631243	20241210143000	https://www.transylvaniatimes.com/news/nation_world/brazils-lula-recovering-in-icu-after-undergoing-surgery-to-drain-head-hemorrhage-hospital-says/article_ad2d8d0e-6f23-54e8-b53c-0fffdc66bda6.html
1214797542	20241203	202412	2024	2024.9123	BUS	BOSS						BUS													0	114	114	11	3	-2.0	4	1	4	-1.42857142857143	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20241210143000	https://www.express.co.uk/celebrity-news/1986895/gino-dacampo-missing-itv-this-morning-party
1214797543	20241203	202412	2024	2024.9123	BUS	EXPORTER						BUS			CAN	CANADA	CAN								1	010	010	01	1	0.0	2	1	2	-2.7536231884058	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20241210143000	https://timesofindia.indiatimes.com/world/rest-of-world/trudeau-canada-will-respond-if-trump-imposes-tariffs/articleshow/116177753.cms
1214797544	20241203	202412	2024	2024.9123	BUS	EXPORTER						BUS			CANGOV	CANADA	CAN					GOV			1	010	010	01	1	0.0	3	1	3	-2.7536231884058	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20241210143000	https://timesofindia.indiatimes.com/world/rest-of-world/trudeau-canada-will-respond-if-trump-imposes-tariffs/articleshow/116177753.cms
1214797545	20241203	202412	2024	2024.9123	COP	POLICE						COP			ISR	JERUSALEM	ISR								1	180	180	18	4	-9.0	10	1	10	-9.67741935483871	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20241210143000	https://www.israelnationalnews.com/news/400525
1214797546	20241203	202412	2024	2024.9123	COP	POLICE FORCE						COP			SYR	DAMASCUS	SYR								0	153	153	15	4	-7.2	2	1	2	-4.67205750224618	4	Aleppo, ?alab, Syria	SY	SY09	26319	36.2028	37.1586	-2541857	4	Aleppo, ?alab, Syria	SY	SY09	26319	36.2028	37.1586	-2541857	4	Aleppo, ?alab, Syria	SY	SY09	26319	36.2028	37.1586	-2541857	20241210143000	https://www.aol.com/syria-free-dictator-rebels-biggest-130813559.html
1214797547	20241203	202412	2024	2024.9123	FRA	FRENCH	FRA								GOV	PRESIDENT						GOV			1	046	046	04	1	7.0	2	1	2	0	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20241210143000	https://en.apa.az/europe/ukraine-peace-talks-possible-this-winter-says-polands-tusk-455254
1214797548	20241203	202412	2024	2024.9123	FRA	FRENCH	FRA								POL	POLAND	POL								1	036	036	03	1	4.0	1	1	1	0	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20241210143000	https://en.apa.az/europe/ukraine-peace-talks-possible-this-winter-says-polands-tusk-455254
1214797549	20241203	202412	2024	2024.9123	FRA	FRENCH	FRA								POL	POLAND	POL								1	036	036	03	1	4.0	1	1	1	0	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20241210143000	https://en.apa.az/europe/ukraine-peace-talks-possible-this-winter-says-polands-tusk-455254
