1218855544	20240105	202401	2024	2024.0137	DNKGRL	GREENLAND	DNK																		1	120	120	12	3	-4.0	10	1	10	-1.56555772994129	4	Nuuk, Vestgrød, Greenland	GL	GL03	25042	64.1833	-51.75	-2084615	0								4	Nuuk, Vestgrød, Greenland	GL	GL03	25042	64.1833	-51.75	-2084615	20250104161500	https://euroweeklynews.com/2025/01/04/greenland-rejects-denmark-islands-independence-on-the-horizon/
1218855545	20240105	202401	2024	2024.0137	USAGOV	JOE BIDEN	USA					GOV			RUS	RUSSIA	RUS								1	111	111	11	3	-2.0	7	1	7	-9.39226519337019	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kharkiv, Kharkivs'ka Oblast', Ukraine	UP	UP07	25036	49.9808	36.2527	-1041320	4	Kharkiv, Kharkivs'ka Oblast', Ukraine	UP	UP07	25036	49.9808	36.2527	-1041320	20250104161500	https://www.spacewar.com/afp/250104114038.bn7lmu6w.html
1218855546	20241228	202412	2024	2024.9808	USA	NEVADA	USA																		0	111	111	11	3	-2.0	8	1	8	4.7883414295628	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	0								2	Nevada, United States	US	USNV		38.4199	-117.122	NV	20250104161500	https://huewire.com/23540-2/
1218855547	20250104	202501	2025	2025.0110											AGO	ANGOLAN	AGO								0	046	046	04	1	7.0	1	1	1	-5.43806646525679	0								1	Angola	AO	AO		-12.5	18.5	AO	4	Kivu, Sud, Rwanda	RW	RW15	21997	-2.631	29.5048	10482168	20250104161500	https://www.newdelhitimes.com/m23-rebels-edge-closer-to-key-town-in-east-dr-congo/
1218855548	20250104	202501	2025	2025.0110											AGO	ANGOLAN	AGO								0	046	046	04	1	7.0	4	1	4	-5.43806646525679	0								1	Angola	AO	AO		-12.5	18.5	AO	1	Angola	AO	AO		-12.5	18.5	AO	20250104161500	https://www.newdelhitimes.com/m23-rebels-edge-closer-to-key-town-in-east-dr-congo/
1218855549	20250104	202501	2025	2025.0110											AGR	FARMER						AGR			1	036	036	03	1	4.0	5	1	5	0.85287846481877	0								0								0								20250104161500	https://www.thehindu.com/news/national/union-minister-claims-agriculture-allied-sector-set-to-grow-at-35-to-4-this-year/article69061985.ece
1218855550	20250104	202501	2025	2025.0110											AGR	FARMER						AGR			1	040	040	04	1	1.0	10	1	10	-0.96385542168675	0								0								0								20250104161500	https://www.thehindu.com/news/cities/Mangalore/reji-joseph-from-kerala-stands-out-as-conservator-of-tuber-varieties/article69062342.ece
1218855551	20250104	202501	2025	2025.0110											BGD	BANGLADESH	BGD								1	063	063	06	2	7.4	10	1	10	-2.47678018575852	0								1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20250104161500	https://zeenews.india.com/india/no-compromise-with-security-of-country-shinde-reacts-on-illegal-immigrants-issue-2839597.html
1218855552	20250104	202501	2025	2025.0110											BUS	BUSINESS						BUS			0	040	040	04	1	1.0	6	1	6	0.12970168612192	0								2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20250104161500	https://medicinehatnews.com/commentary/opinions/2025/01/04/city-notebook-whats-old-is-new/
1218855553	20250104	202501	2025	2025.0110											CAN	CALGARY	CAN								1	042	042	04	1	1.9	10	1	10	-0.914634146341464	0								0								0								20250104161500	https://www.rockdalenewtoncitizen.com/fieldlevel/struggling-predators-bid-to-build-momentum-vs-flames/article_add6e23b-3b1b-5357-a9ef-db6e2e6d084f.html
1218855554	20250104	202501	2025	2025.0110											CHN	SHANGHAI	CHN								0	061	061	06	2	6.4	16	1	8	0.28510334996436	0								4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20250104161500	https://www.theepochtimes.com/china/top-10-time-honored-brands-in-hong-kongs-restaurant-industry-that-closed-in-2024-post-5785581
1218855555	20250104	202501	2025	2025.0110											CHN	SHANGHAI	CHN								0	061	061	06	2	6.4	4	1	2	0.28510334996436	0								4	Sanyang, Zhejiang, China	CH	CH02	13321	27.9557	120.699	121310	4	Sanyang, Zhejiang, China	CH	CH02	13321	27.9557	120.699	121310	20250104161500	https://www.theepochtimes.com/china/top-10-time-honored-brands-in-hong-kongs-restaurant-industry-that-closed-in-2024-post-5785581
1218855556	20250104	202501	2025	2025.0110											CVL	TOURIST						CVL			0	036	036	03	1	4.0	10	1	10	2.54957507082153	0								5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	20250104161500	https://timesofindia.indiatimes.com/life-style/travel/news/kanpur-to-lucknow-in-just-45-minutes-thanks-to-the-upcoming-8-lane-expressway/articleshow/116945997.cms
1218855557	20250104	202501	2025	2025.0110											CVL	CONSTITUENT						CVL			0	040	040	04	1	1.0	6	1	6	4.61031833150384	0								4	Sogakofe, Ghana (general), Ghana	GH	GH00	190671	6	0.6	-2078812	4	Sogakofe, Ghana (general), Ghana	GH	GH00	190671	6	0.6	-2078812	20250104161500	https://www.myjoyonline.com/2024-election-south-tongu-mp-elect-gave-mahama-the-highest-votes-in-percentage-terms/
1218855558	20250104	202501	2025	2025.0110											CVL	CONSTITUENT						CVL			0	040	040	04	1	1.0	4	1	4	4.61031833150384	0								5	Volta Region, Volta, Ghana	GH	GH08	190727	7	0.5	-2079841	5	Volta Region, Volta, Ghana	GH	GH08	190727	7	0.5	-2079841	20250104161500	https://www.myjoyonline.com/2024-election-south-tongu-mp-elect-gave-mahama-the-highest-votes-in-percentage-terms/
1218855559	20250104	202501	2025	2025.0110											CVL	TOURIST						CVL			0	042	042	04	1	1.9	5	1	5	-2.24416517055656	0								1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	20250104161500	https://huewire.com/23546-2/
1218855560	20250104	202501	2025	2025.0110											EDU	STUDENT						EDU			1	020	020	02	1	3.0	3	1	3	3.38645418326694	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20250104161500	https://tribtown.com/2025/01/04/beverly-marie-hanner/
