1220307438	20150116	201501	2015	2015.0438											SWE	SWEDEN	SWE								1	042	042	04	1	1.9	7	1	7	-1.8361581920904	0								1	Sweden	SW	SW		62	15	SW	1	Sweden	SW	SW		62	15	SW	20250113133000	https://yle.fi/a/74-20136560
1220307439	20150116	201501	2015	2015.0438	SWE	SWEDEN	SWE																		1	043	043	04	1	2.8	7	1	7	-1.8361581920904	1	Sweden	SW	SW		62	15	SW	0								1	Sweden	SW	SW		62	15	SW	20250113133000	https://yle.fi/a/74-20136560
1220307440	20240114	202401	2024	2024.0384											AZE	AZERBAIJAN	AZE								0	042	042	04	1	1.9	5	1	5	2.61707988980716	0								4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	20250113133000	https://azertag.az/en/xeber/azerbaijani_press_on_the_path_of_sustainable_development-3369911
1220307441	20240114	202401	2024	2024.0384	AZE	AZERBAIJAN	AZE																		0	043	043	04	1	2.8	5	1	5	2.61707988980716	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	0								4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	20250113133000	https://azertag.az/en/xeber/azerbaijani_press_on_the_path_of_sustainable_development-3369911
1220307442	20240114	202401	2024	2024.0384	CHE	ZURICH	CHE																		1	111	111	11	3	-2.0	5	1	5	5.67164179104478	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20250113133000	https://indiantelevision.com/mam/media-and-advertising/people/banking-to-pharma:-a-marketing-maverick-takes-helm-at-sun-pharma-250113
1220307443	20240114	202401	2024	2024.0384	GBR	UNITED KINGDOM	GBR																		1	173	173	17	4	-5.0	3	1	3	-8.52017937219731	4	Highbridge, Somerset, United Kingdom	UK	UKM3	40129	51.2167	-2.98333	-2598645	0								4	Romford, Havering, United Kingdom	UK	UKF6	40110	51.5833	0.2	-2606452	20250113133000	https://www.burnhamandhighbridgeweeklynews.co.uk/news/national/24852561.mother-man-fatally-shot-outside-party-tells-anger-hurt-pain/
1220307444	20240114	202401	2024	2024.0384	GBR	UNITED KINGDOM	GBR																		1	190	190	19	4	-10.0	2	1	2	-8.52017937219731	4	Highbridge, Somerset, United Kingdom	UK	UKM3	40129	51.2167	-2.98333	-2598645	0								4	Romford, Havering, United Kingdom	UK	UKF6	40110	51.5833	0.2	-2606452	20250113133000	https://www.burnhamandhighbridgeweeklynews.co.uk/news/national/24852561.mother-man-fatally-shot-outside-party-tells-anger-hurt-pain/
1220307445	20240114	202401	2024	2024.0384	GBR	UNITED KINGDOM	GBR																		1	190	190	19	4	-10.0	1	1	1	-8.52017937219731	4	Romford, Havering, United Kingdom	UK	UKF6	40110	51.5833	0.2	-2606452	0								4	Highbridge, Somerset, United Kingdom	UK	UKM3	40129	51.2167	-2.98333	-2598645	20250113133000	https://www.burnhamandhighbridgeweeklynews.co.uk/news/national/24852561.mother-man-fatally-shot-outside-party-tells-anger-hurt-pain/
1220307446	20240114	202401	2024	2024.0384	GOV	REGIME						GOV													0	141	141	14	3	-6.5	6	1	6	-4.20757363253857	4	Hampstead, Camden, United Kingdom	UK	UKC4	40110	51.55	-0.183333	-2598069	0								4	Hampstead, Camden, United Kingdom	UK	UKC4	40110	51.55	-0.183333	-2598069	20250113133000	https://www.itv.com/news/2025-01-13/tulip-siddiq-and-the-deposed-bangladeshi-regime-whats-going-on
1220307447	20240114	202401	2024	2024.0384	GOV	REGIME						GOV													0	141	141	14	3	-6.5	4	1	4	-4.20757363253857	1	Bangladesh	BG	BG		24	90	BG	0								1	Bangladesh	BG	BG		24	90	BG	20250113133000	https://www.itv.com/news/2025-01-13/tulip-siddiq-and-the-deposed-bangladeshi-regime-whats-going-on
1220307448	20240114	202401	2024	2024.0384	GRD	GRENADA	GRD								CHN	CHINA	CHN								0	051	051	05	1	3.4	2	1	2	5.16129032258065	4	Xizang, Gansu, China	CH	CH15	13270	33.8738	103.952	10631385	4	Xizang, Gansu, China	CH	CH15	13270	33.8738	103.952	10631385	4	Xizang, Gansu, China	CH	CH15	13270	33.8738	103.952	10631385	20250113133000	https://www.fmprc.gov.cn/mfa_eng/xw/zyxw/202501/t20250113_11532619.html
1220307449	20240114	202401	2024	2024.0384	GRD	GRENADA	GRD								CHN	CHINA	CHN								0	051	051	05	1	3.4	2	1	2	5.64516129032258	1	Grenada	GJ	GJ		12.116667	-61.666667	GJ	4	Xizang, Gansu, China	CH	CH15	13270	33.8738	103.952	10631385	4	Xizang, Gansu, China	CH	CH15	13270	33.8738	103.952	10631385	20250113133000	https://www.shine.cn/news/nation/2501136693/
1220307450	20240114	202401	2024	2024.0384	GRD	GRENADA	GRD								CHN	CHINA	CHN								0	051	051	05	1	3.4	4	2	4	5.40322580645162	1	Grenada	GJ	GJ		12.116667	-61.666667	GJ	1	Grenada	GJ	GJ		12.116667	-61.666667	GJ	1	Grenada	GJ	GJ		12.116667	-61.666667	GJ	20250113133000	https://www.fmprc.gov.cn/mfa_eng/xw/zyxw/202501/t20250113_11532619.html
1220307451	20240114	202401	2024	2024.0384	GRD	GRENADA	GRD								CHN	CHINA	CHN								0	060	060	06	2	6.0	2	1	2	5.16129032258065	4	Xizang, Gansu, China	CH	CH15	13270	33.8738	103.952	10631385	4	Xizang, Gansu, China	CH	CH15	13270	33.8738	103.952	10631385	1	Grenada	GJ	GJ		12.116667	-61.666667	GJ	20250113133000	https://www.fmprc.gov.cn/mfa_eng/xw/zyxw/202501/t20250113_11532619.html
1220307452	20240114	202401	2024	2024.0384	GRD	GRENADA	GRD								CHN	CHINA	CHN								0	060	060	06	2	6.0	2	1	2	5.64516129032258	1	Grenada	GJ	GJ		12.116667	-61.666667	GJ	4	Xizang, Gansu, China	CH	CH15	13270	33.8738	103.952	10631385	4	Xizang, Gansu, China	CH	CH15	13270	33.8738	103.952	10631385	20250113133000	https://www.shine.cn/news/nation/2501136693/
1220307453	20240114	202401	2024	2024.0384	GRD	GRENADA	GRD								CHN	CHINA	CHN								0	060	060	06	2	6.0	2	1	2	5.16129032258065	1	Grenada	GJ	GJ		12.116667	-61.666667	GJ	1	Grenada	GJ	GJ		12.116667	-61.666667	GJ	4	Xizang, Gansu, China	CH	CH15	13270	33.8738	103.952	10631385	20250113133000	https://www.fmprc.gov.cn/mfa_eng/xw/zyxw/202501/t20250113_11532619.html
1220307454	20240114	202401	2024	2024.0384	GRD	GRENADA	GRD								CHN	CHINA	CHN								0	060	060	06	2	6.0	2	1	2	5.64516129032258	1	Grenada	GJ	GJ		12.116667	-61.666667	GJ	1	Grenada	GJ	GJ		12.116667	-61.666667	GJ	1	Grenada	GJ	GJ		12.116667	-61.666667	GJ	20250113133000	https://www.shine.cn/news/nation/2501136693/
1220307455	20240114	202401	2024	2024.0384	JUD	JUDGE						JUD													1	016	016	01	1	-2.0	3	1	3	-5.71240971766251	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	20250113133000	https://thefederalist.com/2025/01/13/garland-seeks-to-trample-americans-due-process-rights-to-get-trump/
1220307456	20240114	202401	2024	2024.0384	JUD	JUDGE						JUD													1	173	173	17	4	-5.0	5	1	5	-5.71240971766251	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	20250113133000	https://thefederalist.com/2025/01/13/garland-seeks-to-trample-americans-due-process-rights-to-get-trump/
1220307457	20240114	202401	2024	2024.0384	JUD	JUDGE						JUD			USA	UNITED STATES	USA								1	016	016	01	1	-2.0	2	1	2	-5.71240971766251	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20250113133000	https://thefederalist.com/2025/01/13/garland-seeks-to-trample-americans-due-process-rights-to-get-trump/
1220307458	20241214	202412	2024	2024.9425											TCD	CHAD	TCD								1	060	060	06	2	6.0	10	1	10	-1.09890109890109	0								1	Chad	CD	CD		15	19	CD	1	Chad	CD	CD		15	19	CD	20250113133000	https://northafricapost.com/83411-chads-ruling-party-secures-two-thirds-majority-in-legislative-vote.html
1220307459	20241214	202412	2024	2024.9425	GOV	ENVOY						GOV			JOR	JORDAN	JOR								1	051	051	05	1	3.4	1	1	1	2.19966159052453	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Amman, (JO11), Jordan	JO	JO11	36728	31.95	35.9333	-970362	4	Amman, (JO11), Jordan	JO	JO11	36728	31.95	35.9333	-970362	20250113133000	https://www.newdelhitimes.com/top-vatican-diplomat-inaugurates-consecrates-catholic-church-at-jesus-baptism-site/
1220307460	20241214	202412	2024	2024.9425	GOV	ENVOY						GOV			JOR	JORDAN	JOR								1	051	051	05	1	3.4	1	1	1	2.19966159052453	4	Amman, (JO11), Jordan	JO	JO11	36728	31.95	35.9333	-970362	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20250113133000	https://www.newdelhitimes.com/top-vatican-diplomat-inaugurates-consecrates-catholic-church-at-jesus-baptism-site/
1220307461	20241214	202412	2024	2024.9425	GOV	ENVOY						GOV			JOR	JORDAN	JOR								1	051	051	05	1	3.4	3	1	3	2.19966159052453	4	Amman, (JO11), Jordan	JO	JO11	36728	31.95	35.9333	-970362	4	Amman, (JO11), Jordan	JO	JO11	36728	31.95	35.9333	-970362	4	Amman, (JO11), Jordan	JO	JO11	36728	31.95	35.9333	-970362	20250113133000	https://www.newdelhitimes.com/top-vatican-diplomat-inaugurates-consecrates-catholic-church-at-jesus-baptism-site/
1220307462	20241214	202412	2024	2024.9425	GOV	ENVOY						GOV			VAT	VATICAN	VAT								1	040	040	04	1	1.0	2	1	2	2.19966159052453	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Amman, (JO11), Jordan	JO	JO11	36728	31.95	35.9333	-970362	4	Amman, (JO11), Jordan	JO	JO11	36728	31.95	35.9333	-970362	20250113133000	https://www.newdelhitimes.com/top-vatican-diplomat-inaugurates-consecrates-catholic-church-at-jesus-baptism-site/
1220307463	20241214	202412	2024	2024.9425	GOV	ENVOY						GOV			VAT	VATICAN	VAT								1	040	040	04	1	1.0	1	1	1	2.19966159052453	4	Amman, (JO11), Jordan	JO	JO11	36728	31.95	35.9333	-970362	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Amman, (JO11), Jordan	JO	JO11	36728	31.95	35.9333	-970362	20250113133000	https://www.newdelhitimes.com/top-vatican-diplomat-inaugurates-consecrates-catholic-church-at-jesus-baptism-site/
1220307464	20241214	202412	2024	2024.9425	GOV	ENVOY						GOV			VAT	VATICAN	VAT								1	040	040	04	1	1.0	5	1	5	2.19966159052453	4	Amman, (JO11), Jordan	JO	JO11	36728	31.95	35.9333	-970362	4	Amman, (JO11), Jordan	JO	JO11	36728	31.95	35.9333	-970362	4	Amman, (JO11), Jordan	JO	JO11	36728	31.95	35.9333	-970362	20250113133000	https://www.newdelhitimes.com/top-vatican-diplomat-inaugurates-consecrates-catholic-church-at-jesus-baptism-site/
1220307465	20241214	202412	2024	2024.9425	LBN	LEBANON	LBN								USA	UNITED STATES	USA								0	046	046	04	1	7.0	2	1	2	-4.17972831765936	1	Lebanon	LE	LE		33.833333	35.833333	LE	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250113133000	https://www.theguardian.com/us-news/2025/jan/13/first-thing-return-of-strong-winds-threatens-further-destruction-from-la-wildfires
1220307466	20241214	202412	2024	2024.9425	LBN	LEBANON	LBN								USA	UNITED STATES	USA								0	046	046	04	1	7.0	2	1	2	-4.17972831765936	1	Lebanon	LE	LE		33.833333	35.833333	LE	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250113133000	https://www.theguardian.com/us-news/2025/jan/13/first-thing-return-of-strong-winds-threatens-further-destruction-from-la-wildfires
1220307467	20241214	202412	2024	2024.9425	LBN	LEBANON	LBN								USAGOV	THE WHITE HOUSE	USA					GOV			0	046	046	04	1	7.0	2	1	2	-4.17972831765936	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250113133000	https://www.theguardian.com/us-news/2025/jan/13/first-thing-return-of-strong-winds-threatens-further-destruction-from-la-wildfires
1220307468	20241214	202412	2024	2024.9425	LBN	LEBANON	LBN								USAGOV	THE WHITE HOUSE	USA					GOV			0	046	046	04	1	7.0	2	1	2	-4.17972831765936	1	Lebanon	LE	LE		33.833333	35.833333	LE	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250113133000	https://www.theguardian.com/us-news/2025/jan/13/first-thing-return-of-strong-winds-threatens-further-destruction-from-la-wildfires
1220307469	20241214	202412	2024	2024.9425	LBN	LEBANON	LBN								USAGOV	THE WHITE HOUSE	USA					GOV			0	046	046	04	1	7.0	2	1	2	-4.17972831765936	1	Lebanon	LE	LE		33.833333	35.833333	LE	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250113133000	https://www.theguardian.com/us-news/2025/jan/13/first-thing-return-of-strong-winds-threatens-further-destruction-from-la-wildfires
1220307470	20241214	202412	2024	2024.9425	LEG	LEGISLATURE						LEG													0	071	071	07	2	7.4	10	1	10	-3.68331922099916	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250113133000	https://gothamist.com/news/a-state-of-collapse-how-the-mta-put-riders-on-the-fast-track-to-ruin
1220307471	20241214	202412	2024	2024.9425	LEG	LEGISLATURE						LEG													0	129	129	12	3	-5.0	10	1	10	-3.68331922099916	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250113133000	https://gothamist.com/news/a-state-of-collapse-how-the-mta-put-riders-on-the-fast-track-to-ruin
1220307472	20241214	202412	2024	2024.9425	USA	UNITED STATES	USA								LBN	LEBANON	LBN								0	046	046	04	1	7.0	2	1	2	-4.17972831765936	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	1	Lebanon	LE	LE		33.833333	35.833333	LE	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250113133000	https://www.theguardian.com/us-news/2025/jan/13/first-thing-return-of-strong-winds-threatens-further-destruction-from-la-wildfires
