1215213194	20231213	202312	2023	2023.9397											GOV	CABINET						GOV			1	031	031	03	1	5.2	10	1	10	-1.58730158730159	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20241212110000	https://www.eveningnews24.co.uk/news/24789269.norwich-city-council-spending-7m-fire-door-replacements/
1215213195	20231213	202312	2023	2023.9397	CAN	CANADA	CAN								NLD	THE NETHERLAND	NLD								1	060	060	06	2	6.0	5	1	5	-4.46428571428572	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	1	Netherlands	NL	NL		52.5	5.75	NL	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	20241212110000	https://in-cyprus.philenews.com/international/assisted-dying-accounts-for-one-in-20-deaths-in-canada/
1215213196	20231213	202312	2023	2023.9397	CYP	CYPRIOT	CYP								CYPEDU	CYPRUS	CYP					EDU			1	042	042	04	1	1.9	4	1	4	4.79452054794521	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	20241212110000	https://cyprus-mail.com/2024/12/12/pending-students-grants-to-be-paid-by-next-week/
1215213197	20231213	202312	2023	2023.9397	CYP	CYPRIOT	CYP								GOV	GOVERNMENT						GOV			1	071	071	07	2	7.4	4	1	4	4.79452054794521	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	20241212110000	https://cyprus-mail.com/2024/12/12/pending-students-grants-to-be-paid-by-next-week/
1215213198	20231213	202312	2023	2023.9397	CYPEDU	CYPRUS	CYP					EDU			CYP	CYPRIOT	CYP								1	043	043	04	1	2.8	4	1	4	4.79452054794521	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	20241212110000	https://cyprus-mail.com/2024/12/12/pending-students-grants-to-be-paid-by-next-week/
1215213199	20231213	202312	2023	2023.9397	CYPEDU	CYPRIOT	CYP					EDU			GOV	GOVERNMENT						GOV			1	071	071	07	2	7.4	6	1	6	4.79452054794521	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	20241212110000	https://cyprus-mail.com/2024/12/12/pending-students-grants-to-be-paid-by-next-week/
1215213200	20231213	202312	2023	2023.9397	GOV	CABINET						GOV													1	031	031	03	1	5.2	10	1	10	-1.58730158730159	4	Ashbourne, Derbyshire, United Kingdom	UK	UKD3	40131	53.0167	-1.73333	-2588610	0								4	Ashbourne, Derbyshire, United Kingdom	UK	UKD3	40131	53.0167	-1.73333	-2588610	20241212110000	https://www.eveningnews24.co.uk/news/24789269.norwich-city-council-spending-7m-fire-door-replacements/
1215213201	20241205	202412	2024	2024.9178	KORCOP	SOUTH KOREA	KOR					COP			KOR	SOUTH KOREA	KOR								1	1724	172	17	4	-5.0	1	1	1	-7.38137082601054	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20241212110000	https://english.almayadeen.net/news/politics/ex-s-korea-def--min--attempts-suicide--pres--vows-to--fight
1215213202	20241205	202412	2024	2024.9178	KORCOP	SOUTH KOREA	KOR					COP			KORGOV	SOUTH KOREA	KOR					GOV			1	1724	172	17	4	-5.0	1	1	1	-7.38137082601054	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20241212110000	https://english.almayadeen.net/news/politics/ex-s-korea-def--min--attempts-suicide--pres--vows-to--fight
1215213203	20241205	202412	2024	2024.9178	KORCOP	SOUTH KOREAN	KOR					COP			MED	NEWS AGENCY						MED			1	1724	172	17	4	-5.0	6	1	6	-7.38137082601054	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20241212110000	https://english.almayadeen.net/news/politics/ex-s-korea-def--min--attempts-suicide--pres--vows-to--fight
1215213204	20241205	202412	2024	2024.9178	USA	UNITED STATES	USA																		1	074	074	07	2	8.5	2	1	2	0.5181347150259	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	20241212110000	https://www.aol.com/news/california-sen-alex-padilla-urges-214924081.html
1215213205	20241211	202412	2024	2024.9342	OPP	PRISONER						OPP			MYSGOV	SELANGOR	MYS					GOV			1	080	080	08	2	5.0	10	1	10	5.81395348837213	0								0								0								20241212110000	https://www.malaysiakini.com/news/728754
1215213206	20241211	202412	2024	2024.9342	TTO	TRINIDAD AND TOBAGO	TTO																		1	010	010	01	1	0.0	1	1	1	0.99009900990099	4	Lopinot, Saint George, Trinidad And Tobago	TD	TD08	27422	10.6889	-61.3258	-1360239	0								4	Lopinot, Saint George, Trinidad And Tobago	TD	TD08	27422	10.6889	-61.3258	-1360239	20241212110000	https://trinidadexpress.com/news/local/kamla-optimistic-over-pm-s-request-for-caricom-observers/article_5067249a-b82b-11ef-aba4-4bce08f6da95.html
1215213207	20241211	202412	2024	2024.9342	TTO	TRINIDAD AND TOBAGO	TTO																		1	010	010	01	1	0.0	1	1	1	0.99009900990099	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20241212110000	https://trinidadexpress.com/news/local/kamla-optimistic-over-pm-s-request-for-caricom-observers/article_5067249a-b82b-11ef-aba4-4bce08f6da95.html
1215213208	20241211	202412	2024	2024.9342	TTOGOV	KAMLA PERSAD BISSESSAR	TTO					GOV													1	010	010	01	1	0.0	3	1	3	0.99009900990099	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20241212110000	https://trinidadexpress.com/news/local/kamla-optimistic-over-pm-s-request-for-caricom-observers/article_5067249a-b82b-11ef-aba4-4bce08f6da95.html
1215213209	20241212	202412	2024	2024.9370											AUS	AUSTRALIA	AUS								0	010	010	01	1	0.0	4	1	4	-1.98863636363637	0								4	Port Lincoln, South Australia, Australia	AS	AS05	5302	-34.7262	135.874	-1595893	4	Port Lincoln, South Australia, Australia	AS	AS05	5302	-34.7262	135.874	-1595893	20241212110000	https://www.dailymail.co.uk/news/article-14184853/Aussie-dad-Troy-Smith-meth-bust-bali.html
1215213210	20241212	202412	2024	2024.9370											AUS	SOUTH AUSTRALIA	AUS								0	042	042	04	1	1.9	10	1	10	-1.98863636363637	0								4	Port Lincoln, South Australia, Australia	AS	AS05	5302	-34.7262	135.874	-1595893	4	Port Lincoln, South Australia, Australia	AS	AS05	5302	-34.7262	135.874	-1595893	20241212110000	https://www.dailymail.co.uk/news/article-14184853/Aussie-dad-Troy-Smith-meth-bust-bali.html
1215213211	20241212	202412	2024	2024.9370											AUS	AUSTRALIA	AUS								0	173	173	17	4	-5.0	4	1	4	-1.98863636363637	0								4	Port Lincoln, South Australia, Australia	AS	AS05	5302	-34.7262	135.874	-1595893	4	Port Lincoln, South Australia, Australia	AS	AS05	5302	-34.7262	135.874	-1595893	20241212110000	https://www.dailymail.co.uk/news/article-14184853/Aussie-dad-Troy-Smith-meth-bust-bali.html
1215213212	20241212	202412	2024	2024.9370											AUS	AUSTRALIA	AUS								0	190	190	19	4	-10.0	4	1	4	-10.146173688736	0								4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	20241212110000	https://www.dailymail.co.uk/news/article-14184445/Raina-Cruise-adelaide-south-australia-scalped-cop.html
1215213213	20241212	202412	2024	2024.9370											BUS	BANK						BUS			1	043	043	04	1	2.8	5	1	5	1.78970917225951	0								1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20241212110000	https://www.businesstimes.com.sg/companies-markets/banking-finance/ocbc-sets-teams-help-regional-smes-make-foray-johor-singapore-sez
1215213214	20241212	202412	2024	2024.9370											BUS	COMPANIES						BUS			0	051	051	05	1	3.4	5	1	5	0.51334702258727	0								1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20241212110000	https://whatech.com/og/markets-research/industrial/917219-scientific-research-and-development-services-market-growth-trends-size-share-forecast-to-2033.html
1215213215	20241212	202412	2024	2024.9370											BUS	INDUSTRY						BUS			0	057	057	05	1	8.0	5	1	5	0.28129395218003	0								3	Lake Placid, New York, United States	US	USNY		44.2795	-73.9799	954931	3	Lake Placid, New York, United States	US	USNY		44.2795	-73.9799	954931	20241212110000	https://auburnpub.com/news/local/business/prison-city-aurora-lunkenheimer-breweries-cayuga-county/article_1ce52af4-b73b-11ef-b33d-cbc975cf9086.html
1215213216	20241212	202412	2024	2024.9370											BUS	AEROSPACE						BUS			1	062	062	06	2	7.4	8	1	8	3.50230414746544	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20241212110000	https://www.jcnnewswire.com/pressrelease/94495/2/Volatus-Aerospace-Welcomes-UK-Based-Air-Data-Systems-to-its-Ecosystem,-Expanding-Global-Capabilities
1215213217	20241212	202412	2024	2024.9370											BUS	MANUFACTURER						BUS			0	100	100	10	3	-5.0	10	1	10	-5.69852941176471	0								1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20241212110000	https://propakistani.pk/2024/12/12/fpcci-demands-level-playing-field-for-export-finance-scheme-for-local-industry/
1215213218	20241212	202412	2024	2024.9370											CHE	ZURICH	CHE								1	046	046	04	1	7.0	10	1	10	3.71900826446281	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20241212110000	https://www.captiveinsurancetimes.com/captiveinsurancenews/peoplemovesarticle.php?article_id=9462&navigationaction=latestnews&page=1&newssection=people
1215213219	20241212	202412	2024	2024.9370											CHN	CHINA	CHN								0	173	173	17	4	-5.0	3	1	3	-3.23429860849944	0								4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	20241212110000	https://www.salemnews.net/news/police-and-court-reports/2024/12/police-182/
1215213220	20241212	202412	2024	2024.9370											CHRCTH	CATHOLIC				CHR	CTH				0	020	020	02	1	3.0	10	1	10	-1.27659574468085	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20241212110000	https://www.ncronline.org/news/nancy-pelosis-communion-ban-be-resolved-vatican
1215213221	20241212	202412	2024	2024.9370											COP	POLICE						COP			0	040	040	04	1	1.0	10	1	5	-3.23429860849944	0								4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	20241212110000	https://www.salemnews.net/news/police-and-court-reports/2024/12/police-182/
1215213222	20241212	202412	2024	2024.9370											COP	POLICE						COP			0	040	040	04	1	1.0	5	1	5	-3.23429860849944	0								1	Chad	CD	CD		15	19	CD	1	Chad	CD	CD		15	19	CD	20241212110000	https://www.salemnews.net/news/police-and-court-reports/2024/12/police-182/
1215213223	20241212	202412	2024	2024.9370											COP	POLICE						COP			0	090	090	09	2	-2.0	5	1	5	-3.23429860849944	0								4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	20241212110000	https://www.salemnews.net/news/police-and-court-reports/2024/12/police-182/
1215213224	20241212	202412	2024	2024.9370											COP	SECURITY FORCE						COP			1	190	190	19	4	-10.0	10	1	10	-4.12371134020619	0								4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20241212110000	https://news.sky.com/story/syria-latest-commander-warns-isis-coming-out-of-hiding-rebels-claim-to-find-illegal-drugs-warehouse-in-assad-airbase-13265154
