1205599206	20141025	201410	2014	2014.8082	USA	COLUMBUS	USA																		1	070	070	07	2	7.0	2	1	2	-2.27048371174729	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	California, United States	US	USCA		36.17	-119.746	CA	20241022153000	https://thehayride.com/2024/10/crouere-kamala-tells-catholics-there-is-no-room-in-the-inn/
1205599207	20141025	201410	2014	2014.8082	USA	COLUMBUS	USA																		1	070	070	07	2	7.0	3	1	3	-2.27048371174729	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20241022153000	https://thehayride.com/2024/10/crouere-kamala-tells-catholics-there-is-no-room-in-the-inn/
1205599208	20240922	202409	2024	2024.7178	HRV	CROATIA	HRV																		1	042	042	04	1	1.9	6	1	6	3.51617440225035	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20241022153000	https://www.newsweek.com/family-feed-stray-cat-vacation-bring-home-1972771
1205599209	20240922	202409	2024	2024.7178	HRV	CROATIA	HRV																		1	042	042	04	1	1.9	4	1	4	3.51617440225035	1	Croatia	HR	HR		45.166667	15.5	HR	0								1	Croatia	HR	HR		45.166667	15.5	HR	20241022153000	https://www.newsweek.com/family-feed-stray-cat-vacation-bring-home-1972771
1205599210	20241015	202410	2024	2024.7808											USA	BOSTON	USA								1	014	014	01	1	0.0	6	1	6	-3.26086956521739	0								3	Xcel Energy Center, Minnesota, United States	US	USMN		44.9456	-93.0999	2478076	3	Xcel Energy Center, Minnesota, United States	US	USMN		44.9456	-93.0999	2478076	20241022153000	https://www.startribune.com/trampled-by-turtles-new-eps-dead-man-winter-tour-xcel-center-st-paul-avett-brothers-dave-simonett/601165680
1205599211	20241015	202410	2024	2024.7808	AUS	VICTORIA	AUS								COP	POLICE						COP			0	090	090	09	2	-2.0	10	1	10	0.1456664238893	0								0								0								20241022153000	https://www.dailymail.co.uk/news/article-13987549/Body-hunt-missing-mother-Victoria-Taylor.html
1205599212	20241015	202410	2024	2024.7808	BGD	BANGLADESH	BGD								MED	MEDIA						MED			0	043	043	04	1	2.8	1	1	1	-4.40835266821346	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20241022153000	https://www.dw.com/en/will-india-extradite-sheikh-hasina-to-bangladesh/a-70568740
1205599213	20241015	202410	2024	2024.7808	BGD	BANGLADESH	BGD								MED	MEDIA						MED			0	043	043	04	1	2.8	1	1	1	-4.40835266821346	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20241022153000	https://www.dw.com/en/will-india-extradite-sheikh-hasina-to-bangladesh/a-70568740
1205599214	20241015	202410	2024	2024.7808	BGD	BANGLADESH	BGD								MED	MEDIA						MED			0	043	043	04	1	2.8	2	1	2	-4.40835266821346	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20241022153000	https://www.dw.com/en/will-india-extradite-sheikh-hasina-to-bangladesh/a-70568740
1205599215	20241015	202410	2024	2024.7808	BGD	BANGLADESH	BGD								MED	MEDIA						MED			0	043	043	04	1	2.8	1	1	1	-4.40835266821346	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20241022153000	https://www.dw.com/en/will-india-extradite-sheikh-hasina-to-bangladesh/a-70568740
1205599216	20241015	202410	2024	2024.7808	KORSPY	SOUTH KOREA	KOR					SPY			MIL	SPECIAL FORCES						MIL			1	072	072	07	2	8.3	3	1	3	-0.7847533632287	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20241022153000	https://www.voanews.com/a/south-korea-threatens-to-send-arms-personnel-to-ukraine/7832347.html
1205599217	20241015	202410	2024	2024.7808	MED	MEDIA						MED			BGD	BANGLADESH	BGD								0	010	010	01	1	0.0	3	1	3	-4.40835266821346	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20241022153000	https://www.dw.com/en/will-india-extradite-sheikh-hasina-to-bangladesh/a-70568740
1205599218	20241015	202410	2024	2024.7808	MED	MEDIA						MED			BGD	BANGLADESH	BGD								0	042	042	04	1	1.9	1	1	1	-4.40835266821346	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20241022153000	https://www.dw.com/en/will-india-extradite-sheikh-hasina-to-bangladesh/a-70568740
1205599219	20241015	202410	2024	2024.7808	MED	MEDIA						MED			BGD	BANGLADESH	BGD								0	042	042	04	1	1.9	2	1	2	-4.40835266821346	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20241022153000	https://www.dw.com/en/will-india-extradite-sheikh-hasina-to-bangladesh/a-70568740
1205599220	20241015	202410	2024	2024.7808	MED	MEDIA						MED			BGD	BANGLADESH	BGD								0	042	042	04	1	1.9	1	1	1	-4.40835266821346	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20241022153000	https://www.dw.com/en/will-india-extradite-sheikh-hasina-to-bangladesh/a-70568740
1205599221	20241015	202410	2024	2024.7808	MED	MEDIA						MED			BGD	BANGLADESH	BGD								0	042	042	04	1	1.9	1	1	1	-4.40835266821346	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20241022153000	https://www.dw.com/en/will-india-extradite-sheikh-hasina-to-bangladesh/a-70568740
