1205587022	20240922	202409	2024	2024.7178	GBR	UNITED KINGDOM	GBR								MNCUSA	NETFLIX	USA					MNC			1	036	036	03	1	4.0	4	1	4	1.19617224880382	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20241022143000	https://www.digitalspy.com/movies/a62677242/happy-valley-james-norton-sally-wainwright-reunite-movie/
1205587023	20240922	202409	2024	2024.7178	JUD	SUPREME COURT						JUD													0	020	020	02	1	3.0	5	1	5	3.74149659863946	3	Department Of Education, District of Columbia, United States	US	USDC	DC001	38.8862	-77.0183	530857	0								3	Department Of Education, District of Columbia, United States	US	USDC		38.8862	-77.0183	530857	20241022143000	https://www.10news.com/life/money/8-million-student-loan-borrowers-wont-have-to-make-payments-until-april
1205587024	20240922	202409	2024	2024.7178	MED	MEDIA						MED			USA	LAWRENCE	USA								1	036	036	03	1	4.0	10	1	10	-2.45098039215686	0								0								0								20241022143000	https://dailythepatriot.com/ex-girlfriends-announcement-to-meet-lawrence-bishnoi-to-save-salman-khan/
1205587025	20240922	202409	2024	2024.7178	MNCUSA	NETFLIX	USA					MNC													1	036	036	03	1	4.0	6	1	6	1.19617224880382	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20241022143000	https://www.digitalspy.com/movies/a62677242/happy-valley-james-norton-sally-wainwright-reunite-movie/
1205587026	20240922	202409	2024	2024.7178	USA	LAWRENCE	USA								MED	MEDIA						MED			1	036	036	03	1	4.0	10	1	10	-2.45098039215686	0								0								0								20241022143000	https://dailythepatriot.com/ex-girlfriends-announcement-to-meet-lawrence-bishnoi-to-save-salman-khan/
1205587027	20241015	202410	2024	2024.7808											GOV	PRESIDENT						GOV			1	111	111	11	3	-2.0	10	1	10	-8.51063829787234	0								4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20241022143000	https://www.thestar.com.my/aseanplus/aseanplus-news/2024/10/22/marcos-duterte-feud-spirals-with-philippine-heirs-in-fiery-row
1205587028	20241015	202410	2024	2024.7808											USA	UNITED STATES	USA								0	030	030	03	1	4.0	2	1	2	-5.96205962059621	0								3	Washington Crossing, Pennsylvania, United States	US	USPA		40.2934	-74.8704	1190624	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20241022143000	https://www.theweek.in/news/world/2024/10/22/ex-republican-congresswoman-liz-cheney-joins-harris-campaign-urges-women-to-support-her.html
1205587029	20241015	202410	2024	2024.7808	BUS	BANK						BUS													0	055	055	05	1	7.0	10	1	10	-3.6764705882353	4	Bari, Puglia, Italy	IT	IT13	18381	41.1333	16.85	-111255	0								4	Bari, Puglia, Italy	IT	IT13	18381	41.1333	16.85	-111255	20241022143000	https://www.thestar.com.my/tech/tech-news/2024/10/22/explainer-what-we-know-about-the-data-breach-at-intesa-sanpaolo
1205587030	20241015	202410	2024	2024.7808	GBR	UNITED KINGDOM	GBR								IRL	IRELAND	IRL								1	013	013	01	1	0.4	2	2	2	-3.66898470097358	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20241022143000	https://www.dorsetecho.co.uk/news/national/24670262.mcdonald-offers-full-apology-teenager-sent-inappropriate-texts-senator/
1205587031	20241015	202410	2024	2024.7808	GBR	LONDON	GBR								MNCUSA	DISNEY	USA					MNC			1	017	017	01	1	0.0	10	1	10	2.0242914979757	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20241022143000	http://malaya.com.ph/entertainment/the-lion-king-marks-25-years-in-west-end/
1205587032	20241015	202410	2024	2024.7808	IRL	IRELAND	IRL								GBR	UNITED KINGDOM	GBR								1	010	010	01	1	0.0	2	2	2	-3.66898470097358	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20241022143000	https://www.dorsetecho.co.uk/news/national/24670262.mcdonald-offers-full-apology-teenager-sent-inappropriate-texts-senator/
1205587033	20241015	202410	2024	2024.7808	IRL	IRELAND	IRL								IRLGOV	IRELAND	IRL					GOV			1	010	010	01	1	0.0	6	3	6	-4	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	1	Ireland	EI	EI		53	-8	EI	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20241022143000	https://www.countypress.co.uk/news/national/24670262.mcdonald-offers-full-apology-teenager-sent-inappropriate-texts-senator/
1205587034	20241015	202410	2024	2024.7808	LEG	CONGRESS						LEG			IND	JHARKHAND	IND								0	110	110	11	3	-2.0	6	1	6	0.46511627906977	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20241022143000	https://www.hindustantimes.com/cities/ranchi-news/jharkhand-polls-seat-formula-yet-to-be-finalised-india-parties-name-candidates-101729605745315.html
1205587035	20241015	202410	2024	2024.7808	LEG	CONGRESS						LEG			IND	JHARKHAND	IND								0	110	110	11	3	-2.0	2	1	2	0.46511627906977	4	Ranchi, Jharkhand, India	IN	IN38	17622	23.35	85.3333	-2109068	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20241022143000	https://www.hindustantimes.com/cities/ranchi-news/jharkhand-polls-seat-formula-yet-to-be-finalised-india-parties-name-candidates-101729605745315.html
1205587036	20241015	202410	2024	2024.7808	MEX	MEXICAN	MEX								CVL	MIGRANT						CVL			0	193	193	19	4	-10.0	4	1	4	-5.01113585746103	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20241022143000	https://www.newsweek.com/mexico-influencing-us-election-its-not-secret-opinion-1972907
1205587037	20241015	202410	2024	2024.7808	MEX	MEXICAN	MEX								CVL	MIGRANT						CVL			0	193	193	19	4	-10.0	1	1	1	-5.01113585746103	1	Mexico	MX	MX		23	-102	MX	1	Brazil	BR	BR		-10	-55	BR	1	Mexico	MX	MX		23	-102	MX	20241022143000	https://www.newsweek.com/mexico-influencing-us-election-its-not-secret-opinion-1972907
1205587038	20241015	202410	2024	2024.7808	RUS	RUSSIA	RUS								PRK	NORTH KOREAN	PRK								0	016	016	01	1	-2.0	2	1	2	-3.48623853211009	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Ussuriysk, Primorskiy Kray, Russia	RS	RS59	25088	43.8059	131.975	-3026585	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20241022143000	https://www.spacewar.com/reports/Zelensky_calls_for_strong_response_from_allies_to_North_Korean_involvement_in_Ukraine_war_999.html
1205587039	20241015	202410	2024	2024.7808	RUS	RUSSIA	RUS								PRK	NORTH KOREAN	PRK								0	016	016	01	1	-2.0	8	1	8	-3.48623853211009	4	Ussuriysk, Primorskiy Kray, Russia	RS	RS59	25088	43.8059	131.975	-3026585	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Ussuriysk, Primorskiy Kray, Russia	RS	RS59	25088	43.8059	131.975	-3026585	20241022143000	https://www.spacewar.com/reports/Zelensky_calls_for_strong_response_from_allies_to_North_Korean_involvement_in_Ukraine_war_999.html
1205587040	20241015	202410	2024	2024.7808	USA	WASHINGTON	USA																		0	030	030	03	1	4.0	6	1	6	-5.96205962059621	3	Washington Crossing, Pennsylvania, United States	US	USPA	PA017	40.2934	-74.8704	1190624	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20241022143000	https://www.theweek.in/news/world/2024/10/22/ex-republican-congresswoman-liz-cheney-joins-harris-campaign-urges-women-to-support-her.html
1205587041	20241021	202410	2024	2024.7973	PHL	PHILIPPINE	PHL								GOV	GOVERNMENT						GOV			1	010	010	01	1	0.0	2	1	2	5.12820512820512	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20241022143000	http://malaya.com.ph/business-news/enterprise/food-security-hr-devt-investments-top-pbc-agenda/
1205587042	20241021	202410	2024	2024.7973	PHLBUS	PHILIPPINE	PHL					BUS			GOV	GOVERNMENT						GOV			1	010	010	01	1	0.0	3	1	3	5.12820512820512	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20241022143000	http://malaya.com.ph/business-news/enterprise/food-security-hr-devt-investments-top-pbc-agenda/
1205587043	20241021	202410	2024	2024.7973	PHLBUS	PHILIPPINE	PHL					BUS			GOV	GOVERNMENT						GOV			1	020	020	02	1	3.0	3	1	3	5.12820512820512	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20241022143000	http://malaya.com.ph/business-news/enterprise/food-security-hr-devt-investments-top-pbc-agenda/
1205587044	20241022	202410	2024	2024.8000											AGR	FARMER						AGR			1	051	051	05	1	3.4	3	1	3	2.21105527638191	0								5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	20241022143000	https://www.freepressjournal.in/mumbai/maharashtra-elections-2024-will-the-ladki-bahin-yojana-be-a-gamechanger-for-mahayuti-or-a-failed-poll-plank
1205587045	20241022	202410	2024	2024.8000											AGR	FARMER						AGR			1	051	051	05	1	3.4	10	1	10	4.61538461538462	0								4	Gadjah, Jawa Timur, Indonesia	ID	ID08	18585	-7.4455	112.711	9147607	4	Gadjah, Jawa Timur, Indonesia	ID	ID08	18585	-7.4455	112.711	9147607	20241022143000	https://thefishsite.com/articles/efishery-launches-sustainability-and-impact-report
1205587046	20241022	202410	2024	2024.8000											AUS	VICTORIA	AUS								1	040	040	04	1	1.0	5	1	5	6.27376425855513	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20241022143000	https://www.tmcnet.com/usubmit/2024/10/22/10092924.htm
