1212488608	20231129	202311	2023	2023.9014	EST	ESTONIA	EST																		0	036	036	03	1	4.0	2	1	2	6.79117147707979	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	0								4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	20241128090000	https://www.manchestereveningnews.co.uk/whats-on/whats-on-news/jet2-announces-new-destinations-manchester-30465035
1212488609	20231129	202311	2023	2023.9014	GBR	UNITED KINGDOM	GBR								EST	TALLINN	EST								0	036	036	03	1	4.0	3	1	3	6.79117147707979	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	20241128090000	https://www.manchestereveningnews.co.uk/whats-on/whats-on-news/jet2-announces-new-destinations-manchester-30465035
1212488610	20231129	202311	2023	2023.9014	GBR	MANCHESTER	GBR								EST	TALLINN	EST								0	036	036	03	1	4.0	3	1	3	6.79117147707979	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	20241128090000	https://www.manchestereveningnews.co.uk/whats-on/whats-on-news/jet2-announces-new-destinations-manchester-30465035
1212488611	20231129	202311	2023	2023.9014	GBR	UNITED KINGDOM	GBR								ITA	ITALY	ITA								0	036	036	03	1	4.0	1	1	1	6.79117147707979	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Palermo, Sicilia, Italy	IT	IT15	18395	38.1167	13.3667	-123798	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	20241128090000	https://www.manchestereveningnews.co.uk/whats-on/whats-on-news/jet2-announces-new-destinations-manchester-30465035
1212488612	20231129	202311	2023	2023.9014	GBR	UNITED KINGDOM	GBR								ITA	ITALY	ITA								0	036	036	03	1	4.0	1	1	1	6.79117147707979	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	20241128090000	https://www.manchestereveningnews.co.uk/whats-on/whats-on-news/jet2-announces-new-destinations-manchester-30465035
1212488613	20231129	202311	2023	2023.9014	GBR	MANCHESTER	GBR								ITA	ITALY	ITA								0	036	036	03	1	4.0	1	1	1	6.79117147707979	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	4	Palermo, Sicilia, Italy	IT	IT15	18395	38.1167	13.3667	-123798	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	20241128090000	https://www.manchestereveningnews.co.uk/whats-on/whats-on-news/jet2-announces-new-destinations-manchester-30465035
1212488614	20231129	202311	2023	2023.9014	GBR	MANCHESTER	GBR								ITA	ITALY	ITA								0	036	036	03	1	4.0	1	1	1	6.79117147707979	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	20241128090000	https://www.manchestereveningnews.co.uk/whats-on/whats-on-news/jet2-announces-new-destinations-manchester-30465035
1212488615	20231129	202311	2023	2023.9014	ITA	ITALY	ITA																		1	051	051	05	1	3.4	2	1	2	5.88235294117648	4	Sanpellegrino, Umbria, Italy	IT	IT18	18411	42.75	13.1333	-128083	0								4	Sanpellegrino, Umbria, Italy	IT	IT18	18411	42.75	13.1333	-128083	20241128090000	https://www.kamcity.com/namnews/products-promotions/nestle-rolling-out-no-added-sugar-variant-of-sanpellegrino/
1212488616	20241029	202410	2024	2024.8192	GOV	ADMINISTRATION						GOV			MIL	MILITARY						MIL			1	070	070	07	2	7.0	2	1	2	-3.13725490196079	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	20241128090000	https://tass.com/world/1878833
1212488617	20241121	202411	2024	2024.8795	GOV	PRIME MINISTER						GOV			CHN	CHINA	CHN								1	036	036	03	1	4.0	1	1	1	2.08333333333333	4	Chengdu, Sichuan, China	CH	CH32	13270	30.6667	104.067	-1900349	4	Sichuan, Gansu, China	CH	CH15	13024	35.1221	105.48	10650455	4	Sichuan, Gansu, China	CH	CH15	13024	35.1221	105.48	10650455	20241128090000	https://kathmandupost.com/national/2024/11/28/foreign-minister-arzu-rana-deuba-embarks-on-china-visit
