1218676847	20240104	202401	2024	2024.0110	CHN	CHINESE	CHN																		1	061	061	06	2	6.4	3	1	3	-3.23089046493302	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	0								4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	20250103104500	https://www.heraldnet.com/opinion/comment-made-in-china-crisis-just-beginning-for-automakers/
1218676848	20240104	202401	2024	2024.0110	CHN	CHINESE	CHN								JPN	JAPAN	JPN								1	061	061	06	2	6.4	5	1	5	-3.23089046493302	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	1	Japan	JA	JA		36	138	JA	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	20250103104500	https://www.heraldnet.com/opinion/comment-made-in-china-crisis-just-beginning-for-automakers/
1218676849	20240104	202401	2024	2024.0110	CVL	VOTER						CVL			scoLEG	SCOTTISH			sco			LEG			1	020	020	02	1	3.0	10	1	10	-2.22412318220702	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	20250103104500	https://www.newstatesman.com/politics/2025/01/scotland-must-confront-its-stagnant-politics
1218676850	20240104	202401	2024	2024.0110	DNKGRLGOV	GREENLAND	DNK					GOV													1	120	120	12	3	-4.0	4	1	4	-0.51020408163265	4	Nuuk, Vestgrød, Greenland	GL	GL03	25042	64.1833	-51.75	-2084615	0								4	Nuuk, Vestgrød, Greenland	GL	GL03	25042	64.1833	-51.75	-2084615	20250103104500	https://www.marketscreener.com/quote/index/S-P-GSCI-ENERGY-INDEX-46869254/news/Greenland-s-leader-steps-up-push-for-independence-from-Denmark-48680048/
1218676851	20240104	202401	2024	2024.0110	DNKGRLGOV	GREENLAND	DNK					GOV													1	120	120	12	3	-4.0	1	1	1	-0.51020408163265	4	Copenhagen, Køavn*, Denmark	DA	DA05	15213	55.6667	12.5833	-2745636	0								4	Nuuk, Vestgrød, Greenland	GL	GL03	25042	64.1833	-51.75	-2084615	20250103104500	https://www.marketscreener.com/quote/index/S-P-GSCI-ENERGY-INDEX-46869254/news/Greenland-s-leader-steps-up-push-for-independence-from-Denmark-48680048/
1218676852	20240104	202401	2024	2024.0110	DNKGRLGOV	GREENLAND	DNK					GOV			DNKGRL	GREENLAND	DNK								1	010	010	01	1	0.0	5	1	5	-0.51020408163265	4	Nuuk, Vestgrød, Greenland	GL	GL03	25042	64.1833	-51.75	-2084615	4	Nuuk, Vestgrød, Greenland	GL	GL03	25042	64.1833	-51.75	-2084615	4	Nuuk, Vestgrød, Greenland	GL	GL03	25042	64.1833	-51.75	-2084615	20250103104500	https://www.marketscreener.com/quote/index/S-P-GSCI-ENERGY-INDEX-46869254/news/Greenland-s-leader-steps-up-push-for-independence-from-Denmark-48680048/
1218676853	20240104	202401	2024	2024.0110	MYS	KUALA LUMPUR	MYS								GOV	HOME MINIST						GOV			1	073	073	07	2	7.4	10	1	10	0.5952380952381	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20250103104500	https://www.thestar.com.my/news/nation/2025/01/03/mmea-recovered-assets-worth-over-rm15bil-in-2024-says-saifuddin
1218676854	20240104	202401	2024	2024.0110	PHL	MANILA	PHL								GOV	PRESIDENT						GOV			1	030	030	03	1	4.0	10	1	10	-1.92307692307693	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20250103104500	https://www.bangkokpost.com/world/2932381/philippines-marcos-drops-estranged-vp-duterte-from-security-council
1218676855	20241204	202412	2024	2024.9151	COP	POLICE						COP			CHN	CHINESE	CHN								0	110	110	11	3	-2.0	10	1	10	-3.20819112627987	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Suzhou, Jiangsu, China	CH	CH04	13148	31.3114	120.618	79514	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20250103104500	https://www.theepochtimes.com/china/recent-reports-of-student-suicide-attempts-highlight-challenges-in-chinas-education-system-5783256
1218676856	20241204	202412	2024	2024.9151	MUSCOP	MAURITIUS	MUS					COP													1	060	060	06	2	6.0	6	1	6	-6.80851063829787	1	Mauritius	MP	MP		16	146	MP	0								1	Mauritius	MP	MP		16	146	MP	20250103104500	https://www.marketscreener.com/news/latest/Mauritius-arrests-former-central-bank-governor-local-media-report-48680029/
1218676857	20241204	202412	2024	2024.9151	MUSCOP	MAURITIUS	MUS					COP													1	100	100	10	3	-5.0	6	1	6	-6.80851063829787	1	Mauritius	MP	MP		16	146	MP	0								1	Mauritius	MP	MP		16	146	MP	20250103104500	https://www.marketscreener.com/news/latest/Mauritius-arrests-former-central-bank-governor-local-media-report-48680029/
1218676858	20241204	202412	2024	2024.9151	MUSCOP	MAURITIUS	MUS					COP			MUS	MAURITIUS	MUS								1	060	060	06	2	6.0	4	1	4	-6.80851063829787	1	Mauritius	MP	MP		16	146	MP	1	Mauritius	MP	MP		16	146	MP	1	Mauritius	MP	MP		16	146	MP	20250103104500	https://www.marketscreener.com/news/latest/Mauritius-arrests-former-central-bank-governor-local-media-report-48680029/
1218676859	20241204	202412	2024	2024.9151	MUSCOP	MAURITIUS	MUS					COP			MUS	MAURITIUS	MUS								1	100	100	10	3	-5.0	4	1	4	-6.80851063829787	1	Mauritius	MP	MP		16	146	MP	1	Mauritius	MP	MP		16	146	MP	1	Mauritius	MP	MP		16	146	MP	20250103104500	https://www.marketscreener.com/news/latest/Mauritius-arrests-former-central-bank-governor-local-media-report-48680029/
1218676860	20241204	202412	2024	2024.9151	OPP	THE OPPOSITION						OPP			RUS	RUSSIA	RUS								1	080	080	08	2	5.0	2	1	2	-7.21649484536083	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20250103104500	https://pakobserver.net/former-syrian-president-bashar-al-assad-allegedly-poisoned-in-russia/
