1223462429	20240130	202401	2024	2024.0822	BUS	COMPANY						BUS													1	020	020	02	1	3.0	2	1	2	2.02247191011236	4	Hawick, Scottish Borders, The, United Kingdom	UK	UKT9	40167	55.4333	-2.78333	-2598325	0								4	Hawick, Scottish Borders, The, United Kingdom	UK	UKT9	40167	55.4333	-2.78333	-2598325	20250129151500	https://www.bbc.com/news/articles/c3vpndz73pzo
1223462430	20240130	202401	2024	2024.0822	BUS	COMPANY						BUS			GBR	UNITED KINGDOM	GBR								1	020	020	02	1	3.0	6	1	6	2.02247191011236	4	Hawick, Scottish Borders, The, United Kingdom	UK	UKT9	40167	55.4333	-2.78333	-2598325	4	Hawick, Scottish Borders, The, United Kingdom	UK	UKT9	40167	55.4333	-2.78333	-2598325	4	Hawick, Scottish Borders, The, United Kingdom	UK	UKT9	40167	55.4333	-2.78333	-2598325	20250129151500	https://www.bbc.com/news/articles/c3vpndz73pzo
1223462431	20240130	202401	2024	2024.0822	USA	VERMONT	USA																		1	051	051	05	1	3.4	7	1	7	2.85714285714286	3	Brattleboro, Vermont, United States	US	USVT	VT025	42.8509	-72.5579	1456556	0								3	Brattleboro, Vermont, United States	US	USVT	VT025	42.8509	-72.5579	1456556	20250129151500	https://www.vnews.com/Vermont-promotes-local-event-planning-for-the-nation-s-250th-anniversary-59130390
1223462432	20240130	202401	2024	2024.0822	USA	UNITED STATES	USA								COP	POLICE						COP			0	013	013	01	1	0.4	4	1	4	-5.04854368932039	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20250129151500	https://www.firstcoastnews.com/article/news/local/grand-rapids-mom-arson/69-16d04687-b23f-4ac4-9d25-81266549fc6b
1223462433	20241230	202412	2024	2024.9863	GOVAGR	SECRETARY OF AGRICULTURE						GOV	AGR												0	020	020	02	1	3.0	5	1	5	1.99714693295293	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250129151500	https://www.agri-pulse.com/articles/22266-farm-hands-on-the-potomac-hall-tapped-as-fca-chair-vilsack-to-lead-wfpf
1223462434	20250122	202501	2025	2025.0603	CVL	VILLAGE						CVL													1	190	190	19	4	-10.0	10	1	10	-1.63826998689384	4	Swanlinbar, Cavan, Ireland	EI	EI02	18294	54.1947	-7.70444	-1505834	0								4	Swanlinbar, Cavan, Ireland	EI	EI02	18294	54.1947	-7.70444	-1505834	20250129151500	https://www.impartialreporter.com/news/24894436.swanlibar-gp-throws-vaccines-power-cut-hits-fridge/
1223462435	20250122	202501	2025	2025.0603	DNK	DANISH	DNK								EUR	EUROPEAN	EUR								0	010	010	01	1	0.0	1	1	1	-2.59067357512954	1	Denmark	DA	DA		56	10	DA	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250129151500	https://www.newsweek.com/iran-suggests-expelling-israelis-greenland-2022727
1223462436	20250122	202501	2025	2025.0603	DNK	DANISH	DNK								EUR	EUROPEAN	EUR								0	010	010	01	1	0.0	3	1	3	-2.59067357512954	1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	20250129151500	https://www.newsweek.com/iran-suggests-expelling-israelis-greenland-2022727
1223462437	20250122	202501	2025	2025.0603	DNK	DANISH	DNK								EUR	EUROPEAN	EUR								0	010	010	01	1	0.0	1	1	1	-2.59067357512954	1	Jordan	JO	JO		31	36	JO	1	Denmark	DA	DA		56	10	DA	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250129151500	https://www.newsweek.com/iran-suggests-expelling-israelis-greenland-2022727
1223462438	20250122	202501	2025	2025.0603	EDU	SCHOOL						EDU													0	020	020	02	1	3.0	4	1	4	2.67062314540059	1	Italy	IT	IT		42.833333	12.833333	IT	0								1	Italy	IT	IT		42.833333	12.833333	IT	20250129151500	https://www.sequimgazette.com/news/soups-on-free-lunch-at-st-lukes-draws-varied-crowd-of-helpers-diners/
1223462439	20250122	202501	2025	2025.0603	EDU	SCHOOL						EDU			CHRCTH441	FRANCISCANS				CHR	CTH				0	060	060	06	2	6.0	4	1	4	2.67062314540059	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20250129151500	https://www.sequimgazette.com/news/soups-on-free-lunch-at-st-lukes-draws-varied-crowd-of-helpers-diners/
1223462440	20250122	202501	2025	2025.0603	EDU	SCHOOL						EDU			CHRCTH441	FRANCISCANS				CHR	CTH				0	060	060	06	2	6.0	6	1	6	2.67062314540059	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250129151500	https://www.sequimgazette.com/news/soups-on-free-lunch-at-st-lukes-draws-varied-crowd-of-helpers-diners/
1223462441	20250122	202501	2025	2025.0603	GBR	LONDON	GBR								SIK	SIKH				SIK					0	046	046	04	1	7.0	2	1	2	-0.72254335260116	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Faridkot, Punjab, India	IN	IN23	70234	30.6667	74.75	-2095580	4	Faridkot, Punjab, India	IN	IN23	70234	30.6667	74.75	-2095580	20250129151500	https://sikhsiyasat.net/category/documents/
1223462442	20250122	202501	2025	2025.0603	GBR	LONDON	GBR								SIK	SIKH				SIK					0	046	046	04	1	7.0	6	1	6	-0.72254335260116	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250129151500	https://sikhsiyasat.net/category/documents/
1223462443	20250122	202501	2025	2025.0603	GBR	LONDON	GBR								SIK	SIKH				SIK					0	046	046	04	1	7.0	2	1	2	-0.72254335260116	2	California, United States	US	USCA		36.17	-119.746	CA	4	Faridkot, Punjab, India	IN	IN23	70234	30.6667	74.75	-2095580	4	Faridkot, Punjab, India	IN	IN23	70234	30.6667	74.75	-2095580	20250129151500	https://sikhsiyasat.net/category/documents/
1223462444	20250122	202501	2025	2025.0603	GBR	LONDON	GBR								SIK	SIKH				SIK					0	1721	172	17	4	-5.0	8	1	8	-0.72254335260116	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250129151500	https://sikhsiyasat.net/category/documents/
1223462445	20250122	202501	2025	2025.0603	GBR	LONDON	GBR								SIK	SIKH				SIK					0	1721	172	17	4	-5.0	2	1	2	-0.72254335260116	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20250129151500	https://sikhsiyasat.net/category/documents/
1223462446	20250122	202501	2025	2025.0603	GOV	PRESIDENT						GOV			IRL	IRISH	IRL								1	010	010	01	1	0.0	1	1	1	-5.75757575757576	1	Ireland	EI	EI		53	-8	EI	1	Spain	SP	SP		40	-4	SP	1	Ireland	EI	EI		53	-8	EI	20250129151500	https://www.theolivepress.es/spain-news/2025/01/29/ryanair-boss-oleary-says-spains-consumer-affairs-minister-is-a-crazy-communist-for-fining-company-e107m-over-abusive-practices/
1223462447	20250122	202501	2025	2025.0603	GOV	PRESIDENT						GOV			IRL	IRISH	IRL								1	010	010	01	1	0.0	1	1	1	-5.75757575757576	1	Spain	SP	SP		40	-4	SP	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20250129151500	https://www.theolivepress.es/spain-news/2025/01/29/ryanair-boss-oleary-says-spains-consumer-affairs-minister-is-a-crazy-communist-for-fining-company-e107m-over-abusive-practices/
1223462448	20250122	202501	2025	2025.0603	GOV	PRESIDENT						GOV			IRLMIL	IRISH	IRL					MIL			1	010	010	01	1	0.0	3	1	3	-5.75757575757576	1	Spain	SP	SP		40	-4	SP	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20250129151500	https://www.theolivepress.es/spain-news/2025/01/29/ryanair-boss-oleary-says-spains-consumer-affairs-minister-is-a-crazy-communist-for-fining-company-e107m-over-abusive-practices/
