1205570994	20231023	202310	2023	2023.8027											GOV	MINISTRY						GOV			0	043	043	04	1	2.8	5	1	5	-5.71776155717762	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20241022130000	https://www.firstpost.com/explainers/bomb-threats-indian-airlines-carrier-hoax-calls-13828039.html
1205570995	20231023	202310	2023	2023.8027	BUS	INDUSTRY						BUS			IND	BHOPAL	IND								1	020	020	02	1	3.0	1	1	1	3.50877192982456	4	Baghelkhand, Madhya Pradesh, India	IN	IN35	17751	24	82	-2089611	5	Madhya Pradesh, Madhya Pradesh, India	IN	IN35	17744	23.5	78.5	-2103026	5	Madhya Pradesh, Madhya Pradesh, India	IN	IN35	17744	23.5	78.5	-2103026	20241022130000	https://www.moneycontrol.com/news/india/mp-5th-edition-of-regional-industry-conclave-in-rewa-on-october-23-12848042.html
1205570996	20231023	202310	2023	2023.8027	BUS	INDUSTRY						BUS			IND	MADHYA PRADESH	IND								1	040	040	04	1	1.0	1	1	1	3.50877192982456	4	Baghelkhand, Madhya Pradesh, India	IN	IN35	17751	24	82	-2089611	5	Madhya Pradesh, Madhya Pradesh, India	IN	IN35	17744	23.5	78.5	-2103026	4	Baghelkhand, Madhya Pradesh, India	IN	IN35	17751	24	82	-2089611	20241022130000	https://www.moneycontrol.com/news/india/mp-5th-edition-of-regional-industry-conclave-in-rewa-on-october-23-12848042.html
1205570997	20231023	202310	2023	2023.8027	CVL	CITIZEN						CVL			CRM	CRIMINAL						CRM			0	020	020	02	1	3.0	2	1	2	-7.15835140997831	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20241022130000	https://www.nationalobserver.com/2024/10/20/news/new-york-prosecutors-criminal-charges-big-oil-climate-disasters
1205570998	20231023	202310	2023	2023.8027	CVL	CITIZEN						CVL			CRM	CRIMINAL						CRM			0	020	020	02	1	3.0	8	1	8	-7.15835140997831	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20241022130000	https://www.nationalobserver.com/2024/10/20/news/new-york-prosecutors-criminal-charges-big-oil-climate-disasters
1205570999	20231023	202310	2023	2023.8027	DEU	GERMANY	DEU																		0	010	010	01	1	0.0	2	1	2	-0.48076923076924	4	Tubingen, Baden-Wüberg, Germany	GM	GM01	16529	48.5333	9.05	-1876189	0								4	Tubingen, Baden-Wüberg, Germany	GM	GM01	16529	48.5333	9.05	-1876189	20241022130000	https://www.biopharmadive.com/news/rna-editing-biotech-startups/730153/
1205571000	20231023	202310	2023	2023.8027	DEU	GERMANY	DEU																		0	192	192	19	4	-9.5	2	1	2	-0.48076923076924	4	Tubingen, Baden-Wüberg, Germany	GM	GM01	16529	48.5333	9.05	-1876189	0								4	Tubingen, Baden-Wüberg, Germany	GM	GM01	16529	48.5333	9.05	-1876189	20241022130000	https://www.biopharmadive.com/news/rna-editing-biotech-startups/730153/
1205571001	20231023	202310	2023	2023.8027	GBR	UNITED KINGDOM	GBR																		1	084	084	08	2	7.0	4	1	4	4.01211203633611	4	Berkshire, United Kingdom (general), United Kingdom	UK	UK00	40127	51.5	-1.25	-2589736	0								4	Berkshire, United Kingdom (general), United Kingdom	UK	UK00	40127	51.5	-1.25	-2589736	20241022130000	https://www.aol.com/tails-60-celebrating-lives-dogs-060000999.html
1205571002	20231023	202310	2023	2023.8027	ISR	ISRAEL	ISR								PSEREB	HAMAS	PSE					REB			1	042	042	04	1	1.9	2	1	2	-0.48115477145149	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	1	Iran	IR	IR		32	53	IR	20241022130000	https://www.thenationalnews.com/news/mena/2024/10/22/antony-blinken-arrives-in-middle-east-as-pressure-grows-on-israel-over-gaza-aid/
1205571003	20231023	202310	2023	2023.8027	ISR	ISRAEL	ISR								PSEREB	HAMAS	PSE					REB			1	042	042	04	1	1.9	6	1	6	-0.48115477145149	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20241022130000	https://www.thenationalnews.com/news/mena/2024/10/22/antony-blinken-arrives-in-middle-east-as-pressure-grows-on-israel-over-gaza-aid/
