1217190344	20231224	202312	2023	2023.9699											BUS	COMPANIES						BUS			0	057	057	05	1	8.0	10	1	10	-1.62337662337663	0								4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20241223121500	https://www.hurriyetdailynews.com/honda-and-nissan-to-launch-merger-talks-203928
1217190345	20231224	202312	2023	2023.9699	BUS	COMPANIES						BUS													0	057	057	05	1	8.0	10	1	10	-1.62337662337663	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	0								4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20241223121500	https://www.hurriyetdailynews.com/honda-and-nissan-to-launch-merger-talks-203928
1217190346	20231224	202312	2023	2023.9699	COP	POLICE						COP			GBR	UNITED KINGDOM	GBR								1	040	040	04	1	1.0	2	1	2	-2.78207109737248	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	20241223121500	https://www.thenational.scot/news/24814441.lord-advocate-expresses-concern-lack-progress-eljamel-probe/
1217190347	20231224	202312	2023	2023.9699	COP	POLICE						COP			GBR	UNITED KINGDOM	GBR								1	040	040	04	1	1.0	2	1	2	-2.78207109737248	4	Ninewells, Scottish Borders, The, United Kingdom	UK	UKT9	40167	55.8	-2.21667	-2604149	4	Ninewells, Scottish Borders, The, United Kingdom	UK	UKT9	40167	55.8	-2.21667	-2604149	4	Ninewells, Scottish Borders, The, United Kingdom	UK	UKT9	40167	55.8	-2.21667	-2604149	20241223121500	https://www.thenational.scot/news/24814441.lord-advocate-expresses-concern-lack-progress-eljamel-probe/
1217190348	20231224	202312	2023	2023.9699	GBR	UNITED KINGDOM	GBR								COP	POLICE						COP			1	010	010	01	1	0.0	2	1	2	-2.78207109737248	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	20241223121500	https://www.thenational.scot/news/24814441.lord-advocate-expresses-concern-lack-progress-eljamel-probe/
1217190349	20231224	202312	2023	2023.9699	GBR	UNITED KINGDOM	GBR								COP	POLICE						COP			1	010	010	01	1	0.0	2	1	2	-2.78207109737248	4	Ninewells, Scottish Borders, The, United Kingdom	UK	UKT9	40167	55.8	-2.21667	-2604149	4	Ninewells, Scottish Borders, The, United Kingdom	UK	UKT9	40167	55.8	-2.21667	-2604149	4	Ninewells, Scottish Borders, The, United Kingdom	UK	UKT9	40167	55.8	-2.21667	-2604149	20241223121500	https://www.thenational.scot/news/24814441.lord-advocate-expresses-concern-lack-progress-eljamel-probe/
1217190350	20231224	202312	2023	2023.9699	GBR	UNITED KINGDOM	GBR								COP	POLICE						COP			1	040	040	04	1	1.0	2	1	2	-2.78207109737248	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	20241223121500	https://www.thenational.scot/news/24814441.lord-advocate-expresses-concern-lack-progress-eljamel-probe/
1217190351	20231224	202312	2023	2023.9699	GBR	UNITED KINGDOM	GBR								COP	POLICE						COP			1	040	040	04	1	1.0	2	1	2	-2.78207109737248	4	Ninewells, Scottish Borders, The, United Kingdom	UK	UKT9	40167	55.8	-2.21667	-2604149	4	Ninewells, Scottish Borders, The, United Kingdom	UK	UKT9	40167	55.8	-2.21667	-2604149	4	Ninewells, Scottish Borders, The, United Kingdom	UK	UKT9	40167	55.8	-2.21667	-2604149	20241223121500	https://www.thenational.scot/news/24814441.lord-advocate-expresses-concern-lack-progress-eljamel-probe/
1217190352	20231224	202312	2023	2023.9699	ISR	ISRAEL	ISR																		1	010	010	01	1	0.0	2	1	2	-4.69011725293132	4	Jabalia, Gaza Strip (general), Gaza Strip	GZ	GZ00	18315	31.5364	34.4945	-797161	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20241223121500	https://www.moneycontrol.com/news/world/some-gaps-have-narrowed-in-elusive-gaza-ceasefire-deal-report-12896328.html
1217190353	20231224	202312	2023	2023.9699	MNCUSAMED	GOOGLE	USA					MNC	MED		USA	UNITED STATES	USA								0	020	020	02	1	3.0	1	1	1	-1.30321459600347	3	Mount Washington, California, United States	US	USCA	CA037	34.0992	-118.22	1661071	3	Mount Washington, California, United States	US	USCA		34.0992	-118.22	1661071	3	Mount Washington, California, United States	US	USCA		34.0992	-118.22	1661071	20241223121500	https://www.latimes.com/california/story/2024-12-23/l-a-city-officials-use-disappearing-google-chats-the-city-attorney-is-investigating
