1218545886	20240103	202401	2024	2024.0082	ISR	ISRAEL	ISR								QATMED	AL JAZEERA	QAT					MED			0	172	172	17	4	-5.0	10	1	10	-6.52680652680653	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20250102141500	https://www.middleeastmonitor.com/20250102-palestinian-authority-orders-suspension-of-al-jazeeras-operations-in-west-bank/
1218545887	20240103	202401	2024	2024.0082	JUD	JUDGE						JUD													1	015	015	01	1	0.0	10	1	10	-3.79746835443037	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250102141500	https://www.yahoo.com/news/uk-grime-star-stormzy-banned-131814603.html
1218545888	20240103	202401	2024	2024.0082	UAF	MILITARY WING						UAF			ISR	ISRAELI	ISR								0	073	073	07	2	7.4	2	1	2	-9.58525345622119	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250102141500	https://www.dailymail.co.uk/news/article-14243895/Israeli-hostage-freed-new-exchange-deal-attempts-suicide-talks-collapse-Islamic-Jihad-captors-claim.html
1218545889	20240103	202401	2024	2024.0082	UAF	MILITARY WING						UAF			ISROPP	ISRAELI	ISR					OPP			0	073	073	07	2	7.4	3	1	3	-9.58525345622119	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250102141500	https://www.dailymail.co.uk/news/article-14243895/Israeli-hostage-freed-new-exchange-deal-attempts-suicide-talks-collapse-Islamic-Jihad-captors-claim.html
1218545890	20241203	202412	2024	2024.9123	CHNGOV	CHINESE	CHN					GOV			USA	THE US	USA								1	128	128	12	3	-5.0	3	1	3	-10	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250102141500	https://biztoc.com/x/cbc474c2cbced28b
1218545891	20241226	202412	2024	2024.9753	JUD	JUDGE						JUD													0	111	111	11	3	-2.0	6	1	6	-9.45626477541367	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	0								2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20250102141500	https://www.blackenterprise.com/jay-z-attorney-loophole-assault-lawsuit-dismissed/
1218545892	20241226	202412	2024	2024.9753	JUD	JUDGE						JUD			USA	UNITED STATES	USA								0	111	111	11	3	-2.0	4	1	4	-9.45626477541367	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250102141500	https://www.blackenterprise.com/jay-z-attorney-loophole-assault-lawsuit-dismissed/
1218545893	20241226	202412	2024	2024.9753	PAK	PAKISTAN	PAK								IND	UTTAR PRADESH	IND								1	173	173	17	4	-5.0	2	1	2	-2.9126213592233	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	4	Mandi Bahauddin, Punjab, Pakistan	PK	PK04	40371	32.5834	73.4843	-2768389	4	Mandi Bahauddin, Punjab, Pakistan	PK	PK04	40371	32.5834	73.4843	-2768389	20250102141500	https://kashmirreader.com/2025/01/02/indian-man-crosses-over-illegally-into-pakistan-to-marry-facebook-friend-lands-in-jail/
1218545894	20241226	202412	2024	2024.9753	PAK	PAKISTAN	PAK								IND	UTTAR PRADESH	IND								1	173	173	17	4	-5.0	8	1	8	-2.9126213592233	4	Mandi Bahauddin, Punjab, Pakistan	PK	PK04	40371	32.5834	73.4843	-2768389	4	Mandi Bahauddin, Punjab, Pakistan	PK	PK04	40371	32.5834	73.4843	-2768389	4	Mandi Bahauddin, Punjab, Pakistan	PK	PK04	40371	32.5834	73.4843	-2768389	20250102141500	https://kashmirreader.com/2025/01/02/indian-man-crosses-over-illegally-into-pakistan-to-marry-facebook-friend-lands-in-jail/
1218545895	20250101	202501	2025	2025.0027	BGD	SYLHET	BGD								CVL	NATIONALS						CVL			1	173	173	17	4	-5.0	10	1	10	-7.25806451612903	4	Sylhet, Sylhet, Bangladesh	BG	BG86	5824	24.8967	91.8717	-2737987	4	Sylhet, Sylhet, Bangladesh	BG	BG86	5824	24.8967	91.8717	-2737987	4	Sylhet, Sylhet, Bangladesh	BG	BG86	5824	24.8967	91.8717	-2737987	20250102141500	https://www.thedailystar.net/news/bangladesh/news/border-trespassing-2-indian-nationals-detained-sunamganj-3790376
1218545896	20250101	202501	2025	2025.0027	COP	POLICE						COP			GBR	SHEFFIELD	GBR								1	192	192	19	4	-9.5	10	1	10	-3.03030303030303	0								0								0								20250102141500	https://www.yorkshirepost.co.uk/news/people/blackstock-road-sheffied-body-of-woman-found-outside-row-of-shops-on-new-years-day-4927889
1218545897	20250101	202501	2025	2025.0027	MYS	MALAYSIAN	MYS								COP	POLICE						COP			1	111	111	11	3	-2.0	10	1	10	-16.6666666666667	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	20250102141500	https://www.malaysiakini.com/news/730512
1218545898	20250102	202501	2025	2025.0055											AGR	FARMER						AGR			1	042	042	04	1	1.9	5	1	5	1.19047619047619	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20250102141500	https://news.webindia123.com/news/Articles/India/20250102/4272579.html
1218545899	20250102	202501	2025	2025.0055											ALB	ALBANIA	ALB								0	042	042	04	1	1.9	10	1	10	-4.46735395189004	0								1	Albania	AL	AL		41	20	AL	1	Albania	AL	AL		41	20	AL	20250102141500	https://www.yahoo.com/news/illegal-immigrants-jailed-240k-cannabis-132040460.html
1218545900	20250102	202501	2025	2025.0055											ALB	ALBANIA	ALB								1	173	173	17	4	-5.0	2	1	2	-4.46735395189004	0								1	Albania	AL	AL		41	20	AL	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20250102141500	https://www.yahoo.com/news/illegal-immigrants-jailed-240k-cannabis-132040460.html
