1213789026	20231206	202312	2023	2023.9205	BEL	BELGIUM	BEL																		1	030	030	03	1	4.0	4	1	4	1.86046511627907	1	Belgium	BE	BE		50.833333	4	BE	0								1	Belgium	BE	BE		50.833333	4	BE	20241205081500	https://www.agriland.ie/farming-news/heifers-reach-e4300-at-ballybay-mart-fatstock-sale/
1213789027	20231206	202312	2023	2023.9205	GBR	UNITED KINGDOM	GBR																		0	017	017	01	1	0.0	10	1	10	1.9559902200489	4	Tunbridge Wells, Kent, United Kingdom	UK	UKG5	40117	51.1333	0.283333	-2606622	0								4	Tunbridge Wells, Kent, United Kingdom	UK	UKG5	40117	51.1333	0.283333	-2606622	20241205081500	https://www.railwaygazette.com/uk/uk-railway-news-round-up/67930.article
1213789028	20231206	202312	2023	2023.9205	ISR	ISRAEL	ISR								OPP	PRISONER						OPP			0	043	043	04	1	2.8	5	1	5	1.20663650075415	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	1	Qatar	QA	QA		25.5	51.25	QA	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20241205081500	https://www.iloveqatar.net/news/general/qatar-just-solution-palestinian-cause-path-prosperity-region
1213789029	20231206	202312	2023	2023.9205	ISR	ISRAEL	ISR								PSEREB	HAMAS	PSE					REB			0	0871	087	08	2	9.0	10	1	10	1.20663650075415	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20241205081500	https://www.iloveqatar.net/news/general/qatar-just-solution-palestinian-cause-path-prosperity-region
1213789030	20231206	202312	2023	2023.9205	LEG	NATIONAL ASSEMBLY						LEG													0	120	120	12	3	-4.0	10	1	10	-3.74203821656051	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20241205081500	https://www.thetimes.com/world/europe/article/french-government-michel-barnier-prime-minister-macron-resign-president-6wprd6fvd
1213789031	20231206	202312	2023	2023.9205	OPP	PRISONER						OPP			ISR	ISRAEL	ISR								0	042	042	04	1	1.9	5	1	5	1.20663650075415	1	Qatar	QA	QA		25.5	51.25	QA	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20241205081500	https://www.iloveqatar.net/news/general/qatar-just-solution-palestinian-cause-path-prosperity-region
1213789032	20231206	202312	2023	2023.9205	OPP	PRISONER						OPP			PSEREB	HAMAS	PSE					REB			0	042	042	04	1	1.9	5	1	5	1.20663650075415	1	Qatar	QA	QA		25.5	51.25	QA	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20241205081500	https://www.iloveqatar.net/news/general/qatar-just-solution-palestinian-cause-path-prosperity-region
1213789033	20231206	202312	2023	2023.9205	PSEREB	HAMAS	PSE					REB			OPP	PRISONER						OPP			0	043	043	04	1	2.8	5	1	5	1.20663650075415	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	1	Qatar	QA	QA		25.5	51.25	QA	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20241205081500	https://www.iloveqatar.net/news/general/qatar-just-solution-palestinian-cause-path-prosperity-region
1213789034	20241105	202411	2024	2024.8356	GOV	MINIST						GOV			RUS	RUSSIAN	RUS								0	036	036	03	1	4.0	8	1	8	-3.4	4	Orano, Tverskaya Oblast', Russia	RS	RS77	25106	57.7224	35.8549	-2974778	4	Orano, Tverskaya Oblast', Russia	RS	RS77	25106	57.7224	35.8549	-2974778	4	Orano, Tverskaya Oblast', Russia	RS	RS77	25106	57.7224	35.8549	-2974778	20241205081500	https://allafrica.com/stories/202412050131.html
1213789035	20241105	202411	2024	2024.8356	RUSGOV	RUSSIA	RUS					GOV			RUS	RUSSIAN	RUS								0	036	036	03	1	4.0	2	1	2	-3.4	4	Orano, Tverskaya Oblast', Russia	RS	RS77	25106	57.7224	35.8549	-2974778	4	Orano, Tverskaya Oblast', Russia	RS	RS77	25106	57.7224	35.8549	-2974778	4	Orano, Tverskaya Oblast', Russia	RS	RS77	25106	57.7224	35.8549	-2974778	20241205081500	https://allafrica.com/stories/202412050131.html
1213789036	20241128	202411	2024	2024.8986	EDU	UNIVERSITY						EDU			JUD	TRIBUNAL						JUD			1	010	010	01	1	0.0	10	1	10	-7.36434108527132	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20241205081500	https://www.thecollegefix.com/u-minnesota-fines-7-pro-palestinian-protesters-after-vandalism/
1213789037	20241128	202411	2024	2024.8986	LAB	WORKER						LAB													1	164	164	16	4	-7.0	10	1	10	0.82191780821917	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20241205081500	https://australianaviation.com.au/2024/12/ground-workers-to-strike-for-24-hours-next-week-as-dnata-talks-fail/
1213789038	20241128	202411	2024	2024.8986	MIL	MILITARY OFFICER						MIL			RUS	RUSSIA	RUS								1	041	041	04	1	1.0	2	1	2	-2.98507462686567	4	Oreshnik, Kirovskaya Oblast', Russia	RS	RS33	25060	57.3633	49.9722	11149267	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Oreshnik, Kirovskaya Oblast', Russia	RS	RS33	25060	57.3633	49.9722	11149267	20241205081500	https://www.timeslive.co.za/news/world/2024-12-05-top-us-russian-generals-spoke-by-phone-amid-tensions/
1213789039	20241128	202411	2024	2024.8986	MIL	MILITARY OFFICER						MIL			RUS	RUSSIA	RUS								1	041	041	04	1	1.0	8	1	8	-2.98507462686567	4	Oreshnik, Kirovskaya Oblast', Russia	RS	RS33	25060	57.3633	49.9722	11149267	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20241205081500	https://www.timeslive.co.za/news/world/2024-12-05-top-us-russian-generals-spoke-by-phone-amid-tensions/
1213789040	20241128	202411	2024	2024.8986	RUS	RUSSIA	RUS								MIL	MILITARY OFFICER						MIL			1	041	041	04	1	1.0	10	1	10	-2.98507462686567	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20241205081500	https://www.timeslive.co.za/news/world/2024-12-05-top-us-russian-generals-spoke-by-phone-amid-tensions/
1213789041	20241204	202412	2024	2024.9151	CRI	COSTA RICA	CRI								GOV	MINIST FOR FOREIGN						GOV			1	042	042	04	1	1.9	10	1	10	6.57894736842105	1	Costa Rica	CS	CS		10	-84	CS	1	Costa Rica	CS	CS		10	-84	CS	1	Costa Rica	CS	CS		10	-84	CS	20241205081500	https://thepeninsulaqatar.com/article/05/12/2024/al-muraikhi-receives-credentials-of-costa-rica-envoy
1213789042	20241204	202412	2024	2024.9151	GOV	MINIST FOR FOREIGN						GOV			CRI	COSTA RICA	CRI								1	043	043	04	1	2.8	10	1	10	6.57894736842105	1	Costa Rica	CS	CS		10	-84	CS	1	Costa Rica	CS	CS		10	-84	CS	1	Costa Rica	CS	CS		10	-84	CS	20241205081500	https://thepeninsulaqatar.com/article/05/12/2024/al-muraikhi-receives-credentials-of-costa-rica-envoy
1213789043	20241205	202412	2024	2024.9178											AGR	FARMER						AGR			1	040	040	04	1	1.0	1	1	1	2	0								4	Strabane, Strabane, United Kingdom	UK	UKT4	18287	54.8	-7.46667	-2608908	4	Strabane, Strabane, United Kingdom	UK	UKT4	18287	54.8	-7.46667	-2608908	20241205081500	https://www.agriland.ie/farming-news/watch-tyrone-farmer-maximises-slurry-value-with-digest-it/
1213789044	20241205	202412	2024	2024.9178											AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	10	1	10	3.07692307692308	0								4	Point Cook, Victoria, Australia	AS	AS07	5429	-37.9167	144.8	-1595590	4	Point Cook, Victoria, Australia	AS	AS07	5429	-37.9167	144.8	-1595590	20241205081500	https://australianaviation.com.au/2024/12/inside-the-archive-14-pac-ct-4-airtrainer/
1213789045	20241205	202412	2024	2024.9178											BGD	BANGLADESH	BGD								1	020	020	02	1	3.0	5	1	5	-2.23048327137547	0								4	Narayanganj, Dhaka, Bangladesh	BG	BG81	5788	23.6233	90.5011	-2737880	4	Narayanganj, Dhaka, Bangladesh	BG	BG81	5788	23.6233	90.5011	-2737880	20241205081500	https://www.thedailystar.net/news/bangladesh/news/bangladesh-sovereignty-not-under-any-threat-home-adviser-3768941
1213789046	20241205	202412	2024	2024.9178											BGD	BANGLADESH	BGD								1	173	173	17	4	-5.0	2	1	2	-9.78260869565217	0								4	Bhairab, Khulna, Bangladesh	BG	BG82	5799	22.8486	89.5587	-2713537	4	Bhairab, Khulna, Bangladesh	BG	BG82	5799	22.8486	89.5587	-2713537	20241205081500	https://news.webindia123.com/news/Articles/World/20241205/4262901.html
1213789047	20241205	202412	2024	2024.9178											BGD	BANGLADESH	BGD								0	173	173	17	4	-5.0	4	1	4	-9.78260869565217	0								4	Kishoreganj, Rangpur, Bangladesh	BG	BG87	5818	25.8994	89.0193	-2737795	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20241205081500	https://news.webindia123.com/news/Articles/World/20241205/4262901.html
1213789048	20241205	202412	2024	2024.9178											BGD	BANGLADESH	BGD								1	190	190	19	4	-10.0	4	1	4	-9.78260869565217	0								4	Kishoreganj, Rangpur, Bangladesh	BG	BG87	5818	25.8994	89.0193	-2737795	4	Kishoreganj, Rangpur, Bangladesh	BG	BG87	5818	25.8994	89.0193	-2737795	20241205081500	https://news.webindia123.com/news/Articles/World/20241205/4262901.html
1213789049	20241205	202412	2024	2024.9178											BUS	COMPANY						BUS			1	036	036	03	1	4.0	10	1	10	-1.56862745098039	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20241205081500	https://au.news.yahoo.com/tourists-just-metres-from-predator-in-dangerous-jet-ski-trend-072409382.html
1213789050	20241205	202412	2024	2024.9178											BUS	BUSINESS						BUS			0	045	045	04	1	5.0	5	1	5	4.66867469879518	0								1	Liberia	LI	LI		6.5	-9.5	LI	1	Liberia	LI	LI		6.5	-9.5	LI	20241205081500	https://www.liberianobserver.com/news/moc-embarks-on-afcfta-awareness-sensitization-nationwide/article_8603f0e6-b2c8-11ef-bdde-e774d4e87787.html
1213789051	20241205	202412	2024	2024.9178											BUS	BUSINESS						BUS			1	112	112	11	3	-2.0	10	1	10	7.39348370927318	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20241205081500	https://www.michigandaily.com/news/campus-life/umich-arts-initiative-and-ross-impact-studio-host-makeda-easters-making-it-napshots-from-the-artist-pay-project-exhibit/
1213789052	20241205	202412	2024	2024.9178											CAN	CANADA	CAN								0	043	043	04	1	2.8	2	1	2	1.60905840286055	0								4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20241205081500	https://thetyee.ca/Culture/2024/12/05/Vancouver-New-Art-Gallery-Fail/
1213789053	20241205	202412	2024	2024.9178											CAN	CANADA	CAN								1	190	190	19	4	-10.0	2	1	2	-2.2351797862002	0								4	Rhayader, Powys, United Kingdom	UK	UKY8	40184	52.3167	-3.5	-2606172	4	Rhayader, Powys, United Kingdom	UK	UKY8	40184	52.3167	-3.5	-2606172	20241205081500	https://www.shropshirestar.com/news/2024/12/05/rhayader-services-planned-for-crew-of-crashed-world-war-2-bomber/
1213789054	20241205	202412	2024	2024.9178											CHN	JINAN	CHN								1	036	036	03	1	4.0	8	1	8	6.39097744360902	0								4	Jinan, Shandong, China	CH	CH25	13238	36.6683	116.997	-1912283	4	Jinan, Shandong, China	CH	CH25	13238	36.6683	116.997	-1912283	20241205081500	http://www.chinadaily.com.cn/a/202412/05/WS67513f5ba310f1265a1d150b.html
1213789055	20241205	202412	2024	2024.9178											CHN	CHINA	CHN								1	036	036	03	1	4.0	2	1	2	6.39097744360902	0								4	Jinan, Shandong, China	CH	CH25	13238	36.6683	116.997	-1912283	4	Shandong, Jiangsu, China	CH	CH04	13151	32.9793	118.852	11415469	20241205081500	http://www.chinadaily.com.cn/a/202412/05/WS67513f5ba310f1265a1d150b.html
1213789056	20241205	202412	2024	2024.9178											CHN	CHINESE	CHN								1	040	040	04	1	1.0	3	1	3	-4.24886191198786	0								1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20241205081500	https://larouchepub.com/other/2024/5148-we_have_to_get_a_breakout_we_r.html
1213789057	20241205	202412	2024	2024.9178											CHN	JINAN	CHN								0	043	043	04	1	2.8	10	1	10	6.39097744360902	0								4	Jinan, Shandong, China	CH	CH25	13238	36.6683	116.997	-1912283	4	Jinan, Shandong, China	CH	CH25	13238	36.6683	116.997	-1912283	20241205081500	http://www.chinadaily.com.cn/a/202412/05/WS67513f5ba310f1265a1d150b.html
1213789058	20241205	202412	2024	2024.9178											CHN	SHANDONG	CHN								1	043	043	04	1	2.8	10	1	10	6.39097744360902	0								4	Shandong, Jiangsu, China	CH	CH04	13151	32.9793	118.852	11415469	4	Jinan, Shandong, China	CH	CH25	13238	36.6683	116.997	-1912283	20241205081500	http://www.chinadaily.com.cn/a/202412/05/WS67513f5ba310f1265a1d150b.html
1213789059	20241205	202412	2024	2024.9178											CHN	CHINA	CHN								1	163	163	16	4	-8.0	2	1	2	-3.08641975308642	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20241205081500	https://www.scmp.com/news/china/military/article/3289488/mainland-china-sanctions-13-us-companies-over-weapons-sales-taiwan
1213789060	20241205	202412	2024	2024.9178											COP	POLICE						COP			0	046	046	04	1	7.0	6	1	6	-5.80762250453721	0								3	East Toledo, Ohio, United States	US	USOH		41.6334	-83.5166	1062464	3	East Toledo, Ohio, United States	US	USOH		41.6334	-83.5166	1062464	20241205081500	https://www.13abc.com/2024/12/05/police-investigate-dogs-killing-cats-humane-society-investigating-case-animal-cruelty/
1213789061	20241205	202412	2024	2024.9178											COP	POLICE FORCE						COP			1	111	111	11	3	-2.0	6	1	6	-9.48717948717952	0								4	Anambra, Nigeria (general), Nigeria	NI	NI00	22911	7.26667	7.4	-1999832	4	Anambra, Nigeria (general), Nigeria	NI	NI00	22911	7.26667	7.4	-1999832	20241205081500	https://hallmarknews.com/farotimi-obi-chides-police-for-shifting-focus-to-cases-that-appear-to-stifle-critical-voices/
1213789062	20241205	202412	2024	2024.9178											CRM	CRIMINAL						CRM			0	051	051	05	1	3.4	5	1	5	-4.53972257250946	0								1	Angola	AO	AO		-12.5	18.5	AO	1	Angola	AO	AO		-12.5	18.5	AO	20241205081500	https://www.darkreading.com:443/cyberattacks-data-breaches/african-law-enforcement-cybercrime-suspects
1213789063	20241205	202412	2024	2024.9178											CRM	CRIMINAL						CRM			0	051	051	05	1	3.4	5	1	5	-4.53972257250946	0								1	Kenya	KE	KE		1	38	KE	1	Kenya	KE	KE		1	38	KE	20241205081500	https://www.darkreading.com:443/cyberattacks-data-breaches/african-law-enforcement-cybercrime-suspects
1213789064	20241205	202412	2024	2024.9178											CVL	TOURIST						CVL			1	036	036	03	1	4.0	5	1	5	1.07858243451463	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20241205081500	https://eturbonews.com/latest-space-tourist-gets-his-moneys-worth/
1213789065	20241205	202412	2024	2024.9178											CVL	COMMUNITY						CVL			1	043	043	04	1	2.8	10	1	10	-0.94517958412099	0								4	Glasnevin, Dublin City, Ireland	EI	EI33	18299	53.3803	-6.26417	-1503028	4	Glasnevin, Dublin City, Ireland	EI	EI33	18299	53.3803	-6.26417	-1503028	20241205081500	https://www.irishnews.com/news/northern-ireland/youth-group-apologises-after-sharing-pictures-of-children-posing-with-guns-beside-uvf-banner-RU6KBJENNJFL5AUUVFFBE5UJFU/
1213789066	20241205	202412	2024	2024.9178											CVL	CITIZEN						CVL			0	043	043	04	1	2.8	5	1	5	-0.67567567567568	0								5	Seoul City, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5833	127	-716584	5	Seoul City, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5833	127	-716584	20241205081500	https://www.allkpop.com/buzz/2024/12/south-koreas-democratic-party-to-jointly-pursue-national-assembly-vote-for-president-yoon-seok-yeols-impeachment-special-counsel-mandate-for-kim-keon-hee-scandal-on-saturday
1213789067	20241205	202412	2024	2024.9178											CVL	COMMUNITY						CVL			1	051	051	05	1	3.4	5	1	5	0.68181818181818	0								1	Jamaica	JM	JM		18.25	-77.5	JM	1	Jamaica	JM	JM		18.25	-77.5	JM	20241205081500	https://www.jamaicaobserver.com/2024/12/05/time-restore-village/
1213789068	20241205	202412	2024	2024.9178											CVL	COMMUNITY						CVL			0	110	110	11	3	-2.0	4	1	4	-0.94517958412099	0								4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20241205081500	https://www.irishnews.com/news/northern-ireland/youth-group-apologises-after-sharing-pictures-of-children-posing-with-guns-beside-uvf-banner-RU6KBJENNJFL5AUUVFFBE5UJFU/
1213789069	20241205	202412	2024	2024.9178											CVL	RESIDENTS						CVL			1	190	190	19	4	-10.0	1	1	1	-2.2351797862002	0								4	Rhayader, Powys, United Kingdom	UK	UKY8	40184	52.3167	-3.5	-2606172	4	Rhayader, Powys, United Kingdom	UK	UKY8	40184	52.3167	-3.5	-2606172	20241205081500	https://www.shropshirestar.com/news/2024/12/05/rhayader-services-planned-for-crew-of-crashed-world-war-2-bomber/
