1214581303	20141212	201412	2014	2014.9370	CVL	IMMIGRANT						CVL													0	173	173	17	4	-5.0	10	1	10	-4.52604611443211	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20241209160000	https://gothamist.com/news/eric-adams-sanctuary-law-immigration-trump
1214581304	20231210	202312	2023	2023.9315											EUR	EUROPE	EUR								1	036	036	03	1	4.0	6	1	6	0.465116279069767	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20241209160000	https://www.radiox.co.uk/artists/white-stripes/jack-white-announces-uk-dates-for-2025/
1214581305	20231210	202312	2023	2023.9315											EUR	EUROPE	EUR								0	042	042	04	1	1.9	10	1	10	3.91061452513966	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20241209160000	https://247wallst.com/personal-finance/2024/12/09/i-regret-buying-the-bmw-personal-finance-expert-suze-orman-gives-her-best-advice-to-this-young-woman/
1214581306	20231210	202312	2023	2023.9315	AZE	AZERBAIJAN	AZE																		1	026	026	02	1	4.0	4	1	4	-0.854700854700855	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	0								1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20241209160000	https://en.trend.az/azerbaijan/business/3980239.html
1214581307	20231210	202312	2023	2023.9315	BUS	BUSINESS						BUS			GOV	REGULATOR						GOV			1	020	020	02	1	3.0	10	1	10	2.62295081967213	1	Namibia	WA	WA		-22	17	WA	1	Namibia	WA	WA		-22	17	WA	1	Namibia	WA	WA		-22	17	WA	20241209160000	https://www.namibian.com.na/business-entities-in-namibia-gearing-towards-a-compliance-landscape/
1214581308	20231210	202312	2023	2023.9315	CHN	CHINESE	CHN								BUS	COMPANY						BUS			1	020	020	02	1	3.0	10	1	10	0.738916256157633	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	20241209160000	https://timesofindia.indiatimes.com/business/india-business/xiaomi-targets-100-5g-smartphone-portfolio-by-2025-holds-off-electric-car-launch-in-india/articleshow/116145557.cms
1214581309	20231210	202312	2023	2023.9315	EDU	INTELLECTUAL						EDU			GOV	REGULATOR						GOV			1	020	020	02	1	3.0	10	1	10	2.62295081967213	1	Namibia	WA	WA		-22	17	WA	1	Namibia	WA	WA		-22	17	WA	1	Namibia	WA	WA		-22	17	WA	20241209160000	https://www.namibian.com.na/business-entities-in-namibia-gearing-towards-a-compliance-landscape/
1214581310	20231210	202312	2023	2023.9315	EUR	EUROPE	EUR																		1	036	036	03	1	4.0	6	1	6	0.465116279069767	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20241209160000	https://www.radiox.co.uk/artists/white-stripes/jack-white-announces-uk-dates-for-2025/
1214581311	20231210	202312	2023	2023.9315	EUR	EUROPE	EUR																		0	043	043	04	1	2.8	10	1	10	3.91061452513966	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	California, United States	US	USCA		36.17	-119.746	CA	20241209160000	https://247wallst.com/personal-finance/2024/12/09/i-regret-buying-the-bmw-personal-finance-expert-suze-orman-gives-her-best-advice-to-this-young-woman/
1214581312	20231210	202312	2023	2023.9315	EUR	EUROPE	EUR								GBR	UNITED KINGDOM	GBR								1	036	036	03	1	4.0	4	1	4	0.465116279069767	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20241209160000	https://www.radiox.co.uk/artists/white-stripes/jack-white-announces-uk-dates-for-2025/
