1205592815	20231023	202310	2023	2023.8027											ZAF	MPUMALANGA	ZAF								1	043	043	04	1	2.8	6	1	6	-3.25814536340852	0								4	Brazzaville, Brazzaville, Congo	CF	CF12	18585	-4.25917	15.2847	-2205356	4	Brazzaville, Brazzaville, Congo	CF	CF12	18585	-4.25917	15.2847	-2205356	20241022150000	https://www.snl24.com/kickoff/sanews/premiership/mamelodi-sundowns/dire-consequences-for-sundowns-star-zwane-after-injury-suffered-on-bafana-duty-20241022
1205592816	20231023	202310	2023	2023.8027	AFG	KABUL	AFG								GBR	UNITED KINGDOM	GBR								0	043	043	04	1	2.8	4	1	4	-1.53590701535907	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20241022150000	https://www.thenewhumanitarian.org/analysis/2024/10/22/how-taliban-vice-virtue-law-impact-foreign-aid-engagement
1205592817	20231023	202310	2023	2023.8027	AFG	KABUL	AFG								GBR	UNITED KINGDOM	GBR								0	043	043	04	1	2.8	1	1	1	-1.53590701535907	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20241022150000	https://www.thenewhumanitarian.org/analysis/2024/10/22/how-taliban-vice-virtue-law-impact-foreign-aid-engagement
1205592818	20231023	202310	2023	2023.8027	AFG	KABUL	AFG								QAT	QATAR	QAT								0	043	043	04	1	2.8	1	1	1	-1.53590701535907	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20241022150000	https://www.thenewhumanitarian.org/analysis/2024/10/22/how-taliban-vice-virtue-law-impact-foreign-aid-engagement
1205592819	20231023	202310	2023	2023.8027	AFG	KABUL	AFG								QAT	QATAR	QAT								0	043	043	04	1	2.8	1	1	1	-1.53590701535907	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20241022150000	https://www.thenewhumanitarian.org/analysis/2024/10/22/how-taliban-vice-virtue-law-impact-foreign-aid-engagement
1205592820	20231023	202310	2023	2023.8027	AFR	AFRICA	AFR								DJI	DJIBOUTI	DJI								1	010	010	01	1	0.0	1	1	1	-2	4	Copenhagen, Køavn*, Denmark	DA	DA05	15213	55.6667	12.5833	-2745636	4	Copenhagen, Køavn*, Denmark	DA	DA05	15213	55.6667	12.5833	-2745636	4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	25312	19	39.5	-2037160	20241022150000	https://businessmirror.com.ph/2024/10/22/maersk-raises-guidance-again-as-red-sea-attacks-boost-rates/
1205592821	20231023	202310	2023	2023.8027	AFR	AFRICA	AFR								DJI	DJIBOUTI	DJI								1	010	010	01	1	0.0	1	1	1	-2	4	Copenhagen, Køavn*, Denmark	DA	DA05	15213	55.6667	12.5833	-2745636	4	Copenhagen, Køavn*, Denmark	DA	DA05	15213	55.6667	12.5833	-2745636	4	Copenhagen, Køavn*, Denmark	DA	DA05	15213	55.6667	12.5833	-2745636	20241022150000	https://businessmirror.com.ph/2024/10/22/maersk-raises-guidance-again-as-red-sea-attacks-boost-rates/
1205592822	20231023	202310	2023	2023.8027	COG	CONGO	COG								ZAF	MPUMALANGA	ZAF								1	042	042	04	1	1.9	4	1	4	-3.25814536340852	4	Brazzaville, Brazzaville, Congo	CF	CF12	18585	-4.25917	15.2847	-2205356	4	Brazzaville, Brazzaville, Congo	CF	CF12	18585	-4.25917	15.2847	-2205356	4	Brazzaville, Brazzaville, Congo	CF	CF12	18585	-4.25917	15.2847	-2205356	20241022150000	https://www.snl24.com/kickoff/sanews/premiership/mamelodi-sundowns/dire-consequences-for-sundowns-star-zwane-after-injury-suffered-on-bafana-duty-20241022
1205592823	20231023	202310	2023	2023.8027	GBR	UNITED KINGDOM	GBR								AFG	KABUL	AFG								0	042	042	04	1	1.9	4	1	4	-1.53590701535907	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20241022150000	https://www.thenewhumanitarian.org/analysis/2024/10/22/how-taliban-vice-virtue-law-impact-foreign-aid-engagement
1205592824	20231023	202310	2023	2023.8027	GBR	UNITED KINGDOM	GBR								AFG	KABUL	AFG								0	042	042	04	1	1.9	1	1	1	-1.53590701535907	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20241022150000	https://www.thenewhumanitarian.org/analysis/2024/10/22/how-taliban-vice-virtue-law-impact-foreign-aid-engagement
