1219097969	20240107	202401	2024	2024.0192											MED	NEWS AGENCY						MED			1	036	036	03	1	4.0	8	1	8	-6.64961636828644	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20250106161500	https://www.prokerala.com/news/articles/a1596409.html
1219097970	20240107	202401	2024	2024.0192	BUS	BUSINESS						BUS													1	173	173	17	4	-5.0	2	1	2	-7.31707317073171	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	0								3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	20250106161500	https://dailypost.ng/2025/01/06/hush-money-trial-trump-files-motion-to-stay-unlawful-sentencing/
1219097971	20240107	202401	2024	2024.0192	BUS	BUSINESS						BUS			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	6	1	6	-7.31707317073171	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	20250106161500	https://dailypost.ng/2025/01/06/hush-money-trial-trump-files-motion-to-stay-unlawful-sentencing/
1219097972	20240107	202401	2024	2024.0192	CAN	CANADA	CAN																		1	051	051	05	1	3.4	1	1	1	3.74220374220374	1	United Kingdom	UK	UK		54	-4	UK	0								4	Sussex, New Brunswick, Canada	CA	CA04	12601	45.7167	-65.5167	-574388	20250106161500	https://www.hellomagazine.com/hfm/fashion-trends/739368/meghan-markles-ski-fashion-puffer-jackets/
1219097973	20240107	202401	2024	2024.0192	COP	POLICE						COP			MED	MEDIA						MED			1	173	173	17	4	-5.0	10	1	10	-3.59281437125749	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250106161500	https://www.odditycentral.com/news/russian-police-detaines-party-goers-for-looking-too-gay.html
1219097974	20240107	202401	2024	2024.0192	GBR	SCOTLAND	GBR								USA	UNITED STATES	USA								0	051	051	05	1	3.4	1	1	1	4.86257928118393	1	United Kingdom	UK	UK		54	-4	UK	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20250106161500	https://www.marieclaire.com/celebrity/royals/prince-william-paid-200-pounds-date-kate-middleton/
1219097975	20240107	202401	2024	2024.0192	GBR	SCOTLAND	GBR								USA	UNITED STATES	USA								0	051	051	05	1	3.4	2	1	2	4.86257928118393	1	United Kingdom	UK	UK		54	-4	UK	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	1	United Kingdom	UK	UK		54	-4	UK	20250106161500	https://www.marieclaire.com/celebrity/royals/prince-william-paid-200-pounds-date-kate-middleton/
1219097976	20240107	202401	2024	2024.0192	ISR	ISRAELI	ISR								ISRSET	ISRAEL	ISR					SET			1	190	190	19	4	-10.0	2	1	2	-3.44827586206897	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20250106161500	https://www.plenglish.com/news/2025/01/06/over-960-mosques-in-gaza-destroyed-and-damaged-by-israel/
1219097977	20240107	202401	2024	2024.0192	ISRSET	ISRAELI	ISR					SET													1	190	190	19	4	-10.0	3	1	3	-3.44827586206897	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	0								4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20250106161500	https://www.plenglish.com/news/2025/01/06/over-960-mosques-in-gaza-destroyed-and-damaged-by-israel/
1219097978	20240107	202401	2024	2024.0192	ISRSET	ISRAELI	ISR					SET			ISR	JERUSALEM	ISR								1	190	190	19	4	-10.0	3	1	3	-3.44827586206897	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20250106161500	https://www.plenglish.com/news/2025/01/06/over-960-mosques-in-gaza-destroyed-and-damaged-by-israel/
1219097979	20240107	202401	2024	2024.0192	MED	NEWS AGENCY						MED			AUS	AUSTRALIA	AUS								1	036	036	03	1	4.0	2	1	2	-6.64961636828644	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20250106161500	https://www.prokerala.com/news/articles/a1596409.html
1219097980	20240107	202401	2024	2024.0192	USA	UNITED STATES	USA																		0	160	160	16	4	-4.0	4	1	4	-1.71232876712329	3	Bronzeville, Illinois, United States	US	USIL	IL031	41.8309	-87.6264	1825920	0								3	Bronzeville, Illinois, United States	US	USIL	IL031	41.8309	-87.6264	1825920	20250106161500	https://therealdeal.com/chicago/2025/01/06/developer-lists-historic-school-in-chicagos-bronzeville/
1219097981	20241207	202412	2024	2024.9233											EDU	SCHOOL						EDU			1	057	057	05	1	8.0	6	1	6	1.18343195266272	0								2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20250106161500	http://923wnpc.com/lawmakers-back-for-new-legislative-session/
1219097982	20241207	202412	2024	2024.9233											LAB	EMPLOYEE						LAB			1	057	057	05	1	8.0	5	1	5	2.36842105263158	0								4	Wrexham, Wrexham, United Kingdom	UK	UKZ4	40179	53.05	-3	-2612187	4	Poulton-Le-Fylde, Lancashire, United Kingdom	UK	UKH2	40118	53.8333	-2.98333	-2605684	20250106161500	https://www.foodmanufacture.co.uk/Article/2025/01/06/innovative-food-ingredients-launches-two-new-business-units/
1219097983	20241207	202412	2024	2024.9233	COP	PRISON						COP			JUD	FEDERAL JUDGE						JUD			1	173	173	17	4	-5.0	4	1	4	-6.08108108108108	3	Hempstead County, Arkansas, United States	US	USAR	AR057	33.7168	-93.6668	66858	3	Hempstead County, Arkansas, United States	US	USAR		33.7168	-93.6668	66858	3	Hempstead County, Arkansas, United States	US	USAR		33.7168	-93.6668	66858	20250106161500	https://txktoday.com/courts/arkansas-meth-dealer-sentenced-to-10-years-federal-time/
1219097984	20241207	202412	2024	2024.9233	COP	PRISON						COP			USA	UNITED STATES	USA								1	042	042	04	1	1.9	6	1	6	-6.08108108108108	3	Texarkana, Arkansas, United States	US	USAR	AR091	33.4418	-94.0377	78542	3	Hempstead County, Arkansas, United States	US	USAR		33.7168	-93.6668	66858	3	Hempstead County, Arkansas, United States	US	USAR		33.7168	-93.6668	66858	20250106161500	https://txktoday.com/courts/arkansas-meth-dealer-sentenced-to-10-years-federal-time/
1219097985	20241207	202412	2024	2024.9233	EDU	SCHOOL						EDU													1	057	057	05	1	8.0	6	1	6	1.18343195266272	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	0								2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20250106161500	http://923wnpc.com/lawmakers-back-for-new-legislative-session/
1219097986	20241207	202412	2024	2024.9233	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								0	037	037	03	1	5.0	10	1	10	-1.15681233933162	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250106161500	https://www.journal-news.com/nation-world/nippon-us-steel-file-suit-against-biden-administration-union-and-rival-after-15b-deal-scuttled/YJLYXN2UGRFMDPVV3B6V5I4FKE/
1219097987	20241207	202412	2024	2024.9233	JUD	FEDERAL JUDGE						JUD													0	084	084	08	2	7.0	10	1	10	-7.22433460076046	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250106161500	https://therealdeal.com/new-york/2025/01/06/alexander-brothers-bail-pitch-nyc-miami-properties/
1219097988	20241207	202412	2024	2024.9233	JUD	FEDERAL JUDGE						JUD			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	2	1	2	-6.08108108108108	3	Hempstead County, Arkansas, United States	US	USAR	AR057	33.7168	-93.6668	66858	3	Hempstead County, Arkansas, United States	US	USAR		33.7168	-93.6668	66858	3	Hempstead County, Arkansas, United States	US	USAR		33.7168	-93.6668	66858	20250106161500	https://txktoday.com/courts/arkansas-meth-dealer-sentenced-to-10-years-federal-time/
1219097989	20241207	202412	2024	2024.9233	LAB	EMPLOYEE						LAB													1	057	057	05	1	8.0	5	1	5	2.36842105263158	4	Poulton-Le-Fylde, Lancashire, United Kingdom	UK	UKH2	40118	53.8333	-2.98333	-2605684	0								4	Poulton-Le-Fylde, Lancashire, United Kingdom	UK	UKH2	40118	53.8333	-2.98333	-2605684	20250106161500	https://www.foodmanufacture.co.uk/Article/2025/01/06/innovative-food-ingredients-launches-two-new-business-units/
1219097990	20241207	202412	2024	2024.9233	USA	UNITED STATES	USA								COP	PRISON						COP			1	043	043	04	1	2.8	6	1	6	-6.08108108108108	3	Hempstead County, Arkansas, United States	US	USAR	AR057	33.7168	-93.6668	66858	3	Texarkana, Arkansas, United States	US	USAR	AR091	33.4418	-94.0377	78542	3	Hempstead County, Arkansas, United States	US	USAR		33.7168	-93.6668	66858	20250106161500	https://txktoday.com/courts/arkansas-meth-dealer-sentenced-to-10-years-federal-time/
1219097991	20241207	202412	2024	2024.9233	USA	UNITED STATES	USA								GOV	PRESIDENT						GOV			0	037	037	03	1	5.0	10	1	10	-1.15681233933162	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250106161500	https://www.journal-news.com/nation-world/nippon-us-steel-file-suit-against-biden-administration-union-and-rival-after-15b-deal-scuttled/YJLYXN2UGRFMDPVV3B6V5I4FKE/
