1220744289	20150118	201501	2015	2015.0493	USA	UTAH	USA																		0	070	070	07	2	7.0	4	1	4	-2.45014245014245	2	Utah, United States	US	USUT		40.1135	-111.854	UT	0								2	Utah, United States	US	USUT		40.1135	-111.854	UT	20250115143000	https://www.sltrib.com/religion/2025/01/15/lds-tithing-lawsuit-your-guide/
1220744290	20150118	201501	2015	2015.0493	USA	UTAH	USA																		0	115	115	11	3	-2.0	4	1	4	-2.45014245014245	2	Utah, United States	US	USUT		40.1135	-111.854	UT	0								2	Utah, United States	US	USUT		40.1135	-111.854	UT	20250115143000	https://www.sltrib.com/religion/2025/01/15/lds-tithing-lawsuit-your-guide/
1220744291	20240116	202401	2024	2024.0438											CRM	CRIMINAL						CRM			1	112	112	11	3	-2.0	10	1	10	-11.9469026548673	0								3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	20250115143000	https://gazette.com/opinion/editorials/editorial-colorado-s-justice-system-fails-the-public-again/article_d13a1ab8-d2e9-11ef-b891-33ad3b8754c4.html
1220744292	20240116	202401	2024	2024.0438											EDU	SCHOOL						EDU			1	010	010	01	1	0.0	6	1	6	-4.81283422459893	0								4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20250115143000	https://www.dispatchlive.co.za/news/2025-01-15-aka-murder-suspects-denied-bail/
1220744293	20240116	202401	2024	2024.0438											EDU	SCHOOL						EDU			1	020	020	02	1	3.0	6	1	6	-4.81283422459893	0								4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20250115143000	https://www.dispatchlive.co.za/news/2025-01-15-aka-murder-suspects-denied-bail/
1220744294	20240116	202401	2024	2024.0438	AFR	AFRICA	AFR								EDU	SCHOOL						EDU			1	010	010	01	1	0.0	4	1	4	-4.81283422459893	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20250115143000	https://www.dispatchlive.co.za/news/2025-01-15-aka-murder-suspects-denied-bail/
1220744295	20240116	202401	2024	2024.0438	AFR	AFRICA	AFR								EDU	SCHOOL						EDU			1	020	020	02	1	3.0	4	1	4	-4.81283422459893	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20250115143000	https://www.dispatchlive.co.za/news/2025-01-15-aka-murder-suspects-denied-bail/
1220744296	20240116	202401	2024	2024.0438	CAFGOV	FAUSTIN ARCHANGE TOUADERA	CAF					GOV			RUS	MOSCOW	RUS								1	042	042	04	1	1.9	6	1	6	-1.71919770773639	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250115143000	https://www.bignewsnetwork.com/news/274944902/central-african-republic-president-visits-moscow
1220744297	20240116	202401	2024	2024.0438	CHN	CHINESE	CHN								CHNEDU	CHINESE	CHN					EDU			1	182	182	18	4	-9.5	6	1	6	-4.43349753694581	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250115143000	https://www.newsshopper.co.uk/news/24859478.hither-green-murder-trial-prosecution-gives-opening-speech/
1220744298	20240116	202401	2024	2024.0438	CHN	CHINESE	CHN								CHNEDU	CHINA	CHN					EDU			1	182	182	18	4	-9.5	1	1	1	-4.43349753694581	1	China	CH	CH		35	105	CH	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250115143000	https://www.newsshopper.co.uk/news/24859478.hither-green-murder-trial-prosecution-gives-opening-speech/
