1218549714	20240103	202401	2024	2024.0082	AFR	AFRICA	AFR								DEU	HANOVER	DEU								0	043	043	04	1	2.8	4	1	4	4.73118279569893	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20250102144500	https://www.iol.co.za/entertainment/tweede-nuwe-jaar-klopse-parade-set-to-round-off-festive-holidays-in-cape-town-3c1f79df-62bd-4066-8499-86884dde4fe5
1218549715	20240103	202401	2024	2024.0082	BUS	INDUSTRY						BUS			AGR	FARMER						AGR			0	020	020	02	1	3.0	6	1	6	1.95439739413681	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20250102144500	https://www.freshfruitportal.com/news/2025/01/02/california-fresh-fruit-association-president-on-new-markets-trends-and-water-policies-in-2025/
1218549716	20240103	202401	2024	2024.0082	CVL	TOURIST						CVL			TWN	TAIWAN	TWN								0	042	042	04	1	1.9	10	1	10	-1.03896103896104	1	Japan	JA	JA		36	138	JA	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	1	Japan	JA	JA		36	138	JA	20250102144500	https://eturbonews.com/taiwan-s-ambition-become-regional-air-hub-set-take/
1218549717	20240103	202401	2024	2024.0082	CYP	CYPRUS	CYP								CVL	TOURIST						CVL			1	051	051	05	1	3.4	5	1	5	0.684931506849315	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	20250102144500	https://www.financialmirror.com/2025/01/02/tourism-revenue-up-18-in-october-u-s-swiss-biggest-spenders/
1218549718	20240103	202401	2024	2024.0082	DEU	HANOVER	DEU								AFR	AFRICA	AFR								0	042	042	04	1	1.9	4	1	4	4.73118279569893	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20250102144500	https://www.iol.co.za/entertainment/tweede-nuwe-jaar-klopse-parade-set-to-round-off-festive-holidays-in-cape-town-3c1f79df-62bd-4066-8499-86884dde4fe5
1218549719	20240103	202401	2024	2024.0082	DEU	HANOVER	DEU								AFR	AFRICA	AFR								0	051	051	05	1	3.4	6	1	6	4.73118279569893	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20250102144500	https://www.iol.co.za/entertainment/tweede-nuwe-jaar-klopse-parade-set-to-round-off-festive-holidays-in-cape-town-3c1f79df-62bd-4066-8499-86884dde4fe5
1218549720	20240103	202401	2024	2024.0082	DEU	HANOVER	DEU								ZAF	CAPE TOWN	ZAF								0	042	042	04	1	1.9	3	1	3	4.73118279569893	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20250102144500	https://www.iol.co.za/entertainment/tweede-nuwe-jaar-klopse-parade-set-to-round-off-festive-holidays-in-cape-town-3c1f79df-62bd-4066-8499-86884dde4fe5
1218549721	20240103	202401	2024	2024.0082	DEU	HANOVER	DEU								ZAF	CAPE TOWN	ZAF								0	042	042	04	1	1.9	1	1	1	4.73118279569893	4	Kaap, Mpumalanga, South Africa	SF	SF07	77341	-25.5389	31.3119	-1240770	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20250102144500	https://www.iol.co.za/entertainment/tweede-nuwe-jaar-klopse-parade-set-to-round-off-festive-holidays-in-cape-town-3c1f79df-62bd-4066-8499-86884dde4fe5
1218549722	20240103	202401	2024	2024.0082	DEU	HANOVER	DEU								ZAF	CAPE TOWN	ZAF								0	051	051	05	1	3.4	2	1	2	4.73118279569893	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20250102144500	https://www.iol.co.za/entertainment/tweede-nuwe-jaar-klopse-parade-set-to-round-off-festive-holidays-in-cape-town-3c1f79df-62bd-4066-8499-86884dde4fe5
1218549723	20240103	202401	2024	2024.0082	GTM	GUATEMALA CITY	GTM								EDU	STUDENT						EDU			1	051	051	05	1	3.4	10	1	10	-3.29457364341085	1	El Salvador	ES	ES		13.833333	-88.916667	ES	1	El Salvador	ES	ES		13.833333	-88.916667	ES	1	El Salvador	ES	ES		13.833333	-88.916667	ES	20250102144500	https://www.mainepublic.org/maine/2025-01-02/maine-based-ngo-safe-passage-marks-25-years-supporting-students-in-guatemala
