1205573785	20231023	202310	2023	2023.8027											MNCUSA	NETFLIX	USA					MNC			1	046	046	04	1	7.0	3	1	3	1.77353342428376	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20241022131500	https://www.ign.com/articles/netflix-shuts-down-aaa-gaming-studio-high-profile-devs-leave-the-company
1205573786	20231023	202310	2023	2023.8027											MNCUSA	NETFLIX	USA					MNC			1	046	046	04	1	7.0	3	1	3	1.77353342428376	0								3	Santa Monica, California, United States	US	USCA		34.0195	-118.491	1652792	3	Santa Monica, California, United States	US	USCA		34.0195	-118.491	1652792	20241022131500	https://www.ign.com/articles/netflix-shuts-down-aaa-gaming-studio-high-profile-devs-leave-the-company
1205573787	20231023	202310	2023	2023.8027	BUS	INVESTOR						BUS													0	130	130	13	3	-4.4	10	1	10	-3.45911949685534	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20241022131500	https://www.telegraph.co.uk/business/2024/10/22/one-of-worst-performing-water-companies-84pc-bill-increase/
1205573788	20231023	202310	2023	2023.8027	COP	PRISON						COP			FRAELI	FRENCH	FRA					ELI			1	173	173	17	4	-5.0	3	1	3	-6.97674418604651	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20241022131500	https://www.yahoo.com/news/nicolas-bedos-french-actor-director-124235522.html
1205573789	20231023	202310	2023	2023.8027	COP	PRISON						COP			FRAELI	FRENCH	FRA					ELI			1	180	180	18	4	-9.0	3	1	3	-6.97674418604651	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20241022131500	https://www.yahoo.com/news/nicolas-bedos-french-actor-director-124235522.html
1205573790	20231023	202310	2023	2023.8027	GOV	GOVERNOR						GOV													0	010	010	01	1	0.0	3	1	3	-1.55400155400156	4	Osogbo, Osun, Nigeria	NI	NI42	23012	7.76667	4.56667	-2024228	0								4	Osogbo, Osun, Nigeria	NI	NI42	23012	7.76667	4.56667	-2024228	20241022131500	https://www.opinionnigeria.com/gandujes-open-threat-to-democracy-by-sarafa-ibrahim/
1205573791	20231023	202310	2023	2023.8027	GOV	GOVERNOR						GOV													0	030	030	03	1	4.0	3	1	3	-1.55400155400156	4	Osogbo, Osun, Nigeria	NI	NI42	23012	7.76667	4.56667	-2024228	0								4	Osogbo, Osun, Nigeria	NI	NI42	23012	7.76667	4.56667	-2024228	20241022131500	https://www.opinionnigeria.com/gandujes-open-threat-to-democracy-by-sarafa-ibrahim/
1205573792	20231023	202310	2023	2023.8027	GOV	GOVERNOR						GOV			NGA	NIGERIA	NGA								0	010	010	01	1	0.0	1	1	1	-1.55400155400156	4	Osun, Nigeria (general), Nigeria	NI	NI00	191219	7.53333	4.05	-2024291	4	Osun, Nigeria (general), Nigeria	NI	NI00	191219	7.53333	4.05	-2024291	4	Osun, Nigeria (general), Nigeria	NI	NI00	191219	7.53333	4.05	-2024291	20241022131500	https://www.opinionnigeria.com/gandujes-open-threat-to-democracy-by-sarafa-ibrahim/
1205573793	20231023	202310	2023	2023.8027	GOV	GOVERNOR						GOV			NGA	NIGERIA	NGA								0	030	030	03	1	4.0	1	1	1	-1.55400155400156	4	Osun, Nigeria (general), Nigeria	NI	NI00	191219	7.53333	4.05	-2024291	4	Osun, Nigeria (general), Nigeria	NI	NI00	191219	7.53333	4.05	-2024291	4	Osun, Nigeria (general), Nigeria	NI	NI00	191219	7.53333	4.05	-2024291	20241022131500	https://www.opinionnigeria.com/gandujes-open-threat-to-democracy-by-sarafa-ibrahim/
1205573794	20231023	202310	2023	2023.8027	ISR	ISRAEL	ISR								CHRGOV	CHRISTIAN				CHR		GOV			1	013	013	01	1	0.4	1	1	1	0.51282051282052	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20241022131500	https://cbn.com/news/israel/christians-54-nations-brave-war-dangers-bless-israel-icej-feast-tabernacles
