1224326677	20240204	202402	2024	2024.0932	COPGOV	DEPUTY						COP	GOV		UZB	UZBEKISTAN	UZB								0	042	042	04	1	1.9	10	1	10	5.1255230125523	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	20250203153000	https://www.thestar.com.my/opinion/2025/02/03/uzbekistan-malaysias-gateway-to-the-modern-silk-road
1224326678	20240204	202402	2024	2024.0932	EDUEDU	PROFESSOR						EDU	EDU		BUSEDU	BUSINESS						BUS	EDU		1	013	013	01	1	0.4	10	1	10	3.42612419700214	3	Fort Worth, Texas, United States	US	USTX	TX439	32.7254	-97.3208	1380947	3	Fort Worth, Texas, United States	US	USTX		32.7254	-97.3208	1380947	3	Fort Worth, Texas, United States	US	USTX		32.7254	-97.3208	1380947	20250203153000	https://www.nbcdfw.com/news/business/money-report/ceo-of-16-years-shares-her-no-1-trait-for-a-must-hire-job-candidate-i-want-to-know-how-you-think-on-your-feet/3757484/
1224326679	20240204	202402	2024	2024.0932	GBR	UNITED KINGDOM	GBR																		0	010	010	01	1	0.0	3	1	3	-0.12210012210012	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	0								4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	20250203153000	https://www.dailyrecord.co.uk/entertainment/harry-meghan-facing-fresh-fears-34605795
1224326680	20240204	202402	2024	2024.0932	GBR	UNITED KINGDOM	GBR																		0	010	010	01	1	0.0	1	1	1	-0.12210012210012	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	California, United States	US	USCA		36.17	-119.746	CA	20250203153000	https://www.dailyrecord.co.uk/entertainment/harry-meghan-facing-fresh-fears-34605795
1224326681	20240204	202402	2024	2024.0932	GBR	BRITAIN	GBR								IGOEUREEC	THE EU	EUR	EEC				IGO			1	046	046	04	1	7.0	5	1	5	-1.63934426229508	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250203153000	https://www.yahoo.com/news/real-danger-eu-youth-mobility-150301641.html
1224326682	20240204	202402	2024	2024.0932	IGOEUREEC	THE EU	EUR	EEC				IGO			GBR	BRITAIN	GBR								1	046	046	04	1	7.0	5	1	5	-1.63934426229508	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250203153000	https://www.yahoo.com/news/real-danger-eu-youth-mobility-150301641.html
1224326683	20240204	202402	2024	2024.0932	USA	UNITED STATES	USA																		1	112	112	11	3	-2.0	12	2	12	-10.0746268656717	3	Sedgwick County, Kansas, United States	US	USKS	KS173	37.7167	-97.4503	485049	0								2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20250203153000	https://jcpost.com/posts/81f5d304-a9e9-4c44-b35f-9f1381e6290f
1224326684	20240204	202402	2024	2024.0932	USA	KANSAS	USA																		1	112	112	11	3	-2.0	8	2	8	-10.0746268656717	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	0								2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20250203153000	https://jcpost.com/posts/81f5d304-a9e9-4c44-b35f-9f1381e6290f
1224326685	20240204	202402	2024	2024.0932	UZB	UZBEKISTAN	UZB								COPGOV	DEPUTY						COP	GOV		0	043	043	04	1	2.8	10	1	10	5.1255230125523	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	20250203153000	https://www.thestar.com.my/opinion/2025/02/03/uzbekistan-malaysias-gateway-to-the-modern-silk-road
1224326686	20250104	202501	2025	2025.0110	BUS	INDUSTRY						BUS			MNCKOR	HYUNDAI	KOR					MNC			1	084	084	08	2	7.0	5	1	5	2.99003322259136	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20250203153000	https://www.newkerala.com/news/o/hyundai-kias-january-sales-down-fewer-working-days-extended-451
1224326687	20250104	202501	2025	2025.0110	CAN	CANADA	CAN								CANGOV	CANADA	CAN					GOV			1	031	031	03	1	5.2	2	1	2	-3.94133822181485	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	20250203153000	https://thewalrus.ca/the-historical-roots-of-trumps-anger-with-canada/
1224326688	20250104	202501	2025	2025.0110	CAN	CANADIAN	CAN								GOV	PRIME MINISTER						GOV			1	031	031	03	1	5.2	8	1	8	-3.94133822181485	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	20250203153000	https://thewalrus.ca/the-historical-roots-of-trumps-anger-with-canada/
1224326689	20250127	202501	2025	2025.0740	BGD	BANGLADESH	BGD																		1	026	026	02	1	4.0	1	1	1	-0.20040080160321	1	Bangladesh	BG	BG		24	90	BG	0								1	France	FR	FR		46	2	FR	20250203153000	https://www.guardian.co.tt/news/who-chief-asks-countries-to-push-washington-to-reconsider-its-withdrawal-6.2.2223719.6fbe245296
1224326690	20250127	202501	2025	2025.0740	BGD	BANGLADESH	BGD																		1	026	026	02	1	4.0	1	1	1	-0.20040080160321	1	France	FR	FR		46	2	FR	0								1	France	FR	FR		46	2	FR	20250203153000	https://www.guardian.co.tt/news/who-chief-asks-countries-to-push-washington-to-reconsider-its-withdrawal-6.2.2223719.6fbe245296
1224326691	20250127	202501	2025	2025.0740	CAN	CANADA	CAN																		1	160	160	16	4	-4.0	4	1	4	-1.90369540873461	4	Etobicoke, Ontario, Canada	CA	CA08	12686	43.7	-79.5667	-564366	0								4	Etobicoke, Ontario, Canada	CA	CA08	12686	43.7	-79.5667	-564366	20250203153000	https://www.cbc.ca/news/canada/toronto/livestory/pc-leader-doug-ford-highlights-latest-ontario-tariff-response-9.6632941
1224326692	20250127	202501	2025	2025.0740	CVL	MIGRANT						CVL			USA	THE US	USA								0	057	057	05	1	8.0	4	1	4	-2.63852242744063	4	Panama Canal, Panama (general), Panama	PM	PM00	93681	9.33333	-79.9167	-168010	4	Panama Canal, Panama (general), Panama	PM	PM00	93681	9.33333	-79.9167	-168010	4	Panama Canal, Panama (general), Panama	PM	PM00	93681	9.33333	-79.9167	-168010	20250203153000	https://timesofindia.indiatimes.com/world/us/rubio-views-a-deportation-flight-in-panama-as-trump-prioritizes-an-immigration-crackdown/articleshow/117890868.cms
1224326693	20250127	202501	2025	2025.0740	CVL	MIGRANT						CVL			USA	THE US	USA								0	057	057	05	1	8.0	1	1	1	-2.63852242744063	1	Dominican Republic	DR	DR		19	-70.666667	DR	1	Dominican Republic	DR	DR		19	-70.666667	DR	1	Dominican Republic	DR	DR		19	-70.666667	DR	20250203153000	https://timesofindia.indiatimes.com/world/us/rubio-views-a-deportation-flight-in-panama-as-trump-prioritizes-an-immigration-crackdown/articleshow/117890868.cms
1224326694	20250127	202501	2025	2025.0740	FRA	FRANCE	FRA																		1	051	051	05	1	3.4	2	1	2	4.31244914564687	4	Saint-Nazaire, Aquitaine, France	FR	FR97	16241	44.8667	0.266667	-1467541	0								4	Saint-Nazaire, Aquitaine, France	FR	FR97	16241	44.8667	0.266667	-1467541	20250203153000	https://www.hospitalitynet.org/news/4125641.html
1224326695	20250127	202501	2025	2025.0740	FRA	FRANCE	FRA								BGD	BANGLADESH	BGD								0	026	026	02	1	4.0	4	1	4	-0.20040080160321	1	France	FR	FR		46	2	FR	1	Bangladesh	BG	BG		24	90	BG	1	France	FR	FR		46	2	FR	20250203153000	https://www.guardian.co.tt/news/who-chief-asks-countries-to-push-washington-to-reconsider-its-withdrawal-6.2.2223719.6fbe245296
1224326696	20250127	202501	2025	2025.0740	GOV	PRESIDENT						GOV			ZAF	SOUTH AFRICAN	ZAF								1	010	010	01	1	0.0	3	1	3	0.53191489361702	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20250203153000	https://www.sowetanlive.co.za/opinion/letters/2025-02-03-reader-letter-citizens-must-hold-state-to-account/
