1225611004	20240211	202402	2024	2024.1123											EDU	COLLEGE						EDU			1	036	036	03	1	4.0	2	1	2	6.90010298661174	0								3	Burlington County, New Jersey, United States	US	USNJ		39.8834	-74.6413	882272	3	Burlington County, New Jersey, United States	US	USNJ		39.8834	-74.6413	882272	20250210100000	https://www.trentonian.com/2025/02/10/burlington-county-celebrating-black-history-month-with-special-events-classes-and-performances/
1225611005	20240211	202402	2024	2024.1123											GBR	UNITED KINGDOM	GBR								1	043	043	04	1	2.8	2	1	2	-4.41640378548896	0								4	Southport, Sefton, United Kingdom	UK	UKL8	40121	53.6667	-3	-2608309	4	Southport, Sefton, United Kingdom	UK	UKL8	40121	53.6667	-3	-2608309	20250210100000	https://news.sky.com/story/southport-stabbings-parents-of-bebe-king-and-elsie-dot-stancombe-pay-tribute-to-daughters-13306515
1225611006	20240211	202402	2024	2024.1123											IRL	IRELAND	IRL								0	042	042	04	1	1.9	4	1	4	-2.01109570041609	0								4	Whitehall, Kilkenny, Ireland	EI	EI13	18292	52.6811	-7.02222	-1506191	4	Whitehall, Kilkenny, Ireland	EI	EI13	18292	52.6811	-7.02222	-1506191	20250210100000	https://www.newstatesman.com/politics/labour/2025/02/the-battle-for-labours-soul
1225611007	20240211	202402	2024	2024.1123											KOR	SEOUL	KOR								1	042	042	04	1	1.9	1	1	1	0	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250210100000	https://www.chinatechnews.com/2025/02/10/108217-paris-ai-summit-kicks-off-with-pm-modi-as-co-chair-what-to-expect
1225611008	20240211	202402	2024	2024.1123	CHN	BEIJING	CHN								TWNEDU	TAIWANESE	TWN					EDU			0	042	042	04	1	1.9	4	1	4	0	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Taiwan	TW	TW		24	121	TW	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250210100000	https://www.scmp.com/news/china/politics/article/3298083/taiwanese-students-arrive-beijing-latest-ma-ying-jeou-foundation-tour
1225611009	20240211	202402	2024	2024.1123	CHN	BEIJING	CHN								TWNEDU	TAIWAN	TWN					EDU			0	042	042	04	1	1.9	1	1	1	0	1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250210100000	https://www.scmp.com/news/china/politics/article/3298083/taiwanese-students-arrive-beijing-latest-ma-ying-jeou-foundation-tour
1225611010	20240211	202402	2024	2024.1123	CHNCOP	CHINA	CHN					COP			SLBCOP	SOLOMON ISLAND	SLB					COP			1	043	043	04	1	2.8	10	1	10	6.45161290322581	1	China	CH	CH		35	105	CH	1	Solomon Islands	BP	BP		-8	159	BP	1	China	CH	CH		35	105	CH	20250210100000	https://www.solomonstarnews.com/rsipf-farewell-three-cplt-members/
1225611011	20240211	202402	2024	2024.1123	EDU	COLLEGE						EDU													1	036	036	03	1	4.0	2	1	2	6.90010298661174	3	Burlington County, New Jersey, United States	US	USNJ	NJ005	39.8834	-74.6413	882272	0								3	Burlington County, New Jersey, United States	US	USNJ		39.8834	-74.6413	882272	20250210100000	https://www.trentonian.com/2025/02/10/burlington-county-celebrating-black-history-month-with-special-events-classes-and-performances/
1225611012	20240211	202402	2024	2024.1123	EDU	COLLEGE						EDU			USA	UNITED STATES	USA								1	036	036	03	1	4.0	6	1	6	6.90010298661174	3	Burlington County, New Jersey, United States	US	USNJ	NJ005	39.8834	-74.6413	882272	3	Burlington County, New Jersey, United States	US	USNJ		39.8834	-74.6413	882272	3	Burlington County, New Jersey, United States	US	USNJ		39.8834	-74.6413	882272	20250210100000	https://www.trentonian.com/2025/02/10/burlington-county-celebrating-black-history-month-with-special-events-classes-and-performances/
1225611013	20240211	202402	2024	2024.1123	GBR	UNITED KINGDOM	GBR																		1	042	042	04	1	1.9	2	1	2	-4.41640378548896	4	Southport, Sefton, United Kingdom	UK	UKL8	40121	53.6667	-3	-2608309	0								4	Southport, Sefton, United Kingdom	UK	UKL8	40121	53.6667	-3	-2608309	20250210100000	https://news.sky.com/story/southport-stabbings-parents-of-bebe-king-and-elsie-dot-stancombe-pay-tribute-to-daughters-13306515
